order_id,session_id,order_date,order_value
O91902864,S663705540,2025-07-26,77.05
O48244069,S974716184,2025-07-31,100.61
O12204278,S852083271,2025-07-18,82.7
O91868566,S814966964,2025-07-22,103.91
O76590993,S442172744,2025-07-22,74.56
O10177206,S170885290,2025-07-29,33.33
O76754324,S623310709,2025-07-23,115.79
O48563609,S366601092,2025-06-26,47.62
O71518348,S248259538,2025-07-04,82.26
O63715794,S834852400,2025-06-23,92.26
O37374714,S695959047,2025-06-16,43.78
O57605243,S128484037,2025-06-22,114.73
O98693700,S668633535,2025-07-14,86.36
O22335428,S846136557,2025-07-12,107.98
O16423957,S666440901,2025-06-22,114.29
O65633151,S848907954,2025-08-05,37.19
O44956605,S728168029,2025-07-01,82.09
O43921786,S500989349,2025-07-09,72.44
O80105494,S67353442,2025-07-25,106.18
O65611449,S134547836,2025-08-12,131.92
O37738484,S669773155,2025-06-21,79.21
O32286370,S917937770,2025-06-30,69.67
O79020947,S933017839,2025-07-19,84.41
O41660338,S268458782,2025-08-04,110.93
O97495395,S750679861,2025-08-11,145.43
O86792374,S597278087,2025-07-11,99.75
O94219203,S990942454,2025-07-16,119.73
O80142913,S573561813,2025-07-18,74.72
O55604422,S590089150,2025-06-15,65.35
O27930877,S550937079,2025-07-25,91.13
O62843286,S141512914,2025-08-05,84.7
O68224379,S379623551,2025-05-26,90.81
O81431812,S253705811,2025-07-31,125.41
O53529841,S126473817,2025-08-05,108.4
O14463748,S72010824,2025-08-12,81.29
O98878462,S741906682,2025-06-23,137.96
O25771422,S275246231,2025-05-31,108.79
O54170586,S91686929,2025-08-03,110.66
O79293174,S31017543,2025-08-01,96.26
O31220805,S381979398,2025-08-11,78.67
O80376407,S508491010,2025-06-26,121.14
O7126207,S25129489,2025-06-11,114.14
O38771983,S848181519,2025-06-02,85.4
O2734743,S266413117,2025-08-25,61.5
O43294175,S962431023,2025-06-23,99.22
O22384183,S875767002,2025-06-01,81.65
O34203256,S300048966,2025-07-08,97.27
O83092187,S330398147,2025-07-23,97.0
O43406008,S321034910,2025-06-24,47.6
O29958169,S272186636,2025-08-06,80.1
O61138724,S12281963,2025-07-23,144.08
O62813537,S411711256,2025-06-27,65.53
O7160370,S966078860,2025-07-15,91.47
O94368699,S350275616,2025-06-03,58.59
O44146141,S984237439,2025-06-19,96.31
O7805202,S380888829,2025-06-15,82.37
O12027410,S651545174,2025-07-29,95.48
O34354380,S529856206,2025-05-24,101.3
O5255196,S863673213,2025-05-25,93.22
O28655533,S81993403,2025-08-02,137.9
O59146260,S13511502,2025-06-02,103.02
O85289593,S37958222,2025-06-03,48.74
O86033646,S465281389,2025-07-27,116.42
O9537724,S378946758,2025-07-11,135.71
O52473115,S203690617,2025-06-07,89.98
O41482129,S947651093,2025-06-20,109.99
O63007378,S867842191,2025-06-12,123.01
O46019429,S168452719,2025-06-15,123.33
O37816747,S295203930,2025-06-14,110.83
O42042436,S510375456,2025-07-02,133.92
O32455396,S328945557,2025-08-09,75.23
O18426112,S285503468,2025-06-04,42.99
O11924931,S825337415,2025-06-06,86.31
O56124394,S622810038,2025-08-07,86.43
O72288719,S348991254,2025-05-30,63.0
O84878865,S590887671,2025-06-07,74.92
O43728214,S898931713,2025-08-12,63.35
O52854161,S451216659,2025-06-17,64.86
O38301054,S164961894,2025-06-20,91.48
O66099212,S293569630,2025-05-30,67.38
O79530239,S950034573,2025-07-27,128.51
O56052850,S770899566,2025-06-06,92.13
O79210876,S118276263,2025-07-16,89.9
O85623271,S374423229,2025-07-17,112.59
O68655822,S330823215,2025-08-07,123.73
O77310932,S858887797,2025-05-29,104.34
O85311180,S985400769,2025-07-22,92.45
O35464071,S765304752,2025-07-27,54.07
O75306207,S465773835,2025-06-13,58.99
O83788663,S535540312,2025-07-06,80.42
O67149288,S932408389,2025-07-29,73.31
O82640762,S580437268,2025-07-24,95.28
O74378677,S306992661,2025-05-29,86.32
O67257489,S272628986,2025-07-24,134.17
O38923567,S760550325,2025-06-18,35.98
O54120369,S432762731,2025-06-20,103.28
O91309826,S611661125,2025-07-02,77.29
O79833116,S40933800,2025-07-09,84.67
O5846820,S169949817,2025-05-27,104.26
O30921676,S755356378,2025-06-16,106.91
O54527081,S631893944,2025-08-03,93.81
O21972061,S894194725,2025-07-18,128.42
O30377678,S32033483,2025-06-28,111.92
O13024495,S26600019,2025-07-02,100.1
O55562430,S463655845,2025-07-14,88.81
O40007960,S253759695,2025-06-13,89.08
O14029160,S333690145,2025-06-09,115.95
O62389881,S951269526,2025-07-31,72.87
O84640906,S705917922,2025-06-28,53.05
O68508498,S760490795,2025-06-16,110.83
O69498944,S207461476,2025-06-18,124.35
O76642952,S194737598,2025-06-21,92.41
O43628129,S885990348,2025-06-22,104.29
O60755719,S842185292,2025-07-04,103.62
O41614579,S925260897,2025-07-12,73.14
O49753538,S85104728,2025-06-08,66.5
O25886602,S310391700,2025-08-11,79.74
O84860076,S964563115,2025-07-10,85.61
O74418372,S583072728,2025-05-24,93.66
O8054599,S290148328,2025-06-01,45.72
O38650748,S984561055,2025-06-18,70.3
O13029788,S846947734,2025-06-02,99.83
O24907205,S213552538,2025-06-14,103.36
O95581197,S882805569,2025-06-23,79.61
O49275805,S784609561,2025-06-16,119.45
O50388502,S396183858,2025-05-30,66.2
O90735250,S417989730,2025-06-14,109.54
O58333384,S206887765,2025-07-20,94.02
O54867898,S735717188,2025-08-16,115.64
O27379790,S580221641,2025-05-27,68.07
O42365612,S600289667,2025-06-02,111.47
O78870195,S531359641,2025-07-30,111.41
O4522286,S824671002,2025-06-17,85.52
O97404328,S909933551,2025-06-29,149.37
O85035383,S500903243,2025-07-09,32.88
O18758125,S21986245,2025-05-26,175.5
O27305382,S43121351,2025-06-23,87.6
O44581802,S782632363,2025-07-01,61.08
O12465631,S75413214,2025-08-24,77.25
O75921982,S681698777,2025-07-08,48.97
O49722129,S121632140,2025-06-24,82.11
O58679900,S697110635,2025-07-31,118.87
O33614444,S856674328,2025-05-31,110.18
O37584042,S398481845,2025-06-03,79.77
O650759,S155150246,2025-05-21,119.91
O95670984,S953857068,2025-06-05,94.37
O4266340,S695554208,2025-07-20,97.74
O73743773,S319396137,2025-07-19,92.8
O55160281,S393310257,2025-06-08,120.23
O21802213,S784372701,2025-06-13,90.65
O21901865,S680444196,2025-07-03,77.27
O52223401,S700205423,2025-07-15,92.11
O73949946,S831256199,2025-07-21,48.71
O96146148,S652890930,2025-07-26,80.01
O13757593,S378043912,2025-08-01,43.45
O56030202,S114050072,2025-08-26,80.38
O94963920,S326119720,2025-08-05,59.68
O11021408,S438285514,2025-08-06,120.54
O79781512,S212514855,2025-08-10,66.94
O49297033,S955674239,2025-08-13,94.82
O96224738,S858915196,2025-06-11,134.95
O22512704,S636236215,2025-08-08,71.82
O96269793,S365388877,2025-06-03,74.49
O48645082,S962602659,2025-06-12,92.72
O20541586,S590962406,2025-06-08,90.08
O85109480,S687175302,2025-06-22,80.96
O96424522,S247391008,2025-06-29,91.88
O44724375,S465495954,2025-07-05,76.51
O23690326,S801158644,2025-07-29,57.24
O16547883,S784673616,2025-06-12,62.15
O2156674,S137832048,2025-06-28,65.57
O90759802,S754054355,2025-08-04,56.54
O46513943,S623349699,2025-08-08,75.75
O4732225,S971480381,2025-06-25,105.01
O17844175,S221878683,2025-07-02,100.86
O6838405,S172295572,2025-07-11,88.41
O58204735,S742158328,2025-06-16,77.47
O19222955,S5448423,2025-05-31,69.57
O51919619,S987095712,2025-08-03,51.01
O79120800,S750064827,2025-06-27,96.14
O3502646,S797258279,2025-08-07,87.48
O52476998,S980103146,2025-07-09,128.87
O73260874,S934182749,2025-08-06,114.47
O44807846,S997474601,2025-06-11,37.88
O98086962,S386928929,2025-08-06,63.68
O1151807,S635110045,2025-08-11,31.3
O73837085,S985375612,2025-08-03,55.71
O33268253,S161132357,2025-07-22,114.26
O45575552,S333603461,2025-06-22,90.8
O80996850,S576199196,2025-06-21,92.84
O65833486,S314850302,2025-06-17,124.49
O88671636,S651638692,2025-06-02,131.56
O74675954,S575547591,2025-08-10,116.12
O74093568,S300509096,2025-06-03,48.2
O9799737,S758516574,2025-07-05,127.81
O96781797,S278588817,2025-07-10,110.94
O76645540,S713527286,2025-08-25,127.93
O11599550,S152225212,2025-06-01,77.04
O93577879,S476227924,2025-08-17,97.66
O14944697,S87036396,2025-06-18,117.07
O99487320,S671040374,2025-06-23,90.27
O51817889,S525113347,2025-06-09,90.79
O99627092,S960686068,2025-06-18,80.86
O72874883,S806887449,2025-07-02,107.96
O94015901,S464226496,2025-07-12,83.14
O5189744,S593377466,2025-08-09,71.09
O73117426,S543440999,2025-07-25,126.75
O80166062,S59495795,2025-07-10,114.22
O50629988,S988333285,2025-07-16,80.13
O46391595,S739661251,2025-07-23,120.39
O59622541,S913434120,2025-07-23,95.82
O52203243,S345668817,2025-08-11,142.45
O64568443,S613864993,2025-07-28,157.12
O30397602,S425419916,2025-05-28,54.02
O44819028,S975705459,2025-08-13,84.55
O69236728,S281081841,2025-08-09,107.86
O25873851,S415373500,2025-07-23,128.1
O30886033,S128230953,2025-08-07,78.34
O70966455,S194068444,2025-08-13,117.95
O15729923,S540865907,2025-06-11,109.35
O52354258,S531197159,2025-07-15,85.93
O74476565,S828801614,2025-07-05,47.77
O75225012,S294994847,2025-06-03,123.2
O61986181,S846519256,2025-07-28,95.5
O30318405,S279408117,2025-06-02,75.91
O64937350,S795599834,2025-06-25,95.0
O50365096,S294767999,2025-07-13,81.24
O35108174,S710072308,2025-08-22,89.56
O27127371,S621901034,2025-08-03,45.43
O25096904,S556983583,2025-05-19,51.18
O59950617,S106364794,2025-05-21,78.15
O27774876,S704501189,2025-06-23,102.92
O23886173,S46353020,2025-06-27,92.77
O64298812,S384252118,2025-06-02,85.94
O4445223,S431763188,2025-07-24,96.09
O27750804,S946170319,2025-07-07,95.54
O61040017,S249237353,2025-07-18,85.93
O4536460,S344590414,2025-07-16,67.65
O68575431,S135188410,2025-07-08,138.85
O66257333,S194077765,2025-07-20,148.93
O3984740,S38533791,2025-07-30,100.71
O27849696,S67882325,2025-08-14,103.93
O77915712,S574110867,2025-06-30,119.53
O95164066,S432110191,2025-06-18,100.11
O2246737,S190480728,2025-07-17,128.16
O42347385,S773427059,2025-08-08,90.92
O84661258,S772807912,2025-07-09,93.73
O56809340,S514109417,2025-05-31,128.4
O5280532,S480141671,2025-07-06,45.04
O20133335,S813105388,2025-08-06,110.8
O28622162,S894812519,2025-08-15,98.48
O12800787,S471733209,2025-08-17,140.12
O46010230,S272054841,2025-05-23,70.05
O39570271,S507232033,2025-05-30,119.95
O71103039,S895409699,2025-07-09,95.48
O44688605,S23105825,2025-07-25,87.28
O22828129,S366485283,2025-07-02,78.24
O29612369,S136088821,2025-06-08,98.15
O40985645,S178410918,2025-06-17,90.93
O66837536,S139129433,2025-07-28,78.89
O46292983,S162839502,2025-06-04,64.01
O56065816,S333193925,2025-05-27,49.45
O25293151,S172120337,2025-07-06,130.32
O10346726,S615559159,2025-08-03,80.59
O68045936,S748838809,2025-06-03,55.74
O39366891,S296221178,2025-07-12,135.53
O40843169,S948429959,2025-07-06,36.2
O61471123,S805160499,2025-05-19,133.24
O85619491,S375540759,2025-06-29,78.44
O46992358,S800033173,2025-07-26,114.29
O61424147,S472077112,2025-07-31,125.72
O26569743,S408625517,2025-07-29,98.05
O49343097,S487714542,2025-08-10,108.77
O64116478,S497751576,2025-05-31,81.52
O56138006,S531352753,2025-06-02,15.0
O88640331,S522529770,2025-06-18,93.5
O8068984,S291704216,2025-05-22,43.19
O26939816,S518383527,2025-06-09,59.77
O73661863,S926565302,2025-08-10,100.85
O91777878,S650588716,2025-06-14,90.02
O58902931,S595000037,2025-08-15,82.58
O98403828,S157806347,2025-06-02,68.3
O55787759,S597237820,2025-07-28,73.42
O60330868,S228165819,2025-08-07,83.94
O44750504,S694044008,2025-08-09,105.08
O51516983,S448026618,2025-06-18,109.57
O191451,S685058716,2025-06-09,83.29
O38149876,S80780793,2025-06-17,72.92
O54033168,S264455656,2025-06-25,33.49
O95372301,S437800502,2025-05-20,109.57
O90630447,S593327563,2025-07-24,92.37
O44084425,S432906647,2025-06-27,71.74
O70503191,S665576990,2025-07-14,99.09
O57688273,S902770870,2025-07-10,133.47
O13963473,S222444550,2025-06-11,75.2
O71514930,S565723550,2025-06-20,98.39
O3049380,S574012272,2025-06-06,58.96
O60266037,S628181196,2025-07-16,106.41
O52537046,S992036049,2025-06-01,77.44
O60589383,S267876317,2025-06-15,80.86
O68642878,S294983733,2025-08-09,57.05
O85994572,S608206111,2025-06-25,122.92
O7304795,S566282512,2025-06-01,102.13
O39211533,S379095740,2025-06-30,115.6
O27012898,S919628307,2025-07-18,101.65
O17031258,S5263115,2025-07-30,56.2
O73326691,S616534943,2025-06-09,43.37
O3657762,S742016709,2025-07-09,129.87
O78156346,S163138399,2025-07-27,101.27
O94565033,S529698151,2025-07-29,106.22
O78526068,S237816194,2025-08-11,106.88
O29683088,S755355582,2025-08-03,133.69
O79717150,S600351135,2025-07-09,80.35
O61719227,S104091868,2025-05-24,126.25
O15784732,S608906831,2025-08-10,124.79
O11044502,S361948112,2025-07-27,100.21
O24591957,S976522906,2025-06-02,102.96
O29277554,S293100458,2025-06-08,65.68
O24679697,S15121884,2025-06-22,106.92
O42490614,S242103691,2025-07-31,70.61
O45642256,S356425443,2025-08-05,50.02
O82041602,S67556648,2025-07-01,25.63
O32240130,S248309870,2025-07-11,127.03
O67163144,S103178103,2025-06-01,99.97
O35518611,S850976428,2025-06-24,66.11
O78191768,S987450425,2025-05-30,97.25
O29620236,S362053799,2025-07-22,97.43
O18834272,S916385906,2025-07-04,107.66
O29644957,S298568067,2025-07-12,59.06
O2938933,S394699998,2025-07-20,83.48
O16169075,S14416367,2025-08-06,56.5
O68121762,S348998082,2025-05-31,54.77
O72980252,S260201816,2025-06-26,70.46
O49934249,S135393077,2025-07-13,89.73
O61903703,S945388244,2025-08-10,41.13
O58685261,S806774169,2025-06-04,57.81
O73828535,S433615753,2025-08-10,107.03
O8580606,S76724792,2025-06-18,106.51
O27673231,S225002321,2025-06-14,110.37
O83775949,S76060530,2025-05-28,60.89
O69531641,S483173332,2025-06-03,90.32
O91916613,S978285370,2025-08-05,110.71
O81326516,S247113909,2025-06-05,40.55
O92903187,S545541792,2025-06-05,63.43
O64641649,S160219609,2025-05-28,91.91
O32772103,S648690308,2025-06-11,116.27
O44154327,S193144848,2025-05-23,123.73
O76526848,S593338516,2025-08-01,103.84
O37733753,S124957508,2025-07-07,119.18
O53154261,S561393415,2025-07-03,96.11
O318704,S972555613,2025-08-06,106.18
O4737334,S669736598,2025-06-25,119.8
O45744580,S410318512,2025-07-27,98.47
O7417090,S559860645,2025-07-01,123.08
O83479737,S617057824,2025-06-30,103.17
O72802629,S461158406,2025-07-07,117.51
O39952095,S92436651,2025-06-24,105.02
O26780006,S542523484,2025-07-19,106.69
O83187454,S811058659,2025-05-23,82.47
O46437287,S941854822,2025-06-10,15.0
O39926041,S139711558,2025-08-23,106.54
O23768967,S752555943,2025-07-12,98.91
O53069196,S922880615,2025-06-08,103.93
O91035022,S297046358,2025-06-05,122.5
O51423097,S772152978,2025-07-26,102.5
O48359571,S518441628,2025-07-11,102.82
O91769283,S576670464,2025-07-22,92.01
O3618217,S399509662,2025-07-24,96.66
O14973660,S246903598,2025-06-05,99.81
O51004128,S733905647,2025-07-27,125.16
O75967063,S859588660,2025-06-05,144.4
O98784667,S268163085,2025-06-11,123.84
O59452806,S463038598,2025-05-29,86.76
O43061274,S875061030,2025-06-04,89.49
O18147820,S435062352,2025-07-25,53.13
O12093107,S443710359,2025-07-28,84.17
O22365159,S541311636,2025-05-21,142.23
O52686279,S346213776,2025-05-24,66.67
O97677181,S153815560,2025-06-22,67.89
O90966935,S698603472,2025-06-20,94.68
O57703147,S97409937,2025-07-10,118.97
O50062287,S523062838,2025-07-09,76.93
O28138457,S997413335,2025-07-03,96.13
O84265098,S462894138,2025-05-28,57.85
O3685362,S902011125,2025-08-15,118.25
O37412262,S139828348,2025-05-20,88.08
O39692784,S662049676,2025-05-23,46.38
O14356689,S831000118,2025-05-31,53.87
O39839636,S179338264,2025-06-04,75.61
O7984452,S185047772,2025-05-27,92.49
O83809274,S26228433,2025-06-30,59.68
O82742697,S541752037,2025-05-22,58.91
O59045599,S687279831,2025-07-20,123.83
O39856517,S593540689,2025-07-02,113.99
O35641377,S834127788,2025-06-15,165.79
O17842509,S194253601,2025-07-13,127.38
O91501483,S864462396,2025-06-14,87.88
O72636315,S774195901,2025-07-16,123.24
O12969661,S310643970,2025-08-03,123.79
O16695066,S41413979,2025-08-07,100.57
O30338638,S329585890,2025-08-05,123.15
O33542793,S89777674,2025-06-22,144.87
O96405046,S56284999,2025-08-16,102.65
O34860065,S253952487,2025-07-01,100.69
O81978722,S448044459,2025-08-07,97.49
O6568020,S180750722,2025-06-12,87.3
O28955803,S476398510,2025-08-05,100.57
O5922393,S144128046,2025-08-07,113.6
O41348032,S360608325,2025-08-20,78.62
O1566320,S124552953,2025-08-03,80.15
O6613197,S284513693,2025-06-14,120.36
O69595183,S289466564,2025-07-11,54.8
O23208870,S388363379,2025-08-12,42.47
O68535282,S138305387,2025-07-30,90.14
O79224955,S609816741,2025-08-05,128.77
O24156596,S137041462,2025-07-26,117.63
O80072524,S818889430,2025-06-10,61.83
O34416250,S55784102,2025-08-11,98.64
O57238611,S54944829,2025-08-20,93.82
O85502817,S547054360,2025-06-29,94.1
O11421784,S576820529,2025-07-21,67.46
O3861899,S868861483,2025-08-06,141.12
O27156026,S975685722,2025-08-15,72.07
O28598413,S353162438,2025-06-06,112.69
O69759640,S523997425,2025-05-30,100.07
O76963396,S284672464,2025-06-03,76.85
O43345443,S549285424,2025-07-23,110.69
O52329397,S250619304,2025-06-28,110.03
O20953952,S866046779,2025-07-29,84.73
O80688170,S792017785,2025-07-21,68.27
O47629309,S918866263,2025-08-19,52.81
O3911399,S31421307,2025-05-31,76.37
O20694549,S541522544,2025-07-17,62.46
O97993882,S547316484,2025-08-02,87.08
O44976986,S676749285,2025-07-27,15.0
O40149678,S496584140,2025-06-20,83.17
O8570907,S158590716,2025-06-21,55.46
O52039311,S487991978,2025-06-20,150.22
O54370216,S980052426,2025-08-04,78.04
O26058892,S4514488,2025-05-23,53.64
O6586891,S30374596,2025-07-12,80.09
O2894569,S235058719,2025-07-07,112.98
O43533353,S364236941,2025-07-19,83.07
O67614383,S613526714,2025-06-27,92.47
O74781470,S561645384,2025-08-13,98.43
O43987768,S35760061,2025-05-18,76.28
O40662491,S525040145,2025-05-28,96.78
O2948597,S635737667,2025-06-02,82.02
O74928152,S357387820,2025-08-12,83.71
O50138223,S874708534,2025-08-13,123.11
O31445668,S51866804,2025-08-07,67.76
O11800713,S129095888,2025-07-06,112.38
O66938340,S782746426,2025-07-13,106.61
O26245168,S634674808,2025-06-22,117.0
O31784266,S464140608,2025-05-23,141.26
O27889680,S951373731,2025-05-30,131.79
O1442832,S327215514,2025-08-18,139.13
O34297971,S481756579,2025-07-10,132.71
O36108657,S320369730,2025-07-11,88.41
O9308270,S920874521,2025-07-12,60.0
O93853163,S449783748,2025-05-31,46.23
O92798813,S224615059,2025-08-09,120.49
O19537418,S549152962,2025-06-07,96.75
O13883590,S664313214,2025-07-27,139.84
O16048969,S888158467,2025-06-24,73.52
O38378588,S165959338,2025-07-14,95.73
O6834362,S943182720,2025-07-08,80.18
O5043113,S263431400,2025-06-13,84.5
O48483311,S216219506,2025-08-14,147.58
O10355716,S580459040,2025-06-09,118.54
O25982368,S274260822,2025-08-21,93.7
O30780488,S135867263,2025-06-08,69.65
O30770456,S857680261,2025-06-03,75.12
O7018311,S268609777,2025-05-25,125.33
O4065892,S520325852,2025-06-13,80.38
O80500683,S288007903,2025-07-05,123.37
O43588588,S142891863,2025-08-09,75.77
O17051456,S589102679,2025-06-14,127.44
O39699124,S616944830,2025-07-21,104.35
O12535508,S809835037,2025-06-01,64.78
O58184999,S597957081,2025-06-08,76.78
O99289737,S554497277,2025-06-25,87.91
O53526713,S375674739,2025-08-09,83.53
O82855025,S20457820,2025-08-12,109.94
O33747584,S477990685,2025-07-26,71.04
O67166512,S894259739,2025-08-08,86.54
O1575758,S846998172,2025-08-11,123.75
O54911324,S439447368,2025-07-17,119.52
O20503668,S419011700,2025-06-15,97.85
O48288355,S889601772,2025-06-30,111.76
O21659084,S467482723,2025-06-14,88.75
O30418645,S595378949,2025-06-06,106.39
O55862801,S282764744,2025-06-13,86.4
O53591975,S743657045,2025-07-27,128.23
O48188707,S958460003,2025-07-04,90.58
O76812840,S965238899,2025-07-30,95.64
O63284106,S228225867,2025-07-19,78.65
O6392708,S440526584,2025-08-10,103.66
O90073611,S925981222,2025-06-02,82.22
O3881139,S79578728,2025-08-15,52.3
O55260059,S605091769,2025-08-12,88.12
O24063582,S461901320,2025-05-25,112.97
O22671208,S348824302,2025-05-27,135.03
O92855900,S643002011,2025-06-13,86.45
O26903507,S256311423,2025-06-15,107.39
O67323426,S501746325,2025-06-29,101.19
O96162418,S744157246,2025-07-04,97.69
O44433728,S167086589,2025-06-09,51.36
O44702427,S930100694,2025-05-21,164.22
O92375481,S378714753,2025-07-08,97.32
O92258107,S463234913,2025-06-12,65.91
O39009389,S167034485,2025-07-31,102.0
O9740921,S226375522,2025-06-25,59.93
O77341802,S84094169,2025-07-11,121.75
O97619023,S241989149,2025-06-18,106.57
O3421735,S838596114,2025-07-10,146.16
O40835995,S695475882,2025-05-23,115.93
O47940398,S848376671,2025-06-28,54.72
O78240376,S738662720,2025-06-03,101.89
O58276038,S453541034,2025-08-05,41.55
O13822807,S792721912,2025-06-25,90.16
O96404716,S425309903,2025-05-26,124.58
O2439487,S732015003,2025-06-21,52.89
O78927411,S252119079,2025-08-07,123.84
O13828090,S773183152,2025-07-27,59.1
O81525389,S195544311,2025-05-18,129.8
O61490563,S883838872,2025-06-29,56.07
O69588598,S176152309,2025-06-12,48.53
O70823100,S831137469,2025-06-29,97.92
O10194243,S156102626,2025-06-12,78.57
O81840643,S991611055,2025-07-15,123.9
O89967959,S103899549,2025-08-04,53.54
O47233621,S207481968,2025-07-04,100.21
O82323449,S678442820,2025-06-29,88.12
O88771739,S597787515,2025-05-20,86.61
O84673288,S671596560,2025-07-13,69.37
O75825822,S382030298,2025-07-06,124.17
O4305342,S174453931,2025-07-30,101.76
O7081719,S159459426,2025-06-03,15.0
O37644625,S263484252,2025-08-06,66.75
O56869327,S962068315,2025-05-26,56.18
O20595869,S444147918,2025-08-08,115.24
O7091551,S670600998,2025-08-12,165.94
O67018854,S330703234,2025-07-09,124.88
O41602867,S857322044,2025-06-02,91.23
O39063490,S14389500,2025-05-20,133.87
O58203076,S694542281,2025-08-07,152.73
O4554989,S965002991,2025-05-19,98.22
O30726160,S208687602,2025-08-09,126.73
O60251373,S186464745,2025-05-26,111.54
O25746626,S819876163,2025-07-23,115.23
O89976566,S653422233,2025-06-13,116.82
O62660022,S656566594,2025-06-18,62.77
O77803410,S211374107,2025-06-27,101.28
O51974773,S957701424,2025-06-24,82.08
O17033258,S208238608,2025-05-29,115.97
O7044058,S242440417,2025-07-08,138.51
O85968833,S200070015,2025-05-25,48.46
O17174460,S810173779,2025-07-13,152.2
O2299037,S430078062,2025-05-31,97.12
O78145670,S635487916,2025-05-24,91.81
O89399207,S991357522,2025-06-02,113.57
O8880007,S146365901,2025-06-10,56.88
O72772847,S182972041,2025-06-14,97.09
O82690452,S89523723,2025-05-27,141.41
O37457483,S513271656,2025-07-05,100.64
O73981052,S851369971,2025-06-23,108.39
O47515962,S841666512,2025-06-26,129.12
O98001891,S362413332,2025-07-22,107.09
O40979745,S29871976,2025-06-09,115.78
O99890313,S360075716,2025-05-29,96.12
O49170912,S853296066,2025-07-18,67.44
O65422259,S885037027,2025-08-07,89.82
O64379204,S894882629,2025-07-05,123.37
O57345385,S490474225,2025-06-11,78.4
O46738431,S177404101,2025-07-19,59.43
O27157585,S284688459,2025-07-21,120.76
O76161006,S6981662,2025-08-04,89.46
O14514663,S39296451,2025-05-30,78.53
O2115617,S463251625,2025-06-28,58.54
O95372154,S320062550,2025-06-04,89.42
O93226578,S810920943,2025-06-07,125.88
O32927099,S576072472,2025-08-12,70.38
O85851895,S138028108,2025-06-15,122.07
O58987542,S540393753,2025-08-03,108.82
O97308270,S623887516,2025-07-08,92.32
O35316668,S618343157,2025-05-19,111.07
O78362551,S904278483,2025-06-06,108.09
O3952786,S849160659,2025-08-16,82.69
O22082890,S181758152,2025-07-30,54.51
O69713682,S435442397,2025-06-22,121.62
O70213795,S617982875,2025-06-25,95.81
O40882293,S946100784,2025-08-20,88.7
O9502110,S236780121,2025-08-05,80.6
O36201524,S676265077,2025-08-09,101.16
O31264833,S708255564,2025-06-15,77.23
O18413032,S660474873,2025-06-16,42.56
O53136161,S950337469,2025-06-25,92.75
O15917894,S507761895,2025-06-28,78.82
O60672613,S44647258,2025-06-26,114.02
O22524212,S18920410,2025-06-12,115.83
O93666536,S268135011,2025-07-15,106.62
O60865706,S465284055,2025-08-14,76.29
O37967832,S526504051,2025-08-03,114.86
O37418321,S890039812,2025-08-07,132.35
O56805571,S664847540,2025-06-18,120.71
O44929707,S81505228,2025-07-29,70.85
O24411027,S350750356,2025-07-03,91.5
O82213321,S131696761,2025-06-12,130.28
O62944917,S204411797,2025-06-05,105.54
O86287341,S443231553,2025-05-18,123.21
O14830167,S391909308,2025-08-08,120.0
O73103098,S76657290,2025-08-04,127.45
O4693115,S787953978,2025-06-12,78.35
O22387909,S411855577,2025-06-06,95.38
O60809275,S153775120,2025-06-11,101.87
O33794251,S564757331,2025-07-11,114.69
O4449368,S16840140,2025-05-30,84.5
O17458697,S707158635,2025-06-24,76.96
O62596125,S506048165,2025-07-27,82.67
O21475270,S982041488,2025-06-07,97.87
O40539520,S838652997,2025-07-14,106.47
O55185511,S239654910,2025-07-18,113.28
O80479685,S381877453,2025-08-08,76.39
O37265723,S558348314,2025-07-03,76.71
O40411573,S636057257,2025-07-01,116.95
O78483087,S702405467,2025-07-05,51.38
O3595455,S927012892,2025-08-01,144.01
O51360550,S374729636,2025-07-25,127.19
O50203357,S441998420,2025-06-12,96.94
O88001382,S51870566,2025-06-22,99.21
O20058008,S349778410,2025-06-15,81.73
O66429680,S680837231,2025-07-31,66.55
O57538230,S456937316,2025-06-22,81.69
O46281124,S617798272,2025-08-09,108.13
O93801311,S878420588,2025-06-13,119.11
O57584233,S84069158,2025-07-08,74.6
O35867123,S454333514,2025-07-17,88.23
O8017434,S563877332,2025-07-23,128.21
O51676658,S846970999,2025-06-28,81.47
O44057207,S519748701,2025-07-06,82.21
O69166615,S973207867,2025-08-14,90.64
O63237703,S177489691,2025-05-24,107.55
O73047660,S148526333,2025-07-20,67.22
O37624193,S427287014,2025-05-27,116.3
O34423514,S644893191,2025-06-13,65.01
O17315697,S115289748,2025-07-08,92.54
O54590726,S782080494,2025-07-11,56.44
O22259601,S725456504,2025-07-21,105.91
O18791260,S835364796,2025-08-10,80.77
O92763413,S610063431,2025-07-18,104.72
O97017412,S813763382,2025-08-30,88.21
O38439834,S558649537,2025-07-14,79.57
O3443383,S739639688,2025-07-22,98.52
O71056381,S632889396,2025-07-23,77.04
O52209253,S677888759,2025-07-08,126.95
O33841260,S912002414,2025-07-11,49.83
O92498429,S945369846,2025-07-24,158.71
O56081067,S359942690,2025-07-09,98.92
O92857961,S711492268,2025-07-20,124.13
O91428360,S214389552,2025-07-10,115.65
O47243003,S899325453,2025-07-24,113.04
O15879666,S882695568,2025-06-21,100.97
O75159959,S640767851,2025-06-07,64.8
O4912700,S319055358,2025-05-18,80.02
O22231661,S308532887,2025-05-20,100.55
