session_id,user_id,ts_iso,utm_source,device,pages
S68715452,U104848,2025-07-25T06:00:00,social,mobile,3
S524327029,U104849,2025-06-11T01:00:00,search,mobile,5
S836154437,U104850,2025-07-06T22:00:00,search,desktop,1
S529041007,U104851,2025-08-13T22:00:00,search,desktop,2
S595019188,U104851,2025-08-16T18:00:00,direct,desktop,4
S336409005,U104852,2025-06-22T10:00:00,display,mobile,5
S490864957,U104853,2025-07-22T23:00:00,display,tablet,7
S284056993,U104853,2025-07-25T08:00:00,direct,mobile,4
S157785234,U104853,2025-07-28T10:00:00,email,desktop,1
S992096270,U104854,2025-06-04T01:00:00,email,desktop,3
S292539667,U104854,2025-06-08T19:00:00,social,desktop,3
S523062838,U104855,2025-07-09T07:00:00,search,desktop,6
S23080610,U104855,2025-07-17T15:00:00,search,desktop,1
S475917050,U104855,2025-07-26T01:00:00,search,desktop,5
S320367244,U104856,2025-07-22T04:00:00,direct,desktop,3
S693582227,U104856,2025-07-30T13:00:00,social,desktop,3
S912397128,U104856,2025-08-07T14:00:00,social,mobile,1
S658379289,U104857,2025-07-03T06:00:00,display,mobile,1
S374991158,U104858,2025-07-14T10:00:00,social,desktop,3
S208679786,U104858,2025-07-23T07:00:00,search,mobile,4
S100430043,U104858,2025-08-01T12:00:00,social,mobile,3
S263111071,U104859,2025-07-13T07:00:00,search,mobile,1
S137240060,U104859,2025-07-14T03:00:00,display,mobile,2
S250714448,U104860,2025-07-25T23:00:00,email,mobile,5
S458545316,U104861,2025-05-25T01:00:00,search,desktop,4
S698587063,U104861,2025-05-27T02:00:00,search,mobile,3
S532173831,U104862,2025-07-05T16:00:00,search,mobile,2
S36252736,U104862,2025-07-10T04:00:00,search,mobile,6
S657789984,U104863,2025-06-25T16:00:00,search,desktop,5
S503673272,U104864,2025-06-26T03:00:00,display,mobile,9
S897010844,U104865,2025-07-27T14:00:00,display,desktop,3
S435438371,U104865,2025-07-31T18:00:00,direct,desktop,7
S284348452,U104865,2025-08-09T23:00:00,search,desktop,1
S877292766,U104866,2025-06-02T02:00:00,search,mobile,2
S162077098,U104866,2025-06-03T07:00:00,search,desktop,2
S260537984,U104866,2025-06-08T04:00:00,social,mobile,3
S997413335,U104867,2025-07-03T09:00:00,search,desktop,3
S462894138,U104868,2025-05-28T12:00:00,social,mobile,4
S740405724,U104868,2025-05-30T00:00:00,search,mobile,5
S217987185,U104868,2025-06-08T15:00:00,display,desktop,4
S38426246,U104869,2025-06-13T21:00:00,display,mobile,8
S496436281,U104870,2025-07-15T04:00:00,direct,desktop,4
S334373337,U104871,2025-05-24T07:00:00,display,mobile,5
S902011125,U104872,2025-08-15T14:00:00,search,mobile,1
S731089868,U104872,2025-08-18T02:00:00,search,mobile,4
S290831900,U104872,2025-08-25T00:00:00,search,desktop,4
S627269188,U104873,2025-07-06T06:00:00,social,mobile,3
S584339250,U104873,2025-07-08T17:00:00,search,mobile,7
S253329326,U104873,2025-07-14T19:00:00,search,desktop,2
S139828348,U104874,2025-05-20T11:00:00,search,desktop,5
S551773497,U104874,2025-05-24T23:00:00,social,desktop,3
S53322874,U104875,2025-05-22T07:00:00,display,mobile,6
S662049676,U104875,2025-05-23T07:00:00,email,mobile,4
S831000118,U104876,2025-05-31T20:00:00,direct,mobile,2
S179338264,U104876,2025-06-04T09:00:00,search,desktop,3
S828696917,U104877,2025-06-14T17:00:00,search,mobile,1
S831795805,U104877,2025-06-20T21:00:00,search,mobile,3
S242084391,U104878,2025-06-16T09:00:00,search,mobile,6
S578270282,U104878,2025-06-24T07:00:00,direct,mobile,2
S319531835,U104878,2025-06-30T08:00:00,social,desktop,1
S185047772,U104879,2025-05-27T01:00:00,social,desktop,7
S558911770,U104879,2025-05-30T01:00:00,display,mobile,2
S6135890,U104880,2025-07-05T06:00:00,direct,desktop,1
S544034804,U104880,2025-07-11T00:00:00,display,mobile,5
S466875053,U104880,2025-07-17T04:00:00,social,desktop,4
S636590405,U104881,2025-06-14T04:00:00,email,desktop,5
S152899363,U104882,2025-08-08T09:00:00,display,desktop,1
S128650829,U104883,2025-06-04T11:00:00,social,desktop,3
S716642788,U104883,2025-06-08T21:00:00,search,mobile,4
S54540601,U104883,2025-06-12T06:00:00,email,desktop,3
S26228433,U104884,2025-06-30T18:00:00,email,mobile,1
S374412204,U104884,2025-07-06T11:00:00,display,desktop,1
S802506958,U104885,2025-07-25T05:00:00,direct,mobile,4
S545847843,U104886,2025-08-04T05:00:00,social,desktop,4
S541752037,U104887,2025-05-22T04:00:00,social,mobile,1
S125685285,U104888,2025-07-19T16:00:00,social,mobile,3
S687279831,U104888,2025-07-20T23:00:00,direct,mobile,5
S459641552,U104888,2025-07-25T00:00:00,email,desktop,2
S732480855,U104889,2025-08-08T15:00:00,social,tablet,2
S590520723,U104890,2025-06-09T02:00:00,social,mobile,8
S237560187,U104890,2025-06-18T03:00:00,social,desktop,5
S694223945,U104890,2025-06-19T14:00:00,email,mobile,3
S118281991,U104891,2025-06-22T21:00:00,direct,mobile,4
S123175877,U104891,2025-06-30T01:00:00,search,mobile,1
S593540689,U104891,2025-07-02T03:00:00,social,tablet,1
S834127788,U104892,2025-06-15T20:00:00,social,tablet,5
S732668912,U104893,2025-07-01T20:00:00,direct,desktop,1
S539158057,U104893,2025-07-04T00:00:00,search,desktop,6
S194253601,U104893,2025-07-13T00:00:00,social,desktop,2
S503188138,U104894,2025-07-28T13:00:00,search,mobile,4
S83420192,U104895,2025-06-17T00:00:00,search,mobile,1
S48757966,U104895,2025-06-21T18:00:00,search,desktop,9
S354326120,U104895,2025-06-22T02:00:00,social,desktop,5
S864462396,U104896,2025-06-14T12:00:00,search,mobile,3
S615780767,U104897,2025-07-14T23:00:00,display,tablet,3
S774195901,U104897,2025-07-16T20:00:00,social,mobile,4
S922688914,U104897,2025-07-23T11:00:00,direct,mobile,3
S725845511,U104898,2025-06-29T00:00:00,email,mobile,4
S310643970,U104899,2025-08-03T20:00:00,search,desktop,1
S964826720,U104899,2025-08-04T07:00:00,display,desktop,6
S3022776,U104900,2025-06-09T09:00:00,email,desktop,6
S545269537,U104901,2025-05-21T03:00:00,social,desktop,1
S724446203,U104901,2025-05-28T21:00:00,display,mobile,3
S672248792,U104902,2025-05-30T06:00:00,email,mobile,4
S821556873,U104903,2025-08-05T23:00:00,social,mobile,1
S41413979,U104903,2025-08-07T14:00:00,display,desktop,5
S370833126,U104903,2025-08-11T02:00:00,display,mobile,1
S79035779,U104904,2025-06-22T15:00:00,direct,desktop,3
S498612914,U104904,2025-06-23T18:00:00,social,tablet,4
S329585890,U104905,2025-08-05T19:00:00,social,desktop,2
S458676733,U104906,2025-06-29T16:00:00,search,tablet,2
S247649078,U104906,2025-07-08T14:00:00,search,mobile,2
S894624587,U104906,2025-07-16T12:00:00,display,mobile,3
S177846516,U104907,2025-07-09T05:00:00,direct,desktop,2
S883102257,U104907,2025-07-10T17:00:00,search,mobile,1
S9792086,U104908,2025-06-12T02:00:00,social,desktop,1
S603766218,U104908,2025-06-15T00:00:00,search,mobile,2
S89777674,U104908,2025-06-22T10:00:00,display,tablet,6
S500728220,U104909,2025-07-30T13:00:00,social,mobile,1
S467824550,U104910,2025-08-11T22:00:00,social,mobile,1
S961720344,U104910,2025-08-12T06:00:00,direct,mobile,3
S56284999,U104910,2025-08-16T10:00:00,search,desktop,3
S160748146,U104911,2025-07-30T17:00:00,email,mobile,4
S592806082,U104911,2025-08-04T18:00:00,search,mobile,1
S253952487,U104912,2025-07-01T20:00:00,search,desktop,4
S992702374,U104913,2025-08-10T12:00:00,direct,tablet,5
S202727882,U104913,2025-08-11T02:00:00,social,mobile,5
S448044459,U104914,2025-08-07T02:00:00,search,desktop,3
S8938325,U104914,2025-08-15T23:00:00,search,desktop,6
S180750722,U104915,2025-06-12T16:00:00,search,mobile,3
S783363750,U104916,2025-08-01T22:00:00,email,mobile,3
S476398510,U104916,2025-08-05T05:00:00,email,mobile,4
S27803111,U104916,2025-08-10T22:00:00,search,mobile,4
S227005416,U104917,2025-06-16T03:00:00,search,mobile,4
S187494665,U104917,2025-06-22T20:00:00,search,mobile,5
S548986157,U104917,2025-06-23T19:00:00,direct,mobile,1
S216690106,U104918,2025-06-05T12:00:00,display,mobile,2
S886650319,U104918,2025-06-10T19:00:00,search,mobile,5
S154523978,U104918,2025-06-14T05:00:00,search,tablet,4
S254858835,U104919,2025-07-30T02:00:00,display,mobile,1
S739959575,U104919,2025-08-06T21:00:00,social,desktop,3
S964636641,U104920,2025-07-11T14:00:00,search,mobile,2
S273249716,U104920,2025-07-18T05:00:00,search,mobile,1
S649716758,U104921,2025-07-21T00:00:00,search,mobile,3
S144128046,U104922,2025-08-07T21:00:00,social,mobile,3
S134459362,U104922,2025-08-12T08:00:00,display,desktop,5
S401120350,U104922,2025-08-14T17:00:00,search,desktop,2
S149586418,U104923,2025-07-09T18:00:00,search,mobile,6
S948205872,U104924,2025-08-14T13:00:00,social,mobile,6
S394312406,U104924,2025-08-15T07:00:00,display,mobile,6
S360608325,U104924,2025-08-20T14:00:00,social,desktop,4
S402626701,U104925,2025-08-04T16:00:00,search,desktop,3
S429780641,U104925,2025-08-11T04:00:00,search,mobile,4
S124552953,U104926,2025-08-03T14:00:00,social,mobile,8
S336149367,U104926,2025-08-04T20:00:00,email,mobile,4
S633431388,U104926,2025-08-11T23:00:00,search,mobile,7
S22236347,U104927,2025-08-05T15:00:00,social,mobile,1
S49380805,U104928,2025-07-12T18:00:00,email,desktop,6
S284513693,U104929,2025-06-14T14:00:00,email,mobile,3
S372969991,U104930,2025-06-29T18:00:00,direct,mobile,3
S604925148,U104930,2025-07-06T10:00:00,social,mobile,6
S811553797,U104931,2025-07-07T07:00:00,search,desktop,2
S289466564,U104931,2025-07-11T13:00:00,direct,mobile,1
S522666882,U104932,2025-06-16T11:00:00,direct,mobile,1
S388363379,U104933,2025-08-12T20:00:00,email,mobile,1
S187847969,U104934,2025-07-06T20:00:00,search,mobile,3
S673877531,U104935,2025-05-27T12:00:00,social,mobile,3
S856122285,U104935,2025-06-05T21:00:00,display,mobile,8
S138305387,U104936,2025-07-30T14:00:00,search,mobile,6
S60292985,U104936,2025-07-31T03:00:00,search,mobile,3
S717952417,U104937,2025-07-25T10:00:00,search,mobile,4
S745343958,U104937,2025-08-02T14:00:00,email,mobile,4
S609816741,U104937,2025-08-05T05:00:00,display,mobile,2
S25211304,U104938,2025-07-21T10:00:00,social,mobile,1
S137041462,U104938,2025-07-26T13:00:00,display,desktop,3
S954142382,U104939,2025-06-17T20:00:00,direct,mobile,6
S15211681,U104940,2025-05-31T06:00:00,search,mobile,5
S820800395,U104940,2025-06-05T14:00:00,social,desktop,4
S167484850,U104941,2025-05-29T06:00:00,direct,mobile,4
S316521874,U104941,2025-06-04T17:00:00,email,mobile,4
S19035976,U104942,2025-07-24T08:00:00,search,mobile,7
S974352585,U104942,2025-08-01T13:00:00,direct,desktop,1
S444759311,U104943,2025-08-11T16:00:00,email,mobile,2
S901154929,U104943,2025-08-16T22:00:00,direct,mobile,7
S95728457,U104943,2025-08-22T00:00:00,social,mobile,1
S85753165,U104944,2025-07-21T22:00:00,social,mobile,2
S925209846,U104945,2025-06-21T22:00:00,direct,mobile,3
S172322939,U104945,2025-06-23T02:00:00,social,mobile,3
S511620849,U104946,2025-07-20T03:00:00,search,mobile,2
S92334264,U104947,2025-08-04T13:00:00,search,mobile,2
S224804645,U104947,2025-08-11T21:00:00,social,mobile,1
S749454644,U104948,2025-06-21T01:00:00,search,desktop,6
S313990469,U104949,2025-07-25T20:00:00,search,desktop,3
S818889430,U104950,2025-06-10T19:00:00,social,desktop,5
S229803200,U104951,2025-06-16T12:00:00,direct,mobile,1
S452894202,U104951,2025-06-24T07:00:00,social,mobile,2
S3995561,U104952,2025-07-06T09:00:00,email,mobile,2
S129409559,U104952,2025-07-09T02:00:00,search,mobile,5
S988104154,U104953,2025-05-31T15:00:00,search,tablet,5
S969044911,U104954,2025-08-09T18:00:00,search,desktop,1
S55784102,U104954,2025-08-11T23:00:00,search,mobile,4
S54944829,U104954,2025-08-20T09:00:00,social,mobile,2
S215166607,U104955,2025-08-15T08:00:00,direct,mobile,7
S882336720,U104956,2025-06-08T20:00:00,social,mobile,3
S648819791,U104956,2025-06-12T01:00:00,display,mobile,2
S271942878,U104956,2025-06-19T15:00:00,social,desktop,7
S672848576,U104957,2025-05-23T04:00:00,social,mobile,4
S932856898,U104957,2025-05-29T11:00:00,display,mobile,2
S824763775,U104957,2025-06-04T14:00:00,direct,desktop,2
S608621301,U104958,2025-05-19T06:00:00,search,mobile,8
S450617822,U104959,2025-07-23T13:00:00,direct,mobile,2
S629888746,U104960,2025-07-04T20:00:00,search,mobile,1
S862807705,U104960,2025-07-12T11:00:00,social,desktop,3
S391853100,U104961,2025-06-30T14:00:00,search,tablet,4
S830731343,U104962,2025-05-28T09:00:00,social,mobile,1
S310816273,U104963,2025-05-23T03:00:00,display,mobile,1
S892046473,U104964,2025-05-25T18:00:00,direct,desktop,1
S254504263,U104964,2025-06-03T11:00:00,social,mobile,5
S965588750,U104965,2025-07-26T19:00:00,search,desktop,3
S925697077,U104965,2025-07-28T11:00:00,social,desktop,5
S458900175,U104965,2025-08-03T23:00:00,search,desktop,5
S331717092,U104966,2025-07-11T22:00:00,email,mobile,3
S124516973,U104966,2025-07-18T21:00:00,social,mobile,6
S760335842,U104967,2025-06-16T10:00:00,search,desktop,4
S404672640,U104967,2025-06-25T05:00:00,social,mobile,5
S547054360,U104967,2025-06-29T17:00:00,search,desktop,4
S824084084,U104968,2025-07-12T23:00:00,search,mobile,4
S18980747,U104969,2025-08-09T08:00:00,social,desktop,1
S353763038,U104969,2025-08-10T04:00:00,social,mobile,6
S844677933,U104970,2025-07-08T00:00:00,search,mobile,3
S543929774,U104971,2025-06-17T08:00:00,direct,desktop,1
S945698499,U104972,2025-06-28T14:00:00,search,desktop,11
S45333617,U104972,2025-07-07T12:00:00,display,mobile,6
S365423609,U104972,2025-07-15T22:00:00,search,mobile,4
S516881982,U104973,2025-07-14T13:00:00,search,mobile,6
S576820529,U104973,2025-07-21T13:00:00,social,desktop,5
S540371738,U104974,2025-05-19T15:00:00,email,mobile,4
S774227892,U104974,2025-05-20T07:00:00,email,desktop,6
S529317186,U104975,2025-08-07T23:00:00,search,mobile,4
S242208852,U104975,2025-08-16T14:00:00,direct,tablet,3
S868861483,U104976,2025-08-06T17:00:00,display,mobile,6
S119350099,U104976,2025-08-08T13:00:00,search,desktop,5
S300988428,U104976,2025-08-16T22:00:00,email,desktop,5
S284968935,U104977,2025-07-13T01:00:00,search,desktop,3
S13921535,U104977,2025-07-19T02:00:00,search,desktop,2
S458136633,U104978,2025-08-09T13:00:00,display,mobile,3
S975685722,U104978,2025-08-15T13:00:00,search,mobile,5
S635481607,U104979,2025-06-16T22:00:00,social,mobile,5
S874846,U104979,2025-06-17T07:00:00,search,mobile,3
S372495308,U104980,2025-07-28T20:00:00,search,desktop,6
S762165803,U104980,2025-07-29T07:00:00,search,desktop,1
S252708347,U104980,2025-08-06T23:00:00,display,desktop,5
S733396862,U104981,2025-06-02T21:00:00,search,desktop,6
S353162438,U104981,2025-06-06T01:00:00,direct,mobile,5
S86114157,U104981,2025-06-12T09:00:00,social,mobile,2
S858747249,U104982,2025-05-21T12:00:00,social,mobile,6
S170097621,U104982,2025-05-22T11:00:00,search,mobile,3
S973099583,U104983,2025-06-17T22:00:00,display,mobile,3
S263130997,U104983,2025-06-26T20:00:00,search,desktop,4
S124132716,U104983,2025-07-01T06:00:00,search,mobile,8
S304805661,U104984,2025-07-25T12:00:00,direct,mobile,3
S204903761,U104984,2025-07-26T11:00:00,search,mobile,2
S787736938,U104985,2025-06-14T09:00:00,search,mobile,5
S79697738,U104985,2025-06-23T00:00:00,search,desktop,6
S521787947,U104986,2025-08-15T16:00:00,social,mobile,2
S900432887,U104986,2025-08-24T11:00:00,search,desktop,4
S211542477,U104987,2025-07-27T09:00:00,direct,desktop,5
S523997425,U104988,2025-05-30T04:00:00,social,mobile,3
S284672464,U104988,2025-06-03T06:00:00,search,mobile,4
S579611880,U104989,2025-07-13T08:00:00,direct,desktop,1
S936239363,U104989,2025-07-17T01:00:00,search,tablet,4
S549285424,U104989,2025-07-23T10:00:00,search,mobile,7
S683331683,U104990,2025-06-17T07:00:00,search,mobile,5
S699023608,U104990,2025-06-22T13:00:00,search,mobile,1
S250619304,U104990,2025-06-28T13:00:00,direct,desktop,2
S842312943,U104991,2025-06-13T16:00:00,email,desktop,4
S936214714,U104991,2025-06-20T18:00:00,search,mobile,1
S637940648,U104992,2025-05-26T23:00:00,social,desktop,2
S274745103,U104992,2025-06-04T14:00:00,display,mobile,1
S661001975,U104992,2025-06-12T12:00:00,search,mobile,6
S866046779,U104993,2025-07-29T20:00:00,search,tablet,5
S194179829,U104994,2025-06-30T13:00:00,display,desktop,4
S665776978,U104994,2025-07-09T07:00:00,display,mobile,6
S159943702,U104994,2025-07-17T16:00:00,email,tablet,6
S792017785,U104995,2025-07-21T00:00:00,social,mobile,5
S282810899,U104995,2025-07-27T13:00:00,search,mobile,3
S89398321,U104996,2025-08-13T08:00:00,social,mobile,6
S871852689,U104996,2025-08-16T22:00:00,display,mobile,8
S918866263,U104996,2025-08-19T05:00:00,social,desktop,6
S751697857,U104997,2025-05-23T14:00:00,search,tablet,4
S121311959,U104997,2025-05-25T18:00:00,social,desktop,2
S481274586,U104997,2025-05-28T21:00:00,email,desktop,4
S83192090,U104998,2025-05-26T06:00:00,social,desktop,4
S703005359,U104999,2025-06-29T05:00:00,social,mobile,4
S634525583,U105000,2025-08-11T11:00:00,social,desktop,7
S371410953,U105001,2025-06-15T14:00:00,email,mobile,4
S633219025,U105002,2025-05-24T23:00:00,direct,desktop,3
S31421307,U105002,2025-05-31T18:00:00,social,tablet,4
S847383544,U105003,2025-08-14T13:00:00,social,desktop,5
S894041194,U105004,2025-05-26T04:00:00,search,mobile,3
S820725475,U105005,2025-06-01T06:00:00,social,desktop,4
S361411586,U105005,2025-06-08T04:00:00,display,desktop,2
S998311630,U105006,2025-08-08T23:00:00,display,desktop,1
S541522544,U105007,2025-07-17T15:00:00,email,mobile,1
S205777770,U105007,2025-07-22T15:00:00,social,mobile,7
S671886857,U105008,2025-07-26T05:00:00,social,mobile,5
S547316484,U105008,2025-08-02T19:00:00,display,desktop,4
S202978812,U105009,2025-07-03T22:00:00,direct,mobile,2
S926508303,U105009,2025-07-08T19:00:00,direct,mobile,6
S832098823,U105010,2025-06-12T04:00:00,social,desktop,5
S803394265,U105011,2025-05-20T08:00:00,display,desktop,4
S474290641,U105012,2025-07-31T10:00:00,search,mobile,1
S502283806,U105013,2025-07-02T00:00:00,email,desktop,4
S156844686,U105013,2025-07-08T15:00:00,display,mobile,3
S933958887,U105013,2025-07-14T22:00:00,social,desktop,3
S529576787,U105014,2025-06-07T15:00:00,direct,tablet,3
S256240133,U105014,2025-06-11T01:00:00,email,mobile,5
S481187585,U105015,2025-06-25T07:00:00,direct,desktop,5
S638701213,U105015,2025-07-02T00:00:00,social,mobile,3
S676749285,U105016,2025-07-27T04:00:00,search,tablet,3
S892084379,U105016,2025-08-01T20:00:00,email,mobile,4
S226389005,U105017,2025-05-31T07:00:00,search,desktop,3
S35062976,U105017,2025-06-04T10:00:00,search,desktop,5
S166572163,U105017,2025-06-05T18:00:00,search,mobile,7
S809045017,U105018,2025-05-22T14:00:00,social,desktop,5
S476609371,U105018,2025-05-24T19:00:00,direct,desktop,2
S751640821,U105018,2025-05-30T00:00:00,email,mobile,4
S589794169,U105019,2025-06-13T20:00:00,social,mobile,6
S496584140,U105019,2025-06-20T21:00:00,search,mobile,4
S486107961,U105019,2025-06-25T00:00:00,search,mobile,3
S668110087,U105020,2025-07-18T22:00:00,search,mobile,5
S237762175,U105020,2025-07-20T13:00:00,display,mobile,2
S947081440,U105021,2025-06-08T04:00:00,display,mobile,4
S743656300,U105022,2025-06-30T11:00:00,social,desktop,5
S920600714,U105023,2025-08-02T04:00:00,social,mobile,5
S63311546,U105024,2025-07-16T11:00:00,search,mobile,7
S625507633,U105024,2025-07-21T08:00:00,email,mobile,5
S386103083,U105024,2025-07-23T22:00:00,search,mobile,6
S320107169,U105025,2025-08-01T09:00:00,social,mobile,1
S531773437,U105026,2025-05-22T13:00:00,search,mobile,4
S449285099,U105027,2025-06-14T13:00:00,display,mobile,6
S158590716,U105027,2025-06-21T07:00:00,search,mobile,2
S228385812,U105028,2025-06-14T04:00:00,social,mobile,4
S487991978,U105028,2025-06-20T08:00:00,search,mobile,4
S432275587,U105029,2025-07-30T03:00:00,social,mobile,2
S980052426,U105029,2025-08-04T09:00:00,display,mobile,3
S248723638,U105030,2025-06-12T08:00:00,search,desktop,1
S89008891,U105031,2025-07-30T10:00:00,search,desktop,5
S993589923,U105031,2025-08-08T01:00:00,search,mobile,2
S481260136,U105032,2025-05-20T09:00:00,social,desktop,3
S852544978,U105033,2025-08-15T22:00:00,display,mobile,5
S370425932,U105034,2025-07-31T12:00:00,search,desktop,2
S602568638,U105034,2025-08-08T20:00:00,direct,desktop,6
S414551009,U105035,2025-08-04T07:00:00,search,mobile,4
S4514488,U105036,2025-05-23T16:00:00,direct,desktop,4
S30374596,U105037,2025-07-12T16:00:00,social,mobile,1
S934787116,U105038,2025-06-17T01:00:00,social,tablet,3
S442301888,U105038,2025-06-22T18:00:00,social,desktop,3
S572913495,U105039,2025-07-05T04:00:00,search,mobile,3
S880653744,U105040,2025-06-19T18:00:00,search,mobile,4
S183498459,U105040,2025-06-24T09:00:00,search,mobile,6
S271437089,U105041,2025-07-05T00:00:00,social,mobile,2
S235058719,U105041,2025-07-07T18:00:00,search,desktop,1
S357662437,U105041,2025-07-14T23:00:00,direct,desktop,2
S726497493,U105042,2025-05-31T17:00:00,social,mobile,6
S358746129,U105042,2025-06-07T20:00:00,display,mobile,4
S894628064,U105043,2025-07-29T20:00:00,search,desktop,4
S21159518,U105043,2025-08-01T14:00:00,social,desktop,4
S502982375,U105044,2025-07-04T01:00:00,display,desktop,2
S270188085,U105044,2025-07-05T06:00:00,search,tablet,1
S128912940,U105045,2025-06-10T15:00:00,direct,mobile,2
S364236941,U105046,2025-07-19T11:00:00,email,desktop,6
S74044645,U105046,2025-07-20T07:00:00,email,mobile,5
S116804554,U105047,2025-06-14T17:00:00,search,desktop,2
S838424532,U105048,2025-07-03T14:00:00,direct,mobile,4
S648386480,U105048,2025-07-07T16:00:00,direct,tablet,1
S279015498,U105048,2025-07-10T05:00:00,search,mobile,4
S826050453,U105049,2025-06-16T10:00:00,email,mobile,4
S632615566,U105049,2025-06-18T20:00:00,display,mobile,6
S613526714,U105049,2025-06-27T13:00:00,search,mobile,3
S913375589,U105050,2025-07-26T16:00:00,social,desktop,6
S100958471,U105050,2025-07-30T17:00:00,search,desktop,6
S37288382,U105051,2025-07-25T19:00:00,social,mobile,1
S788565997,U105052,2025-07-21T06:00:00,social,desktop,4
S353620465,U105053,2025-08-12T20:00:00,social,mobile,7
S765516873,U105053,2025-08-18T01:00:00,direct,mobile,3
S973619189,U105054,2025-07-29T07:00:00,social,desktop,4
S178520969,U105054,2025-08-06T21:00:00,email,mobile,1
S561645384,U105054,2025-08-13T21:00:00,social,desktop,7
S35760061,U105055,2025-05-18T22:00:00,search,desktop,1
S272944759,U105055,2025-05-21T11:00:00,search,mobile,4
S271499654,U105056,2025-07-11T19:00:00,social,desktop,6
S773803285,U105057,2025-06-12T09:00:00,email,mobile,3
S334553847,U105058,2025-07-31T16:00:00,direct,mobile,4
S118011761,U105058,2025-08-03T15:00:00,direct,desktop,6
S860858292,U105058,2025-08-04T04:00:00,social,mobile,6
S970361366,U105059,2025-05-29T20:00:00,search,mobile,4
S372545139,U105060,2025-07-24T08:00:00,direct,mobile,3
S823998597,U105061,2025-07-13T17:00:00,social,mobile,1
S718423641,U105062,2025-08-03T07:00:00,direct,mobile,4
S525040145,U105063,2025-05-28T18:00:00,social,mobile,3
S811059235,U105063,2025-06-04T11:00:00,search,mobile,6
S18236610,U105064,2025-06-30T06:00:00,search,desktop,5
S906315984,U105065,2025-06-01T03:00:00,direct,mobile,8
S635737667,U105065,2025-06-02T08:00:00,social,mobile,6
S881161554,U105065,2025-06-11T01:00:00,social,desktop,6
S604871663,U105066,2025-07-21T20:00:00,email,mobile,5
S525370855,U105066,2025-07-24T08:00:00,display,desktop,3
S446776875,U105066,2025-08-02T15:00:00,search,mobile,3
S905620350,U105067,2025-06-02T21:00:00,email,mobile,6
S957270940,U105067,2025-06-09T01:00:00,search,mobile,1
S564265779,U105067,2025-06-12T00:00:00,display,mobile,3
S651104834,U105068,2025-08-05T22:00:00,social,desktop,3
S357387820,U105068,2025-08-12T14:00:00,search,mobile,2
S117671810,U105069,2025-08-10T02:00:00,search,desktop,1
S874708534,U105069,2025-08-13T06:00:00,direct,mobile,3
S121145791,U105069,2025-08-22T03:00:00,social,mobile,4
S62790722,U105070,2025-08-01T18:00:00,social,desktop,1
S51866804,U105070,2025-08-07T18:00:00,search,mobile,2
S503645204,U105070,2025-08-11T21:00:00,search,desktop,2
S117899598,U105071,2025-08-05T02:00:00,email,desktop,3
S853937453,U105072,2025-06-16T02:00:00,search,mobile,1
S531865910,U105072,2025-06-20T12:00:00,search,mobile,4
S364152025,U105073,2025-06-29T07:00:00,display,tablet,6
S129095888,U105073,2025-07-06T20:00:00,social,mobile,5
S951498930,U105073,2025-07-09T15:00:00,search,mobile,6
S637900574,U105074,2025-08-09T04:00:00,search,tablet,3
S782746426,U105075,2025-07-13T08:00:00,search,mobile,8
S634674808,U105076,2025-06-22T03:00:00,direct,desktop,3
S815547664,U105076,2025-06-25T17:00:00,search,mobile,5
S464140608,U105077,2025-05-23T11:00:00,direct,desktop,4
S951373731,U105078,2025-05-30T09:00:00,search,mobile,2
S557833695,U105079,2025-07-13T17:00:00,social,desktop,4
S386497600,U105079,2025-07-21T08:00:00,direct,mobile,3
S804394637,U105080,2025-07-30T17:00:00,social,mobile,2
S430626158,U105081,2025-08-01T20:00:00,search,mobile,9
S94181223,U105081,2025-08-04T07:00:00,search,desktop,5
S530413436,U105082,2025-07-30T16:00:00,search,mobile,4
S75459567,U105083,2025-07-22T22:00:00,search,desktop,3
S950705606,U105084,2025-06-11T09:00:00,search,desktop,5
S95633650,U105084,2025-06-19T10:00:00,email,desktop,6
S511169056,U105084,2025-06-23T14:00:00,email,mobile,5
S84413035,U105085,2025-08-01T18:00:00,social,mobile,5
S106414731,U105086,2025-06-22T10:00:00,display,desktop,4
S340067937,U105087,2025-08-10T02:00:00,email,mobile,6
S402857640,U105087,2025-08-11T04:00:00,social,desktop,3
S327215514,U105087,2025-08-18T23:00:00,search,mobile,7
S699088627,U105088,2025-07-06T03:00:00,search,mobile,1
S398038594,U105088,2025-07-08T06:00:00,search,mobile,4
S286792089,U105088,2025-07-14T12:00:00,search,mobile,3
S394847656,U105089,2025-08-14T22:00:00,social,desktop,5
S587146173,U105090,2025-07-06T12:00:00,search,tablet,4
S481756579,U105090,2025-07-10T00:00:00,search,mobile,5
S310175456,U105090,2025-07-14T07:00:00,email,mobile,4
S320369730,U105091,2025-07-11T15:00:00,search,mobile,1
S456418609,U105092,2025-07-10T10:00:00,search,desktop,7
S920874521,U105092,2025-07-12T20:00:00,search,mobile,4
S449783748,U105093,2025-05-31T16:00:00,search,mobile,1
S677620495,U105093,2025-06-09T19:00:00,search,mobile,5
S155552920,U105093,2025-06-16T04:00:00,social,mobile,4
S295492198,U105094,2025-05-20T19:00:00,display,mobile,4
S210866491,U105095,2025-05-18T11:00:00,email,mobile,4
S507411076,U105095,2025-05-22T22:00:00,search,mobile,6
