ticket_id,created_at,first_response_at,resolved_at,priority,channel,queue,aht_min
6626,2024-04-09 12:22:00,2024-04-09 12:26:00,2024-04-09 12:39:00,P2,Chat,Billing,13
6627,2024-04-09 12:23:00,2024-04-09 13:18:00,2024-04-09 13:46:00,P2,Web,Billing,28
6628,2024-04-09 12:26:00,2024-04-09 12:40:00,2024-04-09 13:01:00,P3,Chat,Billing,21
6629,2024-04-09 12:27:00,2024-04-09 12:35:00,2024-04-09 12:48:00,P3,Chat,General,13
6630,2024-04-09 12:27:00,2024-04-09 13:08:00,2024-04-09 13:29:00,P2,Email,Billing,21
6631,2024-04-09 12:32:00,2024-04-09 13:02:00,2024-04-09 13:23:00,P2,Web,Billing,21
6632,2024-04-09 12:36:00,2024-04-09 15:23:00,2024-04-09 15:50:00,P2,Email,Tech,27
6633,2024-04-09 12:36:00,2024-04-09 13:48:00,2024-04-09 14:12:00,P2,Email,Billing,24
6634,2024-04-09 12:37:00,2024-04-09 13:49:00,2024-04-09 14:03:00,P2,Email,Billing,14
6635,2024-04-09 12:38:00,2024-04-09 14:28:00,2024-04-09 14:42:00,P2,Email,Billing,14
6636,2024-04-09 12:38:00,2024-04-09 12:51:00,2024-04-09 14:02:00,P2,Chat,Tech,71
6637,2024-04-09 12:38:00,2024-04-09 12:40:00,2024-04-09 13:03:00,P1,Web,Tech,23
6638,2024-04-09 12:38:00,2024-04-09 13:22:00,2024-04-09 13:37:00,P1,Web,General,15
6639,2024-04-09 12:39:00,2024-04-09 13:58:00,2024-04-09 14:36:00,P3,Email,Billing,38
6640,2024-04-09 12:39:00,2024-04-09 13:24:00,2024-04-09 13:51:00,P3,Email,General,27
6641,2024-04-09 12:40:00,2024-04-09 14:53:00,2024-04-09 15:29:00,P2,Email,Billing,36
6642,2024-04-09 12:41:00,2024-04-09 12:59:00,2024-04-09 13:50:00,P1,Web,Tech,51
6643,2024-04-09 12:42:00,2024-04-09 13:05:00,2024-04-09 13:36:00,P2,Web,Billing,31
6644,2024-04-09 12:42:00,2024-04-09 13:41:00,2024-04-09 13:49:00,P2,Web,General,8
6645,2024-04-09 12:42:00,2024-04-09 14:39:00,2024-04-09 15:12:00,P3,Email,Tech,33
6646,2024-04-09 12:43:00,2024-04-09 14:47:00,2024-04-09 15:41:00,P3,Email,Billing,54
6647,2024-04-09 12:44:00,2024-04-09 13:51:00,2024-04-09 14:26:00,P2,Email,Billing,35
6648,2024-04-09 12:46:00,2024-04-09 13:01:00,2024-04-09 13:13:00,P2,Chat,General,12
6649,2024-04-09 12:47:00,2024-04-09 13:07:00,2024-04-09 15:01:00,P2,Web,Tech,114
6650,2024-04-09 12:47:00,2024-04-09 15:33:00,2024-04-09 15:58:00,P3,Email,Tech,25
6651,2024-04-09 12:49:00,2024-04-09 15:16:00,2024-04-09 16:16:00,P2,Email,Tech,60
6652,2024-04-09 12:49:00,2024-04-09 13:50:00,2024-04-09 14:10:00,P3,Web,General,20
6653,2024-04-09 12:50:00,2024-04-09 14:01:00,2024-04-09 14:23:00,P3,Web,Billing,22
6654,2024-04-09 12:50:00,2024-04-09 14:36:00,2024-04-09 14:48:00,P2,Email,Billing,12
6655,2024-04-09 12:52:00,2024-04-09 13:33:00,2024-04-09 13:56:00,P3,Web,Billing,23
6656,2024-04-09 12:55:00,2024-04-09 15:17:00,2024-04-09 15:40:00,P3,Email,Tech,23
6657,2024-04-09 12:56:00,2024-04-09 14:35:00,2024-04-09 14:49:00,P2,Email,General,14
6658,2024-04-09 12:57:00,2024-04-09 13:07:00,2024-04-09 13:20:00,P2,Web,General,13
6659,2024-04-09 12:57:00,2024-04-09 12:57:00,2024-04-09 13:16:00,P2,Chat,Tech,19
6660,2024-04-09 12:59:00,2024-04-09 13:22:00,2024-04-09 13:41:00,P2,Email,General,19
6661,2024-04-09 12:59:00,2024-04-09 13:57:00,2024-04-09 14:25:00,P2,Web,Tech,28
6662,2024-04-09 13:00:00,2024-04-09 13:36:00,2024-04-09 14:09:00,P2,Email,Billing,33
6663,2024-04-09 13:00:00,2024-04-09 15:46:00,2024-04-09 16:18:00,P3,Email,Billing,32
6664,2024-04-09 13:04:00,2024-04-09 13:14:00,2024-04-09 13:52:00,P2,Chat,Tech,38
6665,2024-04-09 13:05:00,2024-04-09 13:05:00,2024-04-09 14:28:00,P2,Chat,Tech,83
6666,2024-04-09 13:05:00,2024-04-09 14:49:00,2024-04-09 14:58:00,P3,Email,Billing,9
6667,2024-04-09 13:10:00,2024-04-09 13:43:00,2024-04-09 14:11:00,P2,Web,Billing,28
6668,2024-04-09 13:14:00,2024-04-09 14:22:00,2024-04-09 15:04:00,P2,Email,Tech,42
6669,2024-04-09 13:15:00,2024-04-09 14:39:00,2024-04-09 14:54:00,P3,Email,Billing,15
6670,2024-04-09 13:15:00,2024-04-09 13:52:00,2024-04-09 14:07:00,P2,Web,Billing,15
6671,2024-04-09 13:16:00,2024-04-09 14:54:00,2024-04-09 15:57:00,P2,Email,Billing,63
6672,2024-04-09 13:19:00,2024-04-09 14:57:00,2024-04-09 15:21:00,P2,Email,Billing,24
6673,2024-04-09 13:20:00,2024-04-09 13:20:00,2024-04-09 13:46:00,P2,Chat,Tech,26
6674,2024-04-09 13:20:00,2024-04-09 14:15:00,2024-04-09 15:09:00,P3,Email,Tech,54
6675,2024-04-09 13:22:00,2024-04-09 14:38:00,2024-04-09 15:28:00,P2,Email,Billing,50
6676,2024-04-09 13:23:00,2024-04-09 14:42:00,2024-04-09 15:06:00,P2,Email,Tech,24
6677,2024-04-09 13:24:00,2024-04-09 14:34:00,2024-04-09 14:48:00,P3,Email,General,14
6678,2024-04-09 13:26:00,2024-04-09 14:10:00,2024-04-09 15:03:00,P2,Web,Billing,53
6679,2024-04-09 13:27:00,2024-04-09 15:21:00,2024-04-09 15:42:00,P3,Email,Billing,21
6680,2024-04-09 13:28:00,2024-04-09 13:44:00,2024-04-09 14:11:00,P1,Email,General,27
6681,2024-04-09 13:29:00,2024-04-09 14:42:00,2024-04-09 14:57:00,P2,Web,General,15
6682,2024-04-09 13:30:00,2024-04-09 14:34:00,2024-04-09 15:51:00,P3,Email,Tech,77
6683,2024-04-09 13:31:00,2024-04-09 15:00:00,2024-04-09 15:27:00,P2,Email,Billing,27
6684,2024-04-09 13:31:00,2024-04-09 14:27:00,2024-04-09 14:35:00,P2,Web,Tech,8
6685,2024-04-09 13:33:00,2024-04-09 13:51:00,2024-04-09 14:19:00,P3,Chat,Billing,28
6686,2024-04-09 13:34:00,2024-04-09 13:34:00,2024-04-09 14:09:00,P1,Chat,Tech,35
6687,2024-04-09 13:34:00,2024-04-09 14:03:00,2024-04-09 14:37:00,P2,Web,Billing,34
6688,2024-04-09 13:35:00,2024-04-09 15:59:00,2024-04-09 16:37:00,P2,Email,General,38
6689,2024-04-09 13:36:00,2024-04-09 13:44:00,2024-04-09 14:35:00,P2,Web,Tech,51
6690,2024-04-09 13:37:00,2024-04-09 16:12:00,2024-04-09 16:26:00,P1,Email,Tech,14
6691,2024-04-09 13:38:00,2024-04-09 14:24:00,2024-04-09 14:48:00,P2,Web,Billing,24
6692,2024-04-09 13:39:00,2024-04-09 14:33:00,2024-04-09 15:10:00,P3,Web,Tech,37
6693,2024-04-09 13:39:00,2024-04-09 13:39:00,2024-04-09 14:10:00,P2,Chat,Tech,31
6694,2024-04-09 13:39:00,2024-04-09 14:32:00,2024-04-09 14:47:00,P2,Web,General,15
6695,2024-04-09 13:40:00,2024-04-09 13:56:00,2024-04-09 14:32:00,P2,Chat,Billing,36
6696,2024-04-09 13:40:00,2024-04-09 16:15:00,2024-04-09 16:35:00,P3,Email,Billing,20
6697,2024-04-09 13:43:00,2024-04-09 15:17:00,2024-04-09 16:55:00,P3,Email,Tech,98
6698,2024-04-09 13:44:00,2024-04-09 14:25:00,2024-04-09 14:52:00,P3,Web,Tech,27
6699,2024-04-09 13:45:00,2024-04-09 13:50:00,2024-04-09 14:10:00,P3,Chat,Tech,20
6700,2024-04-09 13:46:00,2024-04-09 15:28:00,2024-04-09 15:48:00,P2,Email,Billing,20
6701,2024-04-09 13:51:00,2024-04-09 16:14:00,2024-04-09 16:51:00,P1,Email,Tech,37
6702,2024-04-09 13:51:00,2024-04-09 14:14:00,2024-04-09 14:35:00,P3,Chat,Billing,21
6703,2024-04-09 13:52:00,2024-04-09 14:44:00,2024-04-09 15:28:00,P3,Web,Tech,44
6704,2024-04-09 13:52:00,2024-04-09 15:47:00,2024-04-09 17:01:00,P2,Email,Tech,74
6705,2024-04-09 13:52:00,2024-04-09 14:43:00,2024-04-09 15:34:00,P2,Web,Billing,51
6706,2024-04-09 13:53:00,2024-04-09 16:49:00,2024-04-09 17:20:00,P2,Email,Billing,31
6707,2024-04-09 13:58:00,2024-04-09 16:00:00,2024-04-09 16:24:00,P2,Email,Billing,24
6708,2024-04-09 13:58:00,2024-04-09 15:10:00,2024-04-09 16:34:00,P3,Web,Tech,84
6709,2024-04-09 14:01:00,2024-04-09 15:37:00,2024-04-09 15:54:00,P2,Email,Tech,17
6710,2024-04-09 14:01:00,2024-04-09 14:40:00,2024-04-09 15:28:00,P2,Web,Tech,48
6711,2024-04-09 14:02:00,2024-04-09 14:55:00,2024-04-09 15:44:00,P1,Email,Tech,49
6712,2024-04-09 14:04:00,2024-04-09 15:55:00,2024-04-09 16:46:00,P2,Email,Tech,51
6713,2024-04-09 14:04:00,2024-04-09 14:38:00,2024-04-09 14:57:00,P3,Web,Billing,19
6714,2024-04-09 14:06:00,2024-04-09 14:14:00,2024-04-09 14:56:00,P2,Web,Tech,42
6715,2024-04-09 14:07:00,2024-04-09 16:16:00,2024-04-09 17:08:00,P2,Email,Tech,52
6716,2024-04-09 14:08:00,2024-04-09 14:52:00,2024-04-09 15:35:00,P3,Web,Billing,43
6717,2024-04-09 14:10:00,2024-04-09 14:33:00,2024-04-09 15:08:00,P2,Web,Tech,35
6718,2024-04-09 14:12:00,2024-04-09 14:25:00,2024-04-09 14:49:00,P2,Web,Tech,24
6719,2024-04-09 14:14:00,2024-04-09 15:02:00,2024-04-09 15:24:00,P2,Email,Billing,22
6720,2024-04-09 14:15:00,2024-04-09 14:42:00,2024-04-09 14:54:00,P2,Web,Tech,12
6721,2024-04-09 14:16:00,2024-04-09 15:07:00,2024-04-09 15:38:00,P2,Web,Billing,31
6722,2024-04-09 14:17:00,2024-04-09 16:29:00,2024-04-09 16:50:00,P2,Email,Billing,21
6723,2024-04-09 14:17:00,2024-04-09 14:17:00,2024-04-09 14:34:00,P1,Chat,General,17
6724,2024-04-09 14:17:00,2024-04-09 15:29:00,2024-04-09 15:54:00,P3,Email,General,25
6725,2024-04-09 14:18:00,2024-04-09 14:24:00,2024-04-09 14:48:00,P2,Chat,General,24
6726,2024-04-09 14:18:00,2024-04-09 15:17:00,2024-04-09 17:25:00,P2,Email,Tech,128
6727,2024-04-09 14:18:00,2024-04-09 15:03:00,2024-04-09 15:32:00,P2,Email,Tech,29
6728,2024-04-09 14:21:00,2024-04-09 14:55:00,2024-04-09 15:33:00,P2,Web,Billing,38
6729,2024-04-09 14:23:00,2024-04-09 15:00:00,2024-04-09 15:30:00,P3,Web,Tech,30
6730,2024-04-09 14:24:00,2024-04-09 15:05:00,2024-04-09 15:28:00,P2,Web,Billing,23
6731,2024-04-09 14:25:00,2024-04-09 17:12:00,2024-04-09 17:39:00,P2,Email,Tech,27
6732,2024-04-09 14:29:00,2024-04-09 16:12:00,2024-04-09 16:31:00,P3,Email,General,19
6733,2024-04-09 14:29:00,2024-04-09 15:38:00,2024-04-09 16:01:00,P2,Email,Billing,23
6734,2024-04-09 14:30:00,2024-04-09 14:45:00,2024-04-09 15:38:00,P2,Email,Billing,53
6735,2024-04-09 14:30:00,2024-04-09 16:00:00,2024-04-09 17:33:00,P1,Email,Tech,93
6736,2024-04-09 14:32:00,2024-04-09 15:10:00,2024-04-09 15:57:00,P2,Web,Tech,47
6737,2024-04-09 14:32:00,2024-04-09 16:50:00,2024-04-09 17:09:00,P3,Email,Tech,19
6738,2024-04-09 14:34:00,2024-04-09 16:49:00,2024-04-09 17:35:00,P3,Email,Billing,46
6739,2024-04-09 14:34:00,2024-04-09 14:55:00,2024-04-09 15:14:00,P3,Web,Billing,19
6740,2024-04-09 14:35:00,2024-04-09 15:03:00,2024-04-09 15:45:00,P3,Web,Tech,42
6741,2024-04-09 14:35:00,2024-04-09 15:02:00,2024-04-09 15:41:00,P2,Email,Billing,39
6742,2024-04-09 14:35:00,2024-04-09 15:50:00,2024-04-09 16:08:00,P2,Web,Tech,18
6743,2024-04-09 14:36:00,2024-04-09 14:36:00,2024-04-09 14:56:00,P1,Web,Tech,20
6744,2024-04-09 14:37:00,2024-04-09 15:39:00,2024-04-09 16:23:00,P3,Email,Billing,44
6745,2024-04-09 14:37:00,2024-04-09 17:07:00,2024-04-09 17:23:00,P3,Email,General,16
6746,2024-04-09 14:40:00,2024-04-09 16:35:00,2024-04-09 16:50:00,P3,Email,Billing,15
6747,2024-04-09 14:40:00,2024-04-09 15:21:00,2024-04-09 16:07:00,P2,Web,Tech,46
6748,2024-04-09 14:42:00,2024-04-09 15:20:00,2024-04-09 15:58:00,P2,Web,Billing,38
6749,2024-04-09 14:42:00,2024-04-09 15:23:00,2024-04-09 15:53:00,P3,Web,Billing,30
6750,2024-04-09 14:43:00,2024-04-09 16:12:00,2024-04-09 16:38:00,P3,Email,Billing,26
6751,2024-04-09 14:45:00,2024-04-09 16:28:00,2024-04-09 16:47:00,P2,Email,General,19
6752,2024-04-09 14:47:00,2024-04-09 14:47:00,2024-04-09 15:49:00,P1,Web,Tech,62
6753,2024-04-09 14:47:00,2024-04-09 15:38:00,2024-04-09 16:12:00,P3,Web,General,34
6754,2024-04-09 14:49:00,2024-04-09 16:31:00,2024-04-09 16:57:00,P2,Email,Tech,26
6755,2024-04-09 14:49:00,2024-04-09 15:54:00,2024-04-09 16:06:00,P2,Email,General,12
6756,2024-04-09 14:51:00,2024-04-09 14:59:00,2024-04-09 15:14:00,P3,Chat,Billing,15
6757,2024-04-09 14:53:00,2024-04-09 15:30:00,2024-04-09 15:40:00,P2,Web,Billing,10
6758,2024-04-09 14:53:00,2024-04-09 15:52:00,2024-04-09 16:23:00,P2,Email,Billing,31
6759,2024-04-09 14:54:00,2024-04-09 16:26:00,2024-04-09 16:47:00,P3,Email,Tech,21
6760,2024-04-09 14:55:00,2024-04-09 15:24:00,2024-04-09 15:44:00,P2,Web,Billing,20
6761,2024-04-09 14:56:00,2024-04-09 15:20:00,2024-04-09 16:06:00,P2,Web,Tech,46
6762,2024-04-09 14:56:00,2024-04-09 17:16:00,2024-04-09 17:50:00,P2,Email,Tech,34
6763,2024-04-09 14:56:00,2024-04-09 17:55:00,2024-04-09 18:40:00,P3,Email,Billing,45
6764,2024-04-09 14:57:00,2024-04-09 16:26:00,2024-04-09 16:40:00,P2,Email,General,14
6765,2024-04-09 14:58:00,2024-04-09 15:47:00,2024-04-09 16:33:00,P3,Web,Tech,46
6766,2024-04-09 15:03:00,2024-04-09 16:03:00,2024-04-09 16:52:00,P2,Email,Tech,49
6767,2024-04-09 15:04:00,2024-04-09 16:13:00,2024-04-09 16:23:00,P2,Email,Tech,10
6768,2024-04-09 15:04:00,2024-04-09 16:31:00,2024-04-09 17:12:00,P1,Email,General,41
6769,2024-04-09 15:05:00,2024-04-09 15:10:00,2024-04-09 15:49:00,P2,Chat,Tech,39
6770,2024-04-09 15:05:00,2024-04-09 16:13:00,2024-04-09 16:51:00,P2,Email,Billing,38
6771,2024-04-09 15:05:00,2024-04-09 15:45:00,2024-04-09 16:56:00,P3,Email,Tech,71
6772,2024-04-09 15:06:00,2024-04-09 16:15:00,2024-04-09 16:31:00,P1,Email,Billing,16
6773,2024-04-09 15:07:00,2024-04-09 15:19:00,2024-04-09 15:37:00,P2,Email,General,18
6774,2024-04-09 15:07:00,2024-04-09 17:36:00,2024-04-09 18:31:00,P3,Email,Tech,55
6775,2024-04-09 15:08:00,2024-04-09 16:22:00,2024-04-09 16:42:00,P2,Email,Billing,20
6776,2024-04-09 15:10:00,2024-04-09 16:46:00,2024-04-09 16:58:00,P3,Email,General,12
6777,2024-04-09 15:10:00,2024-04-09 17:01:00,2024-04-09 17:23:00,P3,Email,Tech,22
6778,2024-04-09 15:11:00,2024-04-09 15:57:00,2024-04-09 16:39:00,P2,Email,Billing,42
6779,2024-04-09 15:12:00,2024-04-09 15:12:00,2024-04-09 15:49:00,P2,Chat,Billing,37
6780,2024-04-09 15:13:00,2024-04-09 17:17:00,2024-04-09 17:58:00,P2,Email,Tech,41
6781,2024-04-09 15:13:00,2024-04-09 16:08:00,2024-04-09 17:05:00,P1,Web,Tech,57
6782,2024-04-09 15:13:00,2024-04-09 17:05:00,2024-04-09 17:20:00,P2,Email,General,15
6783,2024-04-09 15:14:00,2024-04-09 16:10:00,2024-04-09 16:22:00,P2,Email,General,12
6784,2024-04-09 15:17:00,2024-04-09 17:39:00,2024-04-09 17:56:00,P3,Email,Billing,17
6785,2024-04-09 15:17:00,2024-04-09 17:43:00,2024-04-09 18:29:00,P2,Email,Billing,46
6786,2024-04-09 15:18:00,2024-04-09 15:41:00,2024-04-09 16:03:00,P2,Web,General,22
6787,2024-04-09 15:19:00,2024-04-09 15:57:00,2024-04-09 16:26:00,P3,Web,Tech,29
6788,2024-04-09 15:21:00,2024-04-09 17:55:00,2024-04-09 18:25:00,P2,Email,Billing,30
6789,2024-04-09 15:23:00,2024-04-09 15:30:00,2024-04-09 15:52:00,P2,Chat,General,22
6790,2024-04-09 15:24:00,2024-04-09 15:27:00,2024-04-09 15:50:00,P2,Chat,General,23
6791,2024-04-09 15:24:00,2024-04-09 17:48:00,2024-04-09 18:01:00,P3,Email,Tech,13
6792,2024-04-09 15:24:00,2024-04-09 17:50:00,2024-04-09 17:57:00,P2,Email,Billing,7
6793,2024-04-09 15:25:00,2024-04-09 15:45:00,2024-04-09 16:04:00,P2,Chat,Billing,19
6794,2024-04-09 15:25:00,2024-04-09 15:38:00,2024-04-09 15:52:00,P3,Chat,General,14
6795,2024-04-09 15:25:00,2024-04-09 16:52:00,2024-04-09 17:24:00,P2,Email,Billing,32
6796,2024-04-09 15:26:00,2024-04-09 16:19:00,2024-04-09 17:01:00,P2,Web,General,42
6797,2024-04-09 15:27:00,2024-04-09 15:29:00,2024-04-09 15:41:00,P2,Chat,Billing,12
6798,2024-04-09 15:27:00,2024-04-09 15:27:00,2024-04-09 15:42:00,P2,Web,Billing,15
6799,2024-04-09 15:28:00,2024-04-09 15:28:00,2024-04-09 15:40:00,P2,Web,General,12
6800,2024-04-09 15:28:00,2024-04-09 15:57:00,2024-04-09 16:30:00,P2,Email,Tech,33
6801,2024-04-09 15:28:00,2024-04-09 17:24:00,2024-04-09 17:48:00,P1,Email,Billing,24
6802,2024-04-09 15:28:00,2024-04-09 16:49:00,2024-04-09 17:12:00,P3,Web,General,23
6803,2024-04-09 15:29:00,2024-04-09 17:03:00,2024-04-09 17:32:00,P1,Email,General,29
6804,2024-04-09 15:29:00,2024-04-09 15:52:00,2024-04-09 16:10:00,P2,Web,Billing,18
6805,2024-04-09 15:29:00,2024-04-09 16:09:00,2024-04-09 16:31:00,P2,Email,Billing,22
6806,2024-04-09 15:30:00,2024-04-09 16:26:00,2024-04-09 16:51:00,P2,Web,General,25
6807,2024-04-09 15:30:00,2024-04-09 16:09:00,2024-04-09 16:51:00,P2,Web,Tech,42
6808,2024-04-09 15:31:00,2024-04-09 15:54:00,2024-04-09 16:14:00,P3,Chat,Billing,20
6809,2024-04-09 15:31:00,2024-04-09 15:31:00,2024-04-09 15:37:00,P2,Email,Billing,6
6810,2024-04-09 15:32:00,2024-04-09 15:55:00,2024-04-09 16:25:00,P2,Web,Billing,30
6811,2024-04-09 15:32:00,2024-04-09 16:27:00,2024-04-09 16:48:00,P2,Web,Billing,21
6812,2024-04-09 15:32:00,2024-04-09 17:15:00,2024-04-09 17:52:00,P3,Email,Tech,37
6813,2024-04-09 15:35:00,2024-04-09 16:15:00,2024-04-09 17:01:00,P2,Web,Tech,46
6814,2024-04-09 15:36:00,2024-04-09 15:42:00,2024-04-09 16:03:00,P2,Web,Billing,21
6815,2024-04-09 15:37:00,2024-04-09 15:56:00,2024-04-09 16:31:00,P2,Web,Billing,35
6816,2024-04-09 15:37:00,2024-04-09 17:23:00,2024-04-09 17:43:00,P2,Email,Billing,20
6817,2024-04-09 15:38:00,2024-04-09 15:48:00,2024-04-09 16:30:00,P2,Web,Tech,42
6818,2024-04-09 15:38:00,2024-04-09 18:25:00,2024-04-09 18:52:00,P2,Email,Billing,27
6819,2024-04-09 15:39:00,2024-04-09 17:03:00,2024-04-09 17:30:00,P3,Email,Billing,27
6820,2024-04-09 15:39:00,2024-04-09 17:06:00,2024-04-09 17:31:00,P3,Web,Tech,25
6821,2024-04-09 15:39:00,2024-04-09 15:41:00,2024-04-09 15:54:00,P2,Web,Billing,13
6822,2024-04-09 15:39:00,2024-04-09 19:01:00,2024-04-09 19:34:00,P2,Email,Tech,33
6823,2024-04-09 15:43:00,2024-04-09 18:04:00,2024-04-09 18:24:00,P2,Email,General,20
6824,2024-04-09 15:43:00,2024-04-09 17:19:00,2024-04-09 18:03:00,P3,Email,Tech,44
6825,2024-04-09 15:43:00,2024-04-09 15:44:00,2024-04-09 16:06:00,P2,Chat,Tech,22
6826,2024-04-09 15:45:00,2024-04-09 16:08:00,2024-04-09 16:37:00,P2,Chat,Billing,29
6827,2024-04-09 15:47:00,2024-04-09 16:38:00,2024-04-09 16:51:00,P2,Email,Billing,13
6828,2024-04-09 15:47:00,2024-04-09 16:12:00,2024-04-09 16:47:00,P2,Web,Tech,35
6829,2024-04-09 15:49:00,2024-04-09 16:16:00,2024-04-09 18:18:00,P1,Web,Tech,122
6830,2024-04-09 15:51:00,2024-04-09 19:39:00,2024-04-09 20:19:00,P3,Email,Tech,40
6831,2024-04-09 15:51:00,2024-04-09 16:25:00,2024-04-09 16:31:00,P2,Web,Billing,6
6832,2024-04-09 15:51:00,2024-04-09 15:55:00,2024-04-09 16:10:00,P2,Chat,Billing,15
6833,2024-04-09 15:51:00,2024-04-09 15:51:00,2024-04-09 16:35:00,P2,Email,Billing,44
6834,2024-04-09 15:53:00,2024-04-09 16:23:00,2024-04-09 16:40:00,P2,Email,General,17
6835,2024-04-09 15:53:00,2024-04-09 15:53:00,2024-04-09 16:51:00,P1,Chat,Billing,58
6836,2024-04-09 15:54:00,2024-04-09 16:43:00,2024-04-09 16:59:00,P2,Web,Billing,16
6837,2024-04-09 15:55:00,2024-04-09 17:40:00,2024-04-09 18:02:00,P3,Email,Tech,22
6838,2024-04-09 15:55:00,2024-04-09 17:37:00,2024-04-09 18:08:00,P3,Email,General,31
6839,2024-04-09 15:56:00,2024-04-09 16:28:00,2024-04-09 16:40:00,P2,Web,Billing,12
6840,2024-04-09 15:57:00,2024-04-09 16:09:00,2024-04-09 16:23:00,P1,Web,Billing,14
6841,2024-04-09 15:59:00,2024-04-09 16:44:00,2024-04-09 17:01:00,P3,Email,General,17
6842,2024-04-09 15:59:00,2024-04-09 16:37:00,2024-04-09 17:09:00,P2,Web,Tech,32
6843,2024-04-09 16:00:00,2024-04-09 17:54:00,2024-04-09 18:53:00,P2,Email,Billing,59
6844,2024-04-09 16:01:00,2024-04-09 17:14:00,2024-04-09 17:42:00,P3,Email,Tech,28
6845,2024-04-09 16:01:00,2024-04-09 18:04:00,2024-04-09 18:16:00,P2,Email,Billing,12
6846,2024-04-09 16:03:00,2024-04-09 16:39:00,2024-04-09 17:01:00,P3,Web,General,22
6847,2024-04-09 16:04:00,2024-04-09 18:31:00,2024-04-09 19:01:00,P2,Email,Tech,30
6848,2024-04-09 16:07:00,2024-04-09 17:34:00,2024-04-09 18:05:00,P3,Email,Tech,31
6849,2024-04-09 16:07:00,2024-04-09 16:25:00,2024-04-09 16:51:00,P2,Web,General,26
6850,2024-04-09 16:08:00,2024-04-09 17:59:00,2024-04-09 18:21:00,P3,Email,Billing,22
6851,2024-04-09 16:08:00,2024-04-09 16:12:00,2024-04-09 16:29:00,P2,Web,Tech,17
6852,2024-04-09 16:10:00,2024-04-09 18:21:00,2024-04-09 18:34:00,P2,Email,Billing,13
6853,2024-04-09 16:11:00,2024-04-09 19:25:00,2024-04-09 19:39:00,P2,Email,Billing,14
6854,2024-04-09 16:11:00,2024-04-09 17:48:00,2024-04-09 18:25:00,P3,Email,Billing,37
6855,2024-04-09 16:13:00,2024-04-09 16:19:00,2024-04-09 17:01:00,P2,Chat,General,42
6856,2024-04-09 16:14:00,2024-04-09 17:46:00,2024-04-09 18:05:00,P2,Email,Billing,19
6857,2024-04-09 16:14:00,2024-04-09 16:59:00,2024-04-09 18:03:00,P2,Email,Tech,64
6858,2024-04-09 16:19:00,2024-04-09 17:03:00,2024-04-09 17:27:00,P2,Web,Tech,24
6859,2024-04-09 16:20:00,2024-04-09 17:00:00,2024-04-09 18:11:00,P2,Web,Tech,71
6860,2024-04-09 16:21:00,2024-04-09 18:58:00,2024-04-09 20:03:00,P2,Email,Tech,65
6861,2024-04-09 16:22:00,2024-04-09 18:40:00,2024-04-09 19:54:00,P3,Email,Tech,74
6862,2024-04-09 16:22:00,2024-04-09 18:34:00,2024-04-09 19:04:00,P2,Email,Tech,30
6863,2024-04-09 16:22:00,2024-04-09 17:09:00,2024-04-09 18:06:00,P2,Email,Billing,57
6864,2024-04-09 16:23:00,2024-04-09 16:23:00,2024-04-09 16:50:00,P2,Email,Billing,27
6865,2024-04-09 16:23:00,2024-04-09 18:25:00,2024-04-09 18:51:00,P2,Email,Tech,26
6866,2024-04-09 16:25:00,2024-04-09 17:04:00,2024-04-09 17:31:00,P2,Web,Tech,27
6867,2024-04-09 16:25:00,2024-04-09 18:44:00,2024-04-09 19:27:00,P3,Email,Billing,43
6868,2024-04-09 16:26:00,2024-04-09 17:12:00,2024-04-09 17:54:00,P2,Web,Tech,42
6869,2024-04-09 16:26:00,2024-04-09 16:51:00,2024-04-09 17:16:00,P2,Web,Billing,25
6870,2024-04-09 16:26:00,2024-04-09 17:59:00,2024-04-09 18:15:00,P2,Email,Billing,16
6871,2024-04-09 16:27:00,2024-04-09 18:54:00,2024-04-09 19:26:00,P2,Email,Billing,32
6872,2024-04-09 16:28:00,2024-04-09 17:52:00,2024-04-09 18:21:00,P3,Email,Tech,29
6873,2024-04-09 16:29:00,2024-04-09 17:10:00,2024-04-09 17:58:00,P3,Email,Tech,48
6874,2024-04-09 16:29:00,2024-04-09 16:29:00,2024-04-09 16:49:00,P2,Chat,Billing,20
6875,2024-04-09 16:29:00,2024-04-09 17:11:00,2024-04-09 18:14:00,P2,Web,Billing,63
6876,2024-04-09 16:29:00,2024-04-09 16:42:00,2024-04-09 17:19:00,P1,Web,Billing,37
6877,2024-04-09 16:30:00,2024-04-09 16:57:00,2024-04-09 17:41:00,P2,Web,Billing,44
6878,2024-04-09 16:31:00,2024-04-09 17:13:00,2024-04-09 17:26:00,P2,Web,Tech,13
6879,2024-04-09 16:33:00,2024-04-09 17:31:00,2024-04-09 17:55:00,P2,Email,General,24
6880,2024-04-09 16:34:00,2024-04-09 17:18:00,2024-04-09 18:06:00,P3,Web,General,48
6881,2024-04-09 16:34:00,2024-04-09 16:46:00,2024-04-09 17:10:00,P3,Chat,Tech,24
6882,2024-04-09 16:35:00,2024-04-09 18:48:00,2024-04-09 19:05:00,P3,Email,Tech,17
6883,2024-04-09 16:35:00,2024-04-09 16:40:00,2024-04-09 17:10:00,P2,Web,Tech,30
6884,2024-04-09 16:37:00,2024-04-09 18:30:00,2024-04-09 19:09:00,P3,Email,Tech,39
