invoice_id,subscription_id,account_id,invoice_month,amount,paid
INV0000907,SUB00117_2,ACCT00117,2025-05-01,84.21,1
INV0000908,SUB00117_2,ACCT00117,2025-06-01,87.31,1
INV0000909,SUB00117_2,ACCT00117,2025-07-01,84.9,1
INV0000910,SUB00117_2,ACCT00117,2025-08-01,85.93,1
INV0000911,SUB00118_1,ACCT00118,2024-11-01,1851.44,1
INV0000912,SUB00118_1,ACCT00118,2024-12-01,1732.63,1
INV0000913,SUB00118_1,ACCT00118,2025-01-01,1866.91,1
INV0000914,SUB00118_1,ACCT00118,2025-02-01,1903.86,1
INV0000915,SUB00118_1,ACCT00118,2025-03-01,1858.12,1
INV0000916,SUB00118_2,ACCT00118,2025-04-01,374.0,1
INV0000917,SUB00118_2,ACCT00118,2025-05-01,396.92,1
INV0000918,SUB00118_2,ACCT00118,2025-06-01,381.65,1
INV0000919,SUB00118_2,ACCT00118,2025-07-01,358.62,1
INV0000920,SUB00118_2,ACCT00118,2025-08-01,367.32,1
INV0000921,SUB00119_1,ACCT00119,2024-12-01,92.51,1
INV0000922,SUB00119_1,ACCT00119,2025-01-01,92.03,1
INV0000923,SUB00119_1,ACCT00119,2025-02-01,93.13,1
INV0000924,SUB00119_1,ACCT00119,2025-03-01,92.95,1
INV0000925,SUB00119_1,ACCT00119,2025-04-01,89.62,1
INV0000926,SUB00119_1,ACCT00119,2025-05-01,90.56,1
INV0000927,SUB00119_1,ACCT00119,2025-06-01,92.57,1
INV0000928,SUB00120_1,ACCT00120,2024-10-01,1728.84,1
INV0000929,SUB00120_1,ACCT00120,2024-11-01,1686.12,1
INV0000930,SUB00120_1,ACCT00120,2024-12-01,1701.49,1
INV0000931,SUB00120_1,ACCT00120,2025-01-01,1670.0,1
INV0000932,SUB00120_1,ACCT00120,2025-02-01,1629.61,1
INV0000933,SUB00120_1,ACCT00120,2025-03-01,1611.16,1
INV0000934,SUB00120_1,ACCT00120,2025-04-01,1575.36,1
INV0000935,SUB00120_1,ACCT00120,2025-05-01,1634.89,1
INV0000936,SUB00120_1,ACCT00120,2025-06-01,1652.58,1
INV0000937,SUB00120_1,ACCT00120,2025-07-01,1606.92,1
INV0000938,SUB00120_1,ACCT00120,2025-08-01,1557.02,1
INV0000939,SUB00121_1,ACCT00121,2024-09-01,1761.88,1
INV0000940,SUB00121_1,ACCT00121,2024-10-01,1768.29,1
INV0000941,SUB00121_1,ACCT00121,2024-11-01,1953.7,1
INV0000942,SUB00121_1,ACCT00121,2024-12-01,1962.26,1
INV0000943,SUB00121_1,ACCT00121,2025-01-01,1923.85,1
INV0000944,SUB00122_1,ACCT00122,2025-01-01,394.29,1
INV0000945,SUB00122_1,ACCT00122,2025-02-01,393.15,1
INV0000946,SUB00122_1,ACCT00122,2025-03-01,371.97,1
INV0000947,SUB00122_1,ACCT00122,2025-04-01,413.95,1
INV0000948,SUB00122_1,ACCT00122,2025-05-01,386.85,1
INV0000949,SUB00122_1,ACCT00122,2025-06-01,388.75,1
INV0000950,SUB00123_1,ACCT00123,2024-09-01,376.39,1
INV0000951,SUB00123_1,ACCT00123,2024-10-01,364.94,1
INV0000952,SUB00123_1,ACCT00123,2024-11-01,384.45,1
INV0000953,SUB00123_1,ACCT00123,2024-12-01,393.16,1
INV0000954,SUB00123_1,ACCT00123,2025-01-01,386.68,1
INV0000955,SUB00123_1,ACCT00123,2025-02-01,366.0,1
INV0000956,SUB00123_1,ACCT00123,2025-03-01,356.65,1
INV0000957,SUB00123_1,ACCT00123,2025-04-01,399.78,1
INV0000958,SUB00123_1,ACCT00123,2025-05-01,394.08,1
INV0000959,SUB00123_1,ACCT00123,2025-06-01,365.46,1
INV0000960,SUB00123_1,ACCT00123,2025-07-01,376.67,1
INV0000961,SUB00123_2,ACCT00123,2025-07-01,410.67,1
INV0000962,SUB00123_2,ACCT00123,2025-08-01,383.54,1
INV0000963,SUB00124_1,ACCT00124,2025-02-01,87.26,1
INV0000964,SUB00124_1,ACCT00124,2025-03-01,88.43,1
INV0000965,SUB00124_1,ACCT00124,2025-04-01,89.2,1
INV0000966,SUB00124_1,ACCT00124,2025-05-01,87.89,1
INV0000967,SUB00124_1,ACCT00124,2025-06-01,90.6,1
INV0000968,SUB00124_1,ACCT00124,2025-07-01,87.46,1
INV0000969,SUB00124_2,ACCT00124,2025-07-01,96.08,1
INV0000970,SUB00124_2,ACCT00124,2025-08-01,92.61,1
INV0000971,SUB00125_1,ACCT00125,2025-02-01,341.83,1
INV0000972,SUB00125_1,ACCT00125,2025-03-01,360.58,1
INV0000973,SUB00125_1,ACCT00125,2025-04-01,344.86,1
INV0000974,SUB00125_1,ACCT00125,2025-05-01,351.32,1
INV0000975,SUB00125_2,ACCT00125,2025-06-01,375.74,1
INV0000976,SUB00125_2,ACCT00125,2025-07-01,375.36,1
INV0000977,SUB00125_2,ACCT00125,2025-08-01,349.07,1
INV0000978,SUB00126_1,ACCT00126,2024-09-01,84.22,1
INV0000979,SUB00126_1,ACCT00126,2024-10-01,84.88,1
INV0000980,SUB00126_1,ACCT00126,2024-11-01,87.53,1
INV0000981,SUB00126_1,ACCT00126,2024-12-01,85.07,1
INV0000982,SUB00126_1,ACCT00126,2025-01-01,81.37,1
INV0000983,SUB00126_1,ACCT00126,2025-02-01,80.93,1
INV0000984,SUB00126_1,ACCT00126,2025-03-01,84.84,1
INV0000985,SUB00126_1,ACCT00126,2025-04-01,85.8,1
INV0000986,SUB00127_1,ACCT00127,2025-01-01,383.73,1
INV0000987,SUB00127_1,ACCT00127,2025-02-01,347.42,1
INV0000988,SUB00127_1,ACCT00127,2025-03-01,353.52,1
INV0000989,SUB00127_1,ACCT00127,2025-04-01,354.11,1
INV0000990,SUB00127_1,ACCT00127,2025-05-01,378.45,1
INV0000991,SUB00128_1,ACCT00128,2024-09-01,93.02,1
INV0000992,SUB00128_1,ACCT00128,2024-10-01,93.36,1
INV0000993,SUB00128_1,ACCT00128,2024-11-01,95.32,1
INV0000994,SUB00128_1,ACCT00128,2024-12-01,85.19,1
INV0000995,SUB00128_1,ACCT00128,2025-01-01,96.96,1
INV0000996,SUB00128_1,ACCT00128,2025-02-01,94.06,1
INV0000997,SUB00128_1,ACCT00128,2025-03-01,95.64,1
INV0000998,SUB00128_1,ACCT00128,2025-04-01,88.93,1
INV0000999,SUB00128_1,ACCT00128,2025-05-01,96.95,1
INV0001000,SUB00128_1,ACCT00128,2025-06-01,96.01,1
INV0001001,SUB00128_1,ACCT00128,2025-07-01,101.07,1
INV0001002,SUB00129_1,ACCT00129,2025-02-01,340.15,1
INV0001003,SUB00129_1,ACCT00129,2025-03-01,354.4,1
INV0001004,SUB00129_1,ACCT00129,2025-04-01,350.03,1
INV0001005,SUB00129_2,ACCT00129,2025-04-01,323.08,1
INV0001006,SUB00129_2,ACCT00129,2025-05-01,305.42,1
INV0001007,SUB00129_2,ACCT00129,2025-06-01,332.61,1
INV0001008,SUB00129_2,ACCT00129,2025-07-01,323.63,1
INV0001009,SUB00129_2,ACCT00129,2025-08-01,338.99,1
INV0001010,SUB00130_1,ACCT00130,2025-02-01,361.88,1
INV0001011,SUB00130_1,ACCT00130,2025-03-01,345.15,1
INV0001012,SUB00130_1,ACCT00130,2025-04-01,362.21,1
INV0001013,SUB00130_1,ACCT00130,2025-05-01,362.26,1
INV0001014,SUB00130_1,ACCT00130,2025-06-01,366.17,1
INV0001015,SUB00130_1,ACCT00130,2025-07-01,368.57,1
INV0001016,SUB00130_1,ACCT00130,2025-08-01,361.13,1
INV0001017,SUB00131_1,ACCT00131,2024-12-01,90.63,1
INV0001018,SUB00131_1,ACCT00131,2025-01-01,91.89,1
INV0001019,SUB00131_1,ACCT00131,2025-02-01,95.62,1
INV0001020,SUB00131_1,ACCT00131,2025-03-01,95.69,1
INV0001021,SUB00131_1,ACCT00131,2025-04-01,98.66,1
INV0001022,SUB00131_1,ACCT00131,2025-05-01,95.93,1
INV0001023,SUB00131_1,ACCT00131,2025-06-01,98.46,1
INV0001024,SUB00131_1,ACCT00131,2025-07-01,96.25,1
INV0001025,SUB00131_1,ACCT00131,2025-08-01,94.44,1
INV0001026,SUB00131_2,ACCT00131,2025-08-01,86.64,1
INV0001027,SUB00132_1,ACCT00132,2025-01-01,84.77,1
INV0001028,SUB00132_1,ACCT00132,2025-02-01,84.72,1
INV0001029,SUB00132_1,ACCT00132,2025-03-01,85.41,1
INV0001030,SUB00132_1,ACCT00132,2025-04-01,87.44,1
INV0001031,SUB00132_1,ACCT00132,2025-05-01,84.29,1
INV0001032,SUB00132_1,ACCT00132,2025-06-01,85.55,1
INV0001033,SUB00132_1,ACCT00132,2025-07-01,83.38,1
INV0001034,SUB00132_1,ACCT00132,2025-08-01,86.08,1
INV0001035,SUB00133_1,ACCT00133,2024-10-01,1783.56,1
INV0001036,SUB00133_1,ACCT00133,2024-11-01,1871.2,1
INV0001037,SUB00133_1,ACCT00133,2024-12-01,1879.16,1
INV0001038,SUB00133_1,ACCT00133,2025-01-01,1898.09,1
INV0001039,SUB00133_1,ACCT00133,2025-02-01,1884.56,1
INV0001040,SUB00133_1,ACCT00133,2025-03-01,1965.63,1
INV0001041,SUB00133_1,ACCT00133,2025-04-01,1950.69,1
INV0001042,SUB00133_2,ACCT00133,2025-05-01,85.96,1
INV0001043,SUB00133_2,ACCT00133,2025-06-01,89.16,1
INV0001044,SUB00133_2,ACCT00133,2025-07-01,92.39,1
INV0001045,SUB00133_2,ACCT00133,2025-08-01,86.97,1
INV0001046,SUB00134_1,ACCT00134,2024-11-01,372.19,1
INV0001047,SUB00134_1,ACCT00134,2024-12-01,381.79,1
INV0001048,SUB00134_1,ACCT00134,2025-01-01,360.2,1
INV0001049,SUB00134_1,ACCT00134,2025-02-01,374.81,1
INV0001050,SUB00134_1,ACCT00134,2025-03-01,390.31,1
INV0001051,SUB00134_1,ACCT00134,2025-04-01,395.9,1
INV0001052,SUB00134_2,ACCT00134,2025-05-01,360.23,1
INV0001053,SUB00134_2,ACCT00134,2025-06-01,383.81,1
INV0001054,SUB00134_2,ACCT00134,2025-07-01,357.46,1
INV0001055,SUB00134_2,ACCT00134,2025-08-01,392.8,1
INV0001056,SUB00135_1,ACCT00135,2025-03-01,93.59,1
INV0001057,SUB00135_1,ACCT00135,2025-04-01,91.73,1
INV0001058,SUB00135_1,ACCT00135,2025-05-01,91.18,1
INV0001059,SUB00135_1,ACCT00135,2025-06-01,93.71,1
INV0001060,SUB00135_1,ACCT00135,2025-07-01,96.36,1
INV0001061,SUB00135_1,ACCT00135,2025-08-01,93.89,1
INV0001062,SUB00135_2,ACCT00135,2025-08-01,102.53,1
INV0001063,SUB00136_1,ACCT00136,2024-09-01,89.11,1
INV0001064,SUB00136_1,ACCT00136,2024-10-01,88.9,1
INV0001065,SUB00136_1,ACCT00136,2024-11-01,91.94,1
INV0001066,SUB00136_1,ACCT00136,2024-12-01,89.47,1
INV0001067,SUB00136_1,ACCT00136,2025-01-01,86.84,1
INV0001068,SUB00136_1,ACCT00136,2025-02-01,87.54,1
INV0001069,SUB00136_1,ACCT00136,2025-03-01,82.85,1
INV0001070,SUB00137_1,ACCT00137,2025-04-01,79.71,1
INV0001071,SUB00137_1,ACCT00137,2025-05-01,82.92,1
INV0001072,SUB00137_1,ACCT00137,2025-06-01,83.79,1
INV0001073,SUB00137_1,ACCT00137,2025-07-01,82.91,1
INV0001074,SUB00137_1,ACCT00137,2025-08-01,83.29,1
INV0001075,SUB00138_1,ACCT00138,2024-09-01,393.57,1
INV0001076,SUB00138_1,ACCT00138,2024-10-01,384.82,1
INV0001077,SUB00138_1,ACCT00138,2024-11-01,361.52,1
INV0001078,SUB00138_1,ACCT00138,2024-12-01,390.24,1
INV0001079,SUB00138_1,ACCT00138,2025-01-01,389.86,0
INV0001080,SUB00138_1,ACCT00138,2025-02-01,381.74,1
INV0001081,SUB00139_1,ACCT00139,2024-10-01,397.14,1
INV0001082,SUB00139_1,ACCT00139,2024-11-01,387.95,1
INV0001083,SUB00139_1,ACCT00139,2024-12-01,399.76,1
INV0001084,SUB00139_1,ACCT00139,2025-01-01,388.35,1
INV0001085,SUB00140_1,ACCT00140,2025-03-01,368.93,1
INV0001086,SUB00140_1,ACCT00140,2025-04-01,380.13,0
INV0001087,SUB00140_1,ACCT00140,2025-05-01,371.18,1
INV0001088,SUB00140_1,ACCT00140,2025-06-01,370.56,1
INV0001089,SUB00140_2,ACCT00140,2025-07-01,97.27,1
INV0001090,SUB00140_2,ACCT00140,2025-08-01,92.48,1
INV0001091,SUB00141_1,ACCT00141,2024-09-01,366.93,1
INV0001092,SUB00141_1,ACCT00141,2024-10-01,358.61,1
INV0001093,SUB00142_1,ACCT00142,2024-10-01,353.57,1
INV0001094,SUB00142_1,ACCT00142,2024-11-01,354.49,1
INV0001095,SUB00142_1,ACCT00142,2024-12-01,365.33,1
INV0001096,SUB00142_1,ACCT00142,2025-01-01,377.44,1
INV0001097,SUB00142_1,ACCT00142,2025-02-01,349.71,1
INV0001098,SUB00142_1,ACCT00142,2025-03-01,346.63,1
INV0001099,SUB00142_1,ACCT00142,2025-04-01,374.34,1
INV0001100,SUB00142_1,ACCT00142,2025-05-01,368.27,1
INV0001101,SUB00142_1,ACCT00142,2025-06-01,361.65,1
INV0001102,SUB00142_1,ACCT00142,2025-07-01,343.27,1
INV0001103,SUB00142_1,ACCT00142,2025-08-01,370.94,1
INV0001104,SUB00143_1,ACCT00143,2025-01-01,87.79,1
INV0001105,SUB00143_1,ACCT00143,2025-02-01,94.39,1
INV0001106,SUB00143_1,ACCT00143,2025-03-01,91.27,1
INV0001107,SUB00143_1,ACCT00143,2025-04-01,92.05,1
INV0001108,SUB00143_1,ACCT00143,2025-05-01,90.85,1
INV0001109,SUB00143_1,ACCT00143,2025-06-01,89.59,1
INV0001110,SUB00143_1,ACCT00143,2025-07-01,90.8,1
INV0001111,SUB00143_1,ACCT00143,2025-08-01,93.5,1
INV0001112,SUB00144_1,ACCT00144,2025-05-01,1797.33,1
INV0001113,SUB00144_1,ACCT00144,2025-06-01,1833.36,1
INV0001114,SUB00144_1,ACCT00144,2025-07-01,1955.53,1
INV0001115,SUB00144_1,ACCT00144,2025-08-01,1930.82,1
INV0001116,SUB00145_1,ACCT00145,2025-03-01,98.48,1
INV0001117,SUB00145_1,ACCT00145,2025-04-01,89.82,1
INV0001118,SUB00145_1,ACCT00145,2025-05-01,90.57,1
INV0001119,SUB00145_1,ACCT00145,2025-06-01,93.08,1
INV0001120,SUB00145_1,ACCT00145,2025-07-01,93.55,1
INV0001121,SUB00145_1,ACCT00145,2025-08-01,93.98,1
INV0001122,SUB00146_1,ACCT00146,2024-11-01,98.97,1
INV0001123,SUB00146_1,ACCT00146,2024-12-01,100.41,1
INV0001124,SUB00146_1,ACCT00146,2025-01-01,92.91,1
INV0001125,SUB00146_1,ACCT00146,2025-02-01,98.93,1
INV0001126,SUB00146_2,ACCT00146,2025-03-01,97.78,1
INV0001127,SUB00146_2,ACCT00146,2025-04-01,97.51,1
INV0001128,SUB00146_2,ACCT00146,2025-05-01,104.39,1
INV0001129,SUB00146_2,ACCT00146,2025-06-01,98.42,1
INV0001130,SUB00146_2,ACCT00146,2025-07-01,103.04,1
INV0001131,SUB00146_2,ACCT00146,2025-08-01,107.14,1
INV0001132,SUB00147_1,ACCT00147,2024-09-01,360.08,1
INV0001133,SUB00147_1,ACCT00147,2024-10-01,363.78,1
INV0001134,SUB00147_1,ACCT00147,2024-11-01,362.84,0
INV0001135,SUB00147_1,ACCT00147,2024-12-01,365.23,1
INV0001136,SUB00148_1,ACCT00148,2024-09-01,379.78,0
INV0001137,SUB00148_1,ACCT00148,2024-10-01,373.5,1
INV0001138,SUB00148_1,ACCT00148,2024-11-01,365.31,1
INV0001139,SUB00148_1,ACCT00148,2024-12-01,364.34,1
INV0001140,SUB00148_1,ACCT00148,2025-01-01,354.44,1
INV0001141,SUB00148_1,ACCT00148,2025-02-01,367.72,1
INV0001142,SUB00148_1,ACCT00148,2025-03-01,350.27,1
INV0001143,SUB00148_1,ACCT00148,2025-04-01,355.36,1
INV0001144,SUB00148_1,ACCT00148,2025-05-01,364.82,1
INV0001145,SUB00148_1,ACCT00148,2025-06-01,355.75,1
INV0001146,SUB00148_2,ACCT00148,2025-07-01,82.82,1
INV0001147,SUB00148_2,ACCT00148,2025-08-01,86.21,1
INV0001148,SUB00149_1,ACCT00149,2024-10-01,91.53,1
INV0001149,SUB00149_1,ACCT00149,2024-11-01,95.97,1
INV0001150,SUB00149_1,ACCT00149,2024-12-01,94.97,1
INV0001151,SUB00149_1,ACCT00149,2025-01-01,90.69,1
INV0001152,SUB00149_1,ACCT00149,2025-02-01,95.48,1
INV0001153,SUB00149_2,ACCT00149,2025-03-01,367.27,1
INV0001154,SUB00149_2,ACCT00149,2025-04-01,361.84,1
INV0001155,SUB00149_2,ACCT00149,2025-05-01,357.57,1
INV0001156,SUB00149_2,ACCT00149,2025-06-01,355.11,1
INV0001157,SUB00149_2,ACCT00149,2025-07-01,380.31,1
INV0001158,SUB00149_2,ACCT00149,2025-08-01,361.57,1
INV0001159,SUB00150_1,ACCT00150,2024-10-01,97.25,1
INV0001160,SUB00150_1,ACCT00150,2024-11-01,96.26,1
INV0001161,SUB00150_1,ACCT00150,2024-12-01,93.69,1
INV0001162,SUB00150_1,ACCT00150,2025-01-01,95.62,1
INV0001163,SUB00150_1,ACCT00150,2025-02-01,98.77,0
INV0001164,SUB00150_1,ACCT00150,2025-03-01,98.06,1
INV0001165,SUB00150_1,ACCT00150,2025-04-01,98.02,1
INV0001166,SUB00150_1,ACCT00150,2025-05-01,97.47,1
INV0001167,SUB00150_1,ACCT00150,2025-06-01,94.52,0
INV0001168,SUB00150_1,ACCT00150,2025-07-01,97.27,1
INV0001169,SUB00150_1,ACCT00150,2025-08-01,99.89,1
INV0001170,SUB00151_1,ACCT00151,2025-02-01,99.24,1
INV0001171,SUB00151_1,ACCT00151,2025-03-01,92.41,1
INV0001172,SUB00151_1,ACCT00151,2025-04-01,97.0,1
INV0001173,SUB00151_1,ACCT00151,2025-05-01,93.7,1
INV0001174,SUB00151_1,ACCT00151,2025-06-01,96.59,1
INV0001175,SUB00151_1,ACCT00151,2025-07-01,105.85,1
INV0001176,SUB00151_1,ACCT00151,2025-08-01,98.02,1
INV0001177,SUB00152_1,ACCT00152,2024-10-01,317.38,1
INV0001178,SUB00152_1,ACCT00152,2024-11-01,309.79,1
INV0001179,SUB00152_1,ACCT00152,2024-12-01,323.4,1
INV0001180,SUB00152_1,ACCT00152,2025-01-01,338.42,1
INV0001181,SUB00152_1,ACCT00152,2025-02-01,317.59,1
INV0001182,SUB00152_1,ACCT00152,2025-03-01,330.14,1
INV0001183,SUB00152_1,ACCT00152,2025-04-01,328.0,1
INV0001184,SUB00152_1,ACCT00152,2025-05-01,320.03,1
INV0001185,SUB00152_1,ACCT00152,2025-06-01,332.95,1
INV0001186,SUB00152_1,ACCT00152,2025-07-01,321.76,1
INV0001187,SUB00152_1,ACCT00152,2025-08-01,318.34,1
INV0001188,SUB00153_1,ACCT00153,2024-09-01,92.16,1
INV0001189,SUB00153_1,ACCT00153,2024-10-01,94.78,1
INV0001190,SUB00153_1,ACCT00153,2024-11-01,99.5,1
INV0001191,SUB00154_1,ACCT00154,2025-01-01,362.24,1
INV0001192,SUB00154_1,ACCT00154,2025-02-01,344.46,0
INV0001193,SUB00154_1,ACCT00154,2025-03-01,352.51,1
INV0001194,SUB00154_1,ACCT00154,2025-04-01,343.05,1
INV0001195,SUB00154_1,ACCT00154,2025-05-01,342.2,1
INV0001196,SUB00155_1,ACCT00155,2025-02-01,347.96,1
INV0001197,SUB00155_1,ACCT00155,2025-03-01,372.46,1
INV0001198,SUB00155_1,ACCT00155,2025-04-01,362.04,1
INV0001199,SUB00155_1,ACCT00155,2025-05-01,366.13,1
INV0001200,SUB00155_1,ACCT00155,2025-06-01,340.39,1
INV0001201,SUB00155_1,ACCT00155,2025-07-01,372.49,1
INV0001202,SUB00155_1,ACCT00155,2025-08-01,352.66,1
INV0001203,SUB00156_1,ACCT00156,2024-12-01,94.63,1
INV0001204,SUB00156_1,ACCT00156,2025-01-01,99.5,1
INV0001205,SUB00156_1,ACCT00156,2025-02-01,95.01,1
INV0001206,SUB00156_1,ACCT00156,2025-03-01,95.21,1
INV0001207,SUB00156_1,ACCT00156,2025-04-01,100.91,1
INV0001208,SUB00156_1,ACCT00156,2025-05-01,91.33,1
INV0001209,SUB00156_1,ACCT00156,2025-06-01,97.91,1
INV0001210,SUB00156_1,ACCT00156,2025-07-01,101.82,0
INV0001211,SUB00156_1,ACCT00156,2025-08-01,103.23,1
INV0001212,SUB00157_1,ACCT00157,2025-04-01,399.16,1
INV0001213,SUB00157_1,ACCT00157,2025-05-01,366.03,1
INV0001214,SUB00157_1,ACCT00157,2025-06-01,384.99,1
INV0001215,SUB00157_1,ACCT00157,2025-07-01,393.3,1
INV0001216,SUB00157_1,ACCT00157,2025-08-01,386.82,1
INV0001217,SUB00158_1,ACCT00158,2024-12-01,1810.22,1
INV0001218,SUB00158_1,ACCT00158,2025-01-01,1772.84,1
INV0001219,SUB00158_1,ACCT00158,2025-02-01,1868.68,1
INV0001220,SUB00159_1,ACCT00159,2025-04-01,93.85,1
INV0001221,SUB00159_1,ACCT00159,2025-05-01,93.23,1
INV0001222,SUB00159_1,ACCT00159,2025-06-01,95.41,1
INV0001223,SUB00159_1,ACCT00159,2025-07-01,98.13,1
INV0001224,SUB00159_1,ACCT00159,2025-08-01,101.98,1
INV0001225,SUB00160_1,ACCT00160,2024-11-01,343.76,1
INV0001226,SUB00160_1,ACCT00160,2024-12-01,356.51,1
INV0001227,SUB00160_1,ACCT00160,2025-01-01,336.74,1
INV0001228,SUB00161_1,ACCT00161,2024-12-01,341.75,1
INV0001229,SUB00161_1,ACCT00161,2025-01-01,342.51,1
INV0001230,SUB00161_1,ACCT00161,2025-02-01,339.28,1
INV0001231,SUB00161_1,ACCT00161,2025-03-01,358.5,1
INV0001232,SUB00161_1,ACCT00161,2025-04-01,331.26,1
INV0001233,SUB00161_1,ACCT00161,2025-05-01,330.15,0
INV0001234,SUB00161_1,ACCT00161,2025-06-01,358.23,0
INV0001235,SUB00161_1,ACCT00161,2025-07-01,349.4,1
INV0001236,SUB00161_1,ACCT00161,2025-08-01,353.58,1
INV0001237,SUB00162_1,ACCT00162,2025-04-01,86.42,1
INV0001238,SUB00162_1,ACCT00162,2025-05-01,90.22,1
INV0001239,SUB00162_1,ACCT00162,2025-06-01,83.86,1
INV0001240,SUB00162_1,ACCT00162,2025-07-01,88.13,1
INV0001241,SUB00162_1,ACCT00162,2025-08-01,89.34,1
INV0001242,SUB00163_1,ACCT00163,2024-09-01,75.94,1
INV0001243,SUB00163_1,ACCT00163,2024-10-01,79.01,1
INV0001244,SUB00163_1,ACCT00163,2024-11-01,77.36,1
INV0001245,SUB00163_1,ACCT00163,2024-12-01,78.64,1
INV0001246,SUB00163_1,ACCT00163,2025-01-01,79.93,1
INV0001247,SUB00163_1,ACCT00163,2025-02-01,79.64,1
INV0001248,SUB00163_1,ACCT00163,2025-03-01,75.83,1
INV0001249,SUB00163_1,ACCT00163,2025-04-01,82.31,1
INV0001250,SUB00163_1,ACCT00163,2025-05-01,77.56,1
INV0001251,SUB00163_1,ACCT00163,2025-06-01,81.39,1
INV0001252,SUB00163_1,ACCT00163,2025-07-01,78.94,1
INV0001253,SUB00163_1,ACCT00163,2025-08-01,76.7,1
INV0001254,SUB00164_1,ACCT00164,2025-01-01,93.44,0
INV0001255,SUB00164_1,ACCT00164,2025-02-01,90.53,1
INV0001256,SUB00164_1,ACCT00164,2025-03-01,92.22,1
INV0001257,SUB00164_1,ACCT00164,2025-04-01,92.32,1
INV0001258,SUB00164_1,ACCT00164,2025-05-01,91.96,1
INV0001259,SUB00164_2,ACCT00164,2025-06-01,89.3,1
INV0001260,SUB00164_2,ACCT00164,2025-07-01,92.63,0
INV0001261,SUB00164_2,ACCT00164,2025-08-01,93.88,1
INV0001262,SUB00165_1,ACCT00165,2025-02-01,357.91,1
INV0001263,SUB00165_1,ACCT00165,2025-03-01,353.72,1
INV0001264,SUB00165_1,ACCT00165,2025-04-01,358.83,1
INV0001265,SUB00165_1,ACCT00165,2025-05-01,377.11,1
INV0001266,SUB00166_1,ACCT00166,2025-01-01,95.32,1
INV0001267,SUB00166_1,ACCT00166,2025-02-01,99.71,1
INV0001268,SUB00166_1,ACCT00166,2025-03-01,94.4,1
INV0001269,SUB00166_1,ACCT00166,2025-04-01,95.66,1
INV0001270,SUB00166_1,ACCT00166,2025-05-01,99.85,1
INV0001271,SUB00166_1,ACCT00166,2025-06-01,100.4,1
INV0001272,SUB00166_2,ACCT00166,2025-07-01,351.17,1
INV0001273,SUB00166_2,ACCT00166,2025-08-01,332.11,1
INV0001274,SUB00167_1,ACCT00167,2025-01-01,1863.11,1
INV0001275,SUB00167_1,ACCT00167,2025-02-01,1858.67,1
INV0001276,SUB00167_1,ACCT00167,2025-03-01,1803.29,1
INV0001277,SUB00167_1,ACCT00167,2025-04-01,1930.94,1
INV0001278,SUB00167_1,ACCT00167,2025-05-01,1884.46,1
INV0001279,SUB00167_1,ACCT00167,2025-06-01,1812.92,1
INV0001280,SUB00167_1,ACCT00167,2025-07-01,1797.14,1
INV0001281,SUB00167_2,ACCT00167,2025-08-01,363.72,1
INV0001282,SUB00168_1,ACCT00168,2025-04-01,1798.86,1
INV0001283,SUB00168_1,ACCT00168,2025-05-01,1948.77,1
INV0001284,SUB00168_1,ACCT00168,2025-06-01,1868.48,1
INV0001285,SUB00168_1,ACCT00168,2025-07-01,1822.85,1
INV0001286,SUB00168_2,ACCT00168,2025-07-01,88.75,1
INV0001287,SUB00168_2,ACCT00168,2025-08-01,85.04,1
INV0001288,SUB00169_1,ACCT00169,2025-03-01,1762.62,1
INV0001289,SUB00169_1,ACCT00169,2025-04-01,1778.81,1
INV0001290,SUB00169_1,ACCT00169,2025-05-01,1719.1,1
INV0001291,SUB00169_1,ACCT00169,2025-06-01,1791.59,1
INV0001292,SUB00169_1,ACCT00169,2025-07-01,1839.34,1
INV0001293,SUB00169_1,ACCT00169,2025-08-01,1825.66,1
INV0001294,SUB00170_1,ACCT00170,2025-04-01,90.53,1
INV0001295,SUB00170_1,ACCT00170,2025-05-01,92.85,1
INV0001296,SUB00170_1,ACCT00170,2025-06-01,87.77,1
INV0001297,SUB00170_1,ACCT00170,2025-07-01,90.24,1
INV0001298,SUB00170_1,ACCT00170,2025-08-01,93.71,1
INV0001299,SUB00171_1,ACCT00171,2025-02-01,1871.88,1
INV0001300,SUB00171_1,ACCT00171,2025-03-01,1943.33,0
INV0001301,SUB00171_1,ACCT00171,2025-04-01,1979.92,1
INV0001302,SUB00171_1,ACCT00171,2025-05-01,1939.64,1
INV0001303,SUB00171_1,ACCT00171,2025-06-01,2034.11,1
INV0001304,SUB00171_1,ACCT00171,2025-07-01,1909.83,1
INV0001305,SUB00171_2,ACCT00171,2025-07-01,1739.79,1
INV0001306,SUB00171_2,ACCT00171,2025-08-01,1693.3,1
INV0001307,SUB00172_1,ACCT00172,2024-09-01,370.73,1
INV0001308,SUB00172_1,ACCT00172,2024-10-01,369.58,1
INV0001309,SUB00172_1,ACCT00172,2024-11-01,359.19,1
INV0001310,SUB00172_1,ACCT00172,2024-12-01,372.49,1
INV0001311,SUB00172_1,ACCT00172,2025-01-01,385.6,1
INV0001312,SUB00172_1,ACCT00172,2025-02-01,362.46,0
INV0001313,SUB00172_1,ACCT00172,2025-03-01,382.84,1
INV0001314,SUB00172_1,ACCT00172,2025-04-01,376.22,1
INV0001315,SUB00172_1,ACCT00172,2025-05-01,366.26,1
