account_id,month,feature,monthly_uses
ACCT00049,2024-10-01,Alerts,8
ACCT00049,2024-10-01,AI_Assist,26
ACCT00049,2024-11-01,Dashboards,24
ACCT00049,2024-11-01,API,19
ACCT00049,2024-11-01,SSO,15
ACCT00049,2024-11-01,Exports,24
ACCT00049,2024-11-01,Alerts,21
ACCT00049,2024-11-01,AI_Assist,24
ACCT00049,2024-12-01,Dashboards,20
ACCT00049,2024-12-01,API,18
ACCT00049,2024-12-01,SSO,36
ACCT00049,2024-12-01,Exports,19
ACCT00049,2024-12-01,Alerts,25
ACCT00049,2024-12-01,AI_Assist,34
ACCT00049,2025-01-01,Dashboards,18
ACCT00049,2025-01-01,API,34
ACCT00049,2025-01-01,SSO,30
ACCT00049,2025-01-01,Exports,28
ACCT00049,2025-01-01,Alerts,31
ACCT00049,2025-01-01,AI_Assist,22
ACCT00049,2025-02-01,Dashboards,18
ACCT00049,2025-02-01,API,44
ACCT00049,2025-02-01,SSO,30
ACCT00049,2025-02-01,Exports,38
ACCT00049,2025-02-01,Alerts,39
ACCT00049,2025-02-01,AI_Assist,34
ACCT00049,2025-03-01,Dashboards,36
ACCT00049,2025-03-01,API,38
ACCT00049,2025-03-01,SSO,43
ACCT00049,2025-03-01,Exports,36
ACCT00049,2025-03-01,Alerts,41
ACCT00049,2025-03-01,AI_Assist,31
ACCT00049,2025-04-01,Dashboards,30
ACCT00049,2025-04-01,API,33
ACCT00049,2025-04-01,SSO,35
ACCT00049,2025-04-01,Exports,36
ACCT00049,2025-04-01,Alerts,45
ACCT00049,2025-04-01,AI_Assist,38
ACCT00049,2025-05-01,Dashboards,30
ACCT00049,2025-05-01,API,42
ACCT00049,2025-05-01,SSO,32
ACCT00049,2025-05-01,Exports,32
ACCT00049,2025-05-01,Alerts,33
ACCT00049,2025-05-01,AI_Assist,27
ACCT00049,2025-06-01,Dashboards,18
ACCT00049,2025-06-01,API,26
ACCT00049,2025-06-01,SSO,24
ACCT00049,2025-06-01,Exports,20
ACCT00049,2025-06-01,Alerts,26
ACCT00049,2025-06-01,AI_Assist,24
ACCT00049,2025-07-01,Dashboards,18
ACCT00049,2025-07-01,API,10
ACCT00049,2025-07-01,SSO,21
ACCT00049,2025-07-01,Exports,33
ACCT00049,2025-07-01,Alerts,27
ACCT00049,2025-07-01,AI_Assist,29
ACCT00049,2025-08-01,Dashboards,19
ACCT00049,2025-08-01,API,26
ACCT00049,2025-08-01,SSO,14
ACCT00049,2025-08-01,Exports,16
ACCT00049,2025-08-01,Alerts,22
ACCT00049,2025-08-01,AI_Assist,10
ACCT00050,2024-09-01,Dashboards,16
ACCT00050,2024-09-01,API,17
ACCT00050,2024-09-01,SSO,25
ACCT00050,2024-09-01,Exports,12
ACCT00050,2024-09-01,Alerts,18
ACCT00050,2024-09-01,AI_Assist,12
ACCT00050,2024-10-01,Dashboards,13
ACCT00050,2024-10-01,API,1
ACCT00050,2024-10-01,SSO,11
ACCT00050,2024-10-01,Exports,23
ACCT00050,2024-10-01,Alerts,19
ACCT00050,2024-10-01,AI_Assist,17
ACCT00050,2024-11-01,Dashboards,33
ACCT00050,2024-11-01,API,22
ACCT00050,2024-11-01,SSO,12
ACCT00050,2024-11-01,Exports,18
ACCT00050,2024-11-01,Alerts,19
ACCT00050,2024-11-01,AI_Assist,28
ACCT00050,2024-12-01,Dashboards,17
ACCT00050,2024-12-01,API,25
ACCT00050,2024-12-01,SSO,28
ACCT00050,2024-12-01,Exports,18
ACCT00050,2024-12-01,Alerts,23
ACCT00050,2024-12-01,AI_Assist,11
ACCT00050,2025-01-01,Dashboards,27
ACCT00050,2025-01-01,API,13
ACCT00050,2025-01-01,SSO,24
ACCT00050,2025-01-01,Exports,36
ACCT00050,2025-01-01,Alerts,28
ACCT00050,2025-01-01,AI_Assist,26
ACCT00050,2025-02-01,Dashboards,29
ACCT00050,2025-02-01,API,41
ACCT00050,2025-02-01,SSO,32
ACCT00050,2025-02-01,Exports,34
ACCT00050,2025-02-01,Alerts,26
ACCT00050,2025-02-01,AI_Assist,26
ACCT00050,2025-03-01,Dashboards,23
ACCT00050,2025-03-01,API,28
ACCT00050,2025-03-01,SSO,25
ACCT00050,2025-03-01,Exports,35
ACCT00050,2025-03-01,Alerts,33
ACCT00050,2025-03-01,AI_Assist,29
ACCT00050,2025-04-01,Dashboards,25
ACCT00050,2025-04-01,API,12
ACCT00050,2025-04-01,SSO,25
ACCT00050,2025-04-01,Exports,30
ACCT00050,2025-04-01,Alerts,32
ACCT00050,2025-04-01,AI_Assist,11
ACCT00050,2025-05-01,Dashboards,12
ACCT00050,2025-05-01,API,27
ACCT00050,2025-05-01,SSO,20
ACCT00050,2025-05-01,Exports,25
ACCT00050,2025-05-01,Alerts,23
ACCT00050,2025-05-01,AI_Assist,29
ACCT00050,2025-06-01,Dashboards,12
ACCT00050,2025-06-01,API,19
ACCT00050,2025-06-01,SSO,28
ACCT00050,2025-06-01,Exports,24
ACCT00050,2025-06-01,Alerts,18
ACCT00050,2025-06-01,AI_Assist,25
ACCT00050,2025-07-01,Dashboards,21
ACCT00050,2025-07-01,API,14
ACCT00050,2025-07-01,SSO,23
ACCT00050,2025-07-01,Exports,23
ACCT00050,2025-07-01,Alerts,18
ACCT00050,2025-07-01,AI_Assist,24
ACCT00050,2025-08-01,Dashboards,10
ACCT00050,2025-08-01,API,21
ACCT00050,2025-08-01,SSO,15
ACCT00050,2025-08-01,Exports,11
ACCT00050,2025-08-01,Alerts,13
ACCT00050,2025-08-01,AI_Assist,23
ACCT00051,2024-09-01,Dashboards,30
ACCT00051,2024-09-01,API,26
ACCT00051,2024-09-01,SSO,24
ACCT00051,2024-09-01,Exports,46
ACCT00051,2024-09-01,Alerts,61
ACCT00051,2024-09-01,AI_Assist,50
ACCT00051,2024-10-01,Dashboards,42
ACCT00051,2024-10-01,API,45
ACCT00051,2024-10-01,SSO,32
ACCT00051,2024-10-01,Exports,30
ACCT00051,2024-10-01,Alerts,22
ACCT00051,2024-10-01,AI_Assist,53
ACCT00051,2024-11-01,Dashboards,37
ACCT00051,2024-11-01,API,33
ACCT00051,2024-11-01,SSO,34
ACCT00051,2024-11-01,Exports,44
ACCT00051,2024-11-01,Alerts,35
ACCT00051,2024-11-01,AI_Assist,41
ACCT00051,2024-12-01,Dashboards,51
ACCT00051,2024-12-01,API,65
ACCT00051,2024-12-01,SSO,34
ACCT00051,2024-12-01,Exports,52
ACCT00051,2024-12-01,Alerts,40
ACCT00051,2024-12-01,AI_Assist,43
ACCT00051,2025-01-01,Dashboards,76
ACCT00051,2025-01-01,API,64
ACCT00051,2025-01-01,SSO,51
ACCT00051,2025-01-01,Exports,62
ACCT00051,2025-01-01,Alerts,56
ACCT00051,2025-01-01,AI_Assist,69
ACCT00051,2025-02-01,Dashboards,55
ACCT00051,2025-02-01,API,67
ACCT00051,2025-02-01,SSO,59
ACCT00051,2025-02-01,Exports,61
ACCT00051,2025-02-01,Alerts,59
ACCT00051,2025-02-01,AI_Assist,54
ACCT00051,2025-03-01,Dashboards,65
ACCT00051,2025-03-01,API,75
ACCT00051,2025-03-01,SSO,56
ACCT00051,2025-03-01,Exports,59
ACCT00051,2025-03-01,Alerts,68
ACCT00051,2025-03-01,AI_Assist,54
ACCT00051,2025-04-01,Dashboards,72
ACCT00051,2025-04-01,API,70
ACCT00051,2025-04-01,SSO,34
ACCT00051,2025-04-01,Exports,53
ACCT00051,2025-04-01,Alerts,48
ACCT00051,2025-04-01,AI_Assist,71
ACCT00051,2025-05-01,Dashboards,67
ACCT00051,2025-05-01,API,41
ACCT00051,2025-05-01,SSO,48
ACCT00051,2025-05-01,Exports,55
ACCT00051,2025-05-01,Alerts,51
ACCT00051,2025-05-01,AI_Assist,65
ACCT00051,2025-06-01,Dashboards,60
ACCT00051,2025-06-01,API,56
ACCT00051,2025-06-01,SSO,62
ACCT00051,2025-06-01,Exports,60
ACCT00051,2025-06-01,Alerts,48
ACCT00051,2025-06-01,AI_Assist,43
ACCT00051,2025-07-01,Dashboards,32
ACCT00051,2025-07-01,API,51
ACCT00051,2025-07-01,SSO,52
ACCT00051,2025-07-01,Exports,54
ACCT00051,2025-07-01,Alerts,37
ACCT00051,2025-07-01,AI_Assist,37
ACCT00051,2025-08-01,Dashboards,39
ACCT00051,2025-08-01,API,51
ACCT00051,2025-08-01,SSO,40
ACCT00051,2025-08-01,Exports,39
ACCT00051,2025-08-01,Alerts,26
ACCT00051,2025-08-01,AI_Assist,41
ACCT00052,2024-09-01,Dashboards,15
ACCT00052,2024-09-01,API,8
ACCT00052,2024-09-01,SSO,20
ACCT00052,2024-09-01,Exports,8
ACCT00052,2024-09-01,Alerts,16
ACCT00052,2024-09-01,AI_Assist,11
ACCT00052,2024-10-01,Dashboards,14
ACCT00052,2024-10-01,API,9
ACCT00052,2024-10-01,SSO,10
ACCT00052,2024-10-01,Exports,16
ACCT00052,2024-10-01,Alerts,12
ACCT00052,2024-10-01,AI_Assist,11
ACCT00052,2024-11-01,Dashboards,19
ACCT00052,2024-11-01,API,18
ACCT00052,2024-11-01,SSO,16
ACCT00052,2024-11-01,Exports,16
ACCT00052,2024-11-01,Alerts,22
ACCT00052,2024-11-01,AI_Assist,14
ACCT00052,2024-12-01,Dashboards,19
ACCT00052,2024-12-01,API,19
ACCT00052,2024-12-01,SSO,11
ACCT00052,2024-12-01,Exports,9
ACCT00052,2024-12-01,Alerts,18
ACCT00052,2024-12-01,AI_Assist,21
ACCT00052,2025-01-01,Dashboards,21
ACCT00052,2025-01-01,API,18
ACCT00052,2025-01-01,SSO,17
ACCT00052,2025-01-01,Exports,24
ACCT00052,2025-01-01,Alerts,19
ACCT00052,2025-01-01,AI_Assist,13
ACCT00052,2025-02-01,Dashboards,25
ACCT00052,2025-02-01,API,23
ACCT00052,2025-02-01,SSO,24
ACCT00052,2025-02-01,Exports,27
ACCT00052,2025-02-01,Alerts,28
ACCT00052,2025-02-01,AI_Assist,25
ACCT00052,2025-03-01,Dashboards,22
ACCT00052,2025-03-01,API,14
ACCT00052,2025-03-01,SSO,24
ACCT00052,2025-03-01,Exports,22
ACCT00052,2025-03-01,Alerts,29
ACCT00052,2025-03-01,AI_Assist,29
ACCT00052,2025-04-01,Dashboards,24
ACCT00052,2025-04-01,API,28
ACCT00052,2025-04-01,SSO,22
ACCT00052,2025-04-01,Exports,22
ACCT00052,2025-04-01,Alerts,18
ACCT00052,2025-04-01,AI_Assist,21
ACCT00052,2025-05-01,Dashboards,21
ACCT00052,2025-05-01,API,25
ACCT00052,2025-05-01,SSO,17
ACCT00052,2025-05-01,Exports,24
ACCT00052,2025-05-01,Alerts,31
ACCT00052,2025-05-01,AI_Assist,14
ACCT00052,2025-06-01,Dashboards,16
ACCT00052,2025-06-01,API,18
ACCT00052,2025-06-01,SSO,22
ACCT00052,2025-06-01,Exports,26
ACCT00052,2025-06-01,Alerts,23
ACCT00052,2025-06-01,AI_Assist,17
ACCT00052,2025-07-01,Dashboards,11
ACCT00052,2025-07-01,API,15
ACCT00052,2025-07-01,SSO,15
ACCT00052,2025-07-01,Exports,16
ACCT00052,2025-07-01,Alerts,11
ACCT00052,2025-07-01,AI_Assist,22
ACCT00052,2025-08-01,Dashboards,10
ACCT00052,2025-08-01,API,16
ACCT00052,2025-08-01,SSO,14
ACCT00052,2025-08-01,Exports,8
ACCT00052,2025-08-01,Alerts,13
ACCT00052,2025-08-01,AI_Assist,13
ACCT00053,2024-09-01,Dashboards,30
ACCT00053,2024-09-01,API,19
ACCT00053,2024-09-01,SSO,45
ACCT00053,2024-09-01,Exports,33
ACCT00053,2024-09-01,Alerts,16
ACCT00053,2024-09-01,AI_Assist,3
ACCT00053,2024-10-01,Dashboards,35
ACCT00053,2024-10-01,API,27
ACCT00053,2024-10-01,SSO,25
ACCT00053,2024-10-01,Exports,17
ACCT00053,2024-10-01,Alerts,13
ACCT00053,2024-10-01,AI_Assist,9
ACCT00053,2024-11-01,Dashboards,50
ACCT00053,2024-11-01,API,42
ACCT00053,2024-11-01,SSO,24
ACCT00053,2024-11-01,Exports,44
ACCT00053,2024-11-01,Alerts,13
ACCT00053,2024-11-01,AI_Assist,34
ACCT00053,2024-12-01,Dashboards,39
ACCT00053,2024-12-01,API,26
ACCT00053,2024-12-01,SSO,30
ACCT00053,2024-12-01,Exports,25
ACCT00053,2024-12-01,Alerts,34
ACCT00053,2024-12-01,AI_Assist,45
ACCT00053,2025-01-01,Dashboards,47
ACCT00053,2025-01-01,API,42
ACCT00053,2025-01-01,SSO,48
ACCT00053,2025-01-01,Exports,24
ACCT00053,2025-01-01,Alerts,56
ACCT00053,2025-01-01,AI_Assist,38
ACCT00053,2025-02-01,Dashboards,31
ACCT00053,2025-02-01,API,39
ACCT00053,2025-02-01,SSO,37
ACCT00053,2025-02-01,Exports,43
ACCT00053,2025-02-01,Alerts,45
ACCT00053,2025-02-01,AI_Assist,23
ACCT00053,2025-03-01,Dashboards,54
ACCT00053,2025-03-01,API,58
ACCT00053,2025-03-01,SSO,35
ACCT00053,2025-03-01,Exports,56
ACCT00053,2025-03-01,Alerts,54
ACCT00053,2025-03-01,AI_Assist,52
ACCT00053,2025-04-01,Dashboards,56
ACCT00053,2025-04-01,API,31
ACCT00053,2025-04-01,SSO,48
ACCT00053,2025-04-01,Exports,34
ACCT00053,2025-04-01,Alerts,62
ACCT00053,2025-04-01,AI_Assist,34
ACCT00053,2025-05-01,Dashboards,28
ACCT00053,2025-05-01,API,48
ACCT00053,2025-05-01,SSO,44
ACCT00053,2025-05-01,Exports,39
ACCT00053,2025-05-01,Alerts,40
ACCT00053,2025-05-01,AI_Assist,44
ACCT00053,2025-06-01,Dashboards,48
ACCT00053,2025-06-01,API,28
ACCT00053,2025-06-01,SSO,29
ACCT00053,2025-06-01,Exports,29
ACCT00053,2025-06-01,Alerts,33
ACCT00053,2025-06-01,AI_Assist,34
ACCT00053,2025-07-01,Dashboards,18
ACCT00053,2025-07-01,API,31
ACCT00053,2025-07-01,SSO,18
ACCT00053,2025-07-01,Exports,26
ACCT00053,2025-07-01,Alerts,26
ACCT00053,2025-07-01,AI_Assist,26
ACCT00053,2025-08-01,Dashboards,37
ACCT00053,2025-08-01,API,39
ACCT00053,2025-08-01,SSO,34
ACCT00053,2025-08-01,Exports,38
ACCT00053,2025-08-01,Alerts,22
ACCT00053,2025-08-01,AI_Assist,37
ACCT00054,2024-09-01,Dashboards,26
ACCT00054,2024-09-01,API,29
ACCT00054,2024-09-01,SSO,29
ACCT00054,2024-09-01,Exports,14
ACCT00054,2024-09-01,Alerts,21
ACCT00054,2024-09-01,AI_Assist,25
ACCT00054,2024-10-01,Dashboards,32
ACCT00054,2024-10-01,API,27
ACCT00054,2024-10-01,SSO,20
ACCT00054,2024-10-01,Exports,17
ACCT00054,2024-10-01,Alerts,28
ACCT00054,2024-10-01,AI_Assist,17
ACCT00054,2024-11-01,Dashboards,21
ACCT00054,2024-11-01,API,32
ACCT00054,2024-11-01,SSO,34
ACCT00054,2024-11-01,Exports,25
ACCT00054,2024-11-01,Alerts,15
ACCT00054,2024-11-01,AI_Assist,35
ACCT00054,2024-12-01,Dashboards,46
ACCT00054,2024-12-01,API,35
ACCT00054,2024-12-01,SSO,35
ACCT00054,2024-12-01,Exports,16
ACCT00054,2024-12-01,Alerts,47
ACCT00054,2024-12-01,AI_Assist,28
ACCT00054,2025-01-01,Dashboards,51
ACCT00054,2025-01-01,API,39
ACCT00054,2025-01-01,SSO,43
ACCT00054,2025-01-01,Exports,43
ACCT00054,2025-01-01,Alerts,27
ACCT00054,2025-01-01,AI_Assist,71
ACCT00054,2025-02-01,Dashboards,33
ACCT00054,2025-02-01,API,50
ACCT00054,2025-02-01,SSO,41
ACCT00054,2025-02-01,Exports,46
ACCT00054,2025-02-01,Alerts,62
ACCT00054,2025-02-01,AI_Assist,30
ACCT00054,2025-03-01,Dashboards,49
ACCT00054,2025-03-01,API,55
ACCT00054,2025-03-01,SSO,51
ACCT00054,2025-03-01,Exports,54
ACCT00054,2025-03-01,Alerts,43
ACCT00054,2025-03-01,AI_Assist,34
ACCT00054,2025-04-01,Dashboards,36
ACCT00054,2025-04-01,API,45
ACCT00054,2025-04-01,SSO,56
ACCT00054,2025-04-01,Exports,49
ACCT00054,2025-04-01,Alerts,64
ACCT00054,2025-04-01,AI_Assist,50
ACCT00054,2025-05-01,Dashboards,46
ACCT00054,2025-05-01,API,46
ACCT00054,2025-05-01,SSO,27
ACCT00054,2025-05-01,Exports,50
ACCT00054,2025-05-01,Alerts,34
ACCT00054,2025-05-01,AI_Assist,41
ACCT00054,2025-06-01,Dashboards,61
ACCT00054,2025-06-01,API,26
ACCT00054,2025-06-01,SSO,40
ACCT00054,2025-06-01,Exports,41
ACCT00054,2025-06-01,Alerts,40
ACCT00054,2025-06-01,AI_Assist,39
ACCT00054,2025-07-01,Dashboards,27
ACCT00054,2025-07-01,API,52
ACCT00054,2025-07-01,SSO,13
ACCT00054,2025-07-01,Exports,23
ACCT00054,2025-07-01,Alerts,47
ACCT00054,2025-07-01,AI_Assist,38
ACCT00054,2025-08-01,Dashboards,21
ACCT00054,2025-08-01,API,20
ACCT00054,2025-08-01,SSO,26
ACCT00054,2025-08-01,Exports,54
ACCT00054,2025-08-01,Alerts,33
ACCT00054,2025-08-01,AI_Assist,18
ACCT00055,2024-09-01,Dashboards,14
ACCT00055,2024-09-01,API,29
ACCT00055,2024-09-01,SSO,20
ACCT00055,2024-09-01,Exports,27
ACCT00055,2024-09-01,Alerts,19
ACCT00055,2024-09-01,AI_Assist,32
ACCT00055,2024-10-01,Dashboards,22
ACCT00055,2024-10-01,API,21
ACCT00055,2024-10-01,SSO,13
ACCT00055,2024-10-01,Exports,17
ACCT00055,2024-10-01,Alerts,22
ACCT00055,2024-10-01,AI_Assist,16
ACCT00055,2024-11-01,Dashboards,39
ACCT00055,2024-11-01,API,22
ACCT00055,2024-11-01,SSO,17
ACCT00055,2024-11-01,Exports,29
ACCT00055,2024-11-01,Alerts,19
ACCT00055,2024-11-01,AI_Assist,25
ACCT00055,2024-12-01,Dashboards,26
ACCT00055,2024-12-01,API,22
ACCT00055,2024-12-01,SSO,36
ACCT00055,2024-12-01,Exports,27
ACCT00055,2024-12-01,Alerts,34
ACCT00055,2024-12-01,AI_Assist,24
ACCT00055,2025-01-01,Dashboards,21
ACCT00055,2025-01-01,API,22
ACCT00055,2025-01-01,SSO,27
ACCT00055,2025-01-01,Exports,29
ACCT00055,2025-01-01,Alerts,31
ACCT00055,2025-01-01,AI_Assist,34
ACCT00055,2025-02-01,Dashboards,25
ACCT00055,2025-02-01,API,35
ACCT00055,2025-02-01,SSO,25
ACCT00055,2025-02-01,Exports,29
ACCT00055,2025-02-01,Alerts,51
ACCT00055,2025-02-01,AI_Assist,42
ACCT00055,2025-03-01,Dashboards,32
ACCT00055,2025-03-01,API,47
ACCT00055,2025-03-01,SSO,44
ACCT00055,2025-03-01,Exports,41
ACCT00055,2025-03-01,Alerts,45
ACCT00055,2025-03-01,AI_Assist,33
ACCT00055,2025-04-01,Dashboards,33
ACCT00055,2025-04-01,API,28
ACCT00055,2025-04-01,SSO,37
ACCT00055,2025-04-01,Exports,25
ACCT00055,2025-04-01,Alerts,30
ACCT00055,2025-04-01,AI_Assist,37
ACCT00055,2025-05-01,Dashboards,27
ACCT00055,2025-05-01,API,33
ACCT00055,2025-05-01,SSO,43
ACCT00055,2025-05-01,Exports,24
ACCT00055,2025-05-01,Alerts,40
ACCT00055,2025-05-01,AI_Assist,26
ACCT00055,2025-06-01,Dashboards,20
ACCT00055,2025-06-01,API,28
ACCT00055,2025-06-01,SSO,33
ACCT00055,2025-06-01,Exports,22
ACCT00055,2025-06-01,Alerts,22
ACCT00055,2025-06-01,AI_Assist,24
ACCT00055,2025-07-01,Dashboards,18
ACCT00055,2025-07-01,API,24
ACCT00055,2025-07-01,SSO,18
ACCT00055,2025-07-01,Exports,21
ACCT00055,2025-07-01,Alerts,25
ACCT00055,2025-07-01,AI_Assist,20
ACCT00055,2025-08-01,Dashboards,27
ACCT00055,2025-08-01,API,15
ACCT00055,2025-08-01,SSO,14
ACCT00055,2025-08-01,Exports,33
ACCT00055,2025-08-01,Alerts,30
ACCT00055,2025-08-01,AI_Assist,20
ACCT00056,2024-09-01,Dashboards,25
ACCT00056,2024-09-01,API,21
ACCT00056,2024-09-01,SSO,16
ACCT00056,2024-09-01,Exports,24
ACCT00056,2024-09-01,Alerts,21
ACCT00056,2024-09-01,AI_Assist,28
ACCT00056,2024-10-01,Dashboards,7
ACCT00056,2024-10-01,API,26
ACCT00056,2024-10-01,SSO,21
ACCT00056,2024-10-01,Exports,15
ACCT00056,2024-10-01,Alerts,17
ACCT00056,2024-10-01,AI_Assist,17
ACCT00056,2024-11-01,Dashboards,14
ACCT00056,2024-11-01,API,19
ACCT00056,2024-11-01,SSO,29
ACCT00056,2024-11-01,Exports,13
ACCT00056,2024-11-01,Alerts,21
ACCT00056,2024-11-01,AI_Assist,7
ACCT00056,2024-12-01,Dashboards,23
ACCT00056,2024-12-01,API,30
ACCT00056,2024-12-01,SSO,27
ACCT00056,2024-12-01,Exports,28
ACCT00056,2024-12-01,Alerts,20
ACCT00056,2024-12-01,AI_Assist,31
ACCT00056,2025-01-01,Dashboards,25
ACCT00056,2025-01-01,API,38
ACCT00056,2025-01-01,SSO,33
ACCT00056,2025-01-01,Exports,29
ACCT00056,2025-01-01,Alerts,42
ACCT00056,2025-01-01,AI_Assist,29
ACCT00056,2025-02-01,Dashboards,42
ACCT00056,2025-02-01,API,36
ACCT00056,2025-02-01,SSO,35
ACCT00056,2025-02-01,Exports,42
ACCT00056,2025-02-01,Alerts,38
ACCT00056,2025-02-01,AI_Assist,35
ACCT00056,2025-03-01,Dashboards,35
ACCT00056,2025-03-01,API,37
ACCT00056,2025-03-01,SSO,37
ACCT00056,2025-03-01,Exports,34
ACCT00056,2025-03-01,Alerts,29
ACCT00056,2025-03-01,AI_Assist,18
ACCT00056,2025-04-01,Dashboards,34
ACCT00056,2025-04-01,API,33
ACCT00056,2025-04-01,SSO,43
ACCT00056,2025-04-01,Exports,38
ACCT00056,2025-04-01,Alerts,43
ACCT00056,2025-04-01,AI_Assist,47
ACCT00056,2025-05-01,Dashboards,31
ACCT00056,2025-05-01,API,26
ACCT00056,2025-05-01,SSO,37
ACCT00056,2025-05-01,Exports,28
ACCT00056,2025-05-01,Alerts,30
ACCT00056,2025-05-01,AI_Assist,42
ACCT00056,2025-06-01,Dashboards,31
ACCT00056,2025-06-01,API,35
ACCT00056,2025-06-01,SSO,18
ACCT00056,2025-06-01,Exports,28
ACCT00056,2025-06-01,Alerts,35
ACCT00056,2025-06-01,AI_Assist,19
ACCT00056,2025-07-01,Dashboards,25
ACCT00056,2025-07-01,API,26
ACCT00056,2025-07-01,SSO,7
ACCT00056,2025-07-01,Exports,34
ACCT00056,2025-07-01,Alerts,18
ACCT00056,2025-07-01,AI_Assist,22
ACCT00056,2025-08-01,Dashboards,32
ACCT00056,2025-08-01,API,8
ACCT00056,2025-08-01,SSO,23
ACCT00056,2025-08-01,Exports,17
ACCT00056,2025-08-01,Alerts,21
ACCT00056,2025-08-01,AI_Assist,15
ACCT00057,2024-09-01,Dashboards,18
ACCT00057,2024-09-01,API,35
ACCT00057,2024-09-01,SSO,37
ACCT00057,2024-09-01,Exports,30
ACCT00057,2024-09-01,Alerts,28
ACCT00057,2024-09-01,AI_Assist,28
ACCT00057,2024-10-01,Dashboards,44
ACCT00057,2024-10-01,API,38
ACCT00057,2024-10-01,SSO,32
ACCT00057,2024-10-01,Exports,21
ACCT00057,2024-10-01,Alerts,35
ACCT00057,2024-10-01,AI_Assist,39
ACCT00057,2024-11-01,Dashboards,37
ACCT00057,2024-11-01,API,54
ACCT00057,2024-11-01,SSO,16
ACCT00057,2024-11-01,Exports,66
ACCT00057,2024-11-01,Alerts,36
ACCT00057,2024-11-01,AI_Assist,25
ACCT00057,2024-12-01,Dashboards,25
ACCT00057,2024-12-01,API,54
ACCT00057,2024-12-01,SSO,51
ACCT00057,2024-12-01,Exports,42
ACCT00057,2024-12-01,Alerts,44
ACCT00057,2024-12-01,AI_Assist,46
ACCT00057,2025-01-01,Dashboards,47
ACCT00057,2025-01-01,API,64
ACCT00057,2025-01-01,SSO,58
ACCT00057,2025-01-01,Exports,50
ACCT00057,2025-01-01,Alerts,33
ACCT00057,2025-01-01,AI_Assist,67
ACCT00057,2025-02-01,Dashboards,51
ACCT00057,2025-02-01,API,45
ACCT00057,2025-02-01,SSO,71
ACCT00057,2025-02-01,Exports,62
ACCT00057,2025-02-01,Alerts,34
ACCT00057,2025-02-01,AI_Assist,38
ACCT00057,2025-03-01,Dashboards,54
ACCT00057,2025-03-01,API,44
ACCT00057,2025-03-01,SSO,56
ACCT00057,2025-03-01,Exports,87
ACCT00057,2025-03-01,Alerts,92
ACCT00057,2025-03-01,AI_Assist,58
ACCT00057,2025-04-01,Dashboards,65
ACCT00057,2025-04-01,API,66
ACCT00057,2025-04-01,SSO,55
ACCT00057,2025-04-01,Exports,40
ACCT00057,2025-04-01,Alerts,68
ACCT00057,2025-04-01,AI_Assist,54
ACCT00057,2025-05-01,Dashboards,56
ACCT00057,2025-05-01,API,59
ACCT00057,2025-05-01,SSO,42
ACCT00057,2025-05-01,Exports,70
ACCT00057,2025-05-01,Alerts,52
ACCT00057,2025-05-01,AI_Assist,54
ACCT00057,2025-06-01,Dashboards,40
ACCT00057,2025-06-01,API,53
ACCT00057,2025-06-01,SSO,56
ACCT00057,2025-06-01,Exports,38
ACCT00057,2025-06-01,Alerts,51
ACCT00057,2025-06-01,AI_Assist,40
ACCT00057,2025-07-01,Dashboards,24
ACCT00057,2025-07-01,API,34
ACCT00057,2025-07-01,SSO,45
ACCT00057,2025-07-01,Exports,44
ACCT00057,2025-07-01,Alerts,50
ACCT00057,2025-07-01,AI_Assist,30
ACCT00057,2025-08-01,Dashboards,30
ACCT00057,2025-08-01,API,34
ACCT00057,2025-08-01,SSO,40
ACCT00057,2025-08-01,Exports,32
ACCT00057,2025-08-01,Alerts,22
ACCT00057,2025-08-01,AI_Assist,15
ACCT00058,2024-09-01,Dashboards,32
ACCT00058,2024-09-01,API,32
ACCT00058,2024-09-01,SSO,17
ACCT00058,2024-09-01,Exports,35
ACCT00058,2024-09-01,Alerts,22
ACCT00058,2024-09-01,AI_Assist,26
ACCT00058,2024-10-01,Dashboards,34
ACCT00058,2024-10-01,API,20
ACCT00058,2024-10-01,SSO,18
ACCT00058,2024-10-01,Exports,10
ACCT00058,2024-10-01,Alerts,27
ACCT00058,2024-10-01,AI_Assist,28
ACCT00058,2024-11-01,Dashboards,35
ACCT00058,2024-11-01,API,33
ACCT00058,2024-11-01,SSO,29
ACCT00058,2024-11-01,Exports,37
ACCT00058,2024-11-01,Alerts,19
ACCT00058,2024-11-01,AI_Assist,31
ACCT00058,2024-12-01,Dashboards,37
ACCT00058,2024-12-01,API,32
ACCT00058,2024-12-01,SSO,47
ACCT00058,2024-12-01,Exports,36
ACCT00058,2024-12-01,Alerts,44
ACCT00058,2024-12-01,AI_Assist,40
ACCT00058,2025-01-01,Dashboards,36
ACCT00058,2025-01-01,API,54
ACCT00058,2025-01-01,SSO,47
ACCT00058,2025-01-01,Exports,38
ACCT00058,2025-01-01,Alerts,37
ACCT00058,2025-01-01,AI_Assist,29
ACCT00058,2025-02-01,Dashboards,40
ACCT00058,2025-02-01,API,39
ACCT00058,2025-02-01,SSO,43
ACCT00058,2025-02-01,Exports,38
ACCT00058,2025-02-01,Alerts,46
ACCT00058,2025-02-01,AI_Assist,41
ACCT00058,2025-03-01,Dashboards,29
ACCT00058,2025-03-01,API,38
