date,channel,spend,conversions
2024-04-21,Affiliate,287.38,7
2024-04-22,Affiliate,216.68,13
2024-04-23,Affiliate,234.26,12
2024-04-24,Affiliate,271.33,10
2024-04-25,Affiliate,267.79,9
2024-04-26,Affiliate,234.32,8
2024-04-27,Affiliate,211.59,9
2024-04-28,Affiliate,233.65,11
2024-04-29,Affiliate,239.09,6
2024-04-30,Affiliate,255.13,9
2024-05-01,Affiliate,255.88,14
2024-05-02,Affiliate,257.68,10
2024-05-03,Affiliate,231.26,6
2024-05-04,Affiliate,231.65,8
2024-05-05,Affiliate,221.52,10
2024-05-06,Affiliate,232.73,10
2024-05-07,Affiliate,248.95,12
2024-05-08,Affiliate,268.97,12
2024-05-09,Affiliate,247.77,10
2024-05-10,Affiliate,266.79,9
2024-05-11,Affiliate,262.89,9
2024-05-12,Affiliate,248.81,5
2024-05-13,Affiliate,252.88,10
2024-05-14,Affiliate,287.67,8
2024-05-15,Affiliate,280.96,10
2024-05-16,Affiliate,234.48,6
2024-05-17,Affiliate,297.39,14
2024-05-18,Affiliate,219.88,8
2024-05-19,Affiliate,279.53,10
2024-05-20,Affiliate,254.99,12
2024-05-21,Affiliate,231.31,11
2024-05-22,Affiliate,225.03,6
2024-05-23,Affiliate,296.43,11
2024-05-24,Affiliate,269.76,16
2024-05-25,Affiliate,249.01,8
2024-05-26,Affiliate,325.81,14
2024-05-27,Affiliate,267.52,10
2024-05-28,Affiliate,282.0,12
2024-05-29,Affiliate,286.2,11
2024-05-30,Affiliate,255.73,14
2024-05-31,Affiliate,240.77,14
2024-06-01,Affiliate,268.24,15
2024-06-02,Affiliate,253.99,8
2024-06-03,Affiliate,296.97,11
2024-06-04,Affiliate,263.2,9
2024-06-05,Affiliate,211.59,3
2024-06-06,Affiliate,204.23,13
2024-06-07,Affiliate,212.45,10
2024-06-08,Affiliate,267.09,7
2024-06-09,Affiliate,247.31,5
2024-06-10,Affiliate,253.84,6
2024-06-11,Affiliate,236.43,12
2024-06-12,Affiliate,220.99,6
2024-06-13,Affiliate,243.37,9
2024-06-14,Affiliate,219.95,5
2024-06-15,Affiliate,291.98,15
2024-06-16,Affiliate,276.86,12
2024-06-17,Affiliate,312.26,14
2024-06-18,Affiliate,240.39,15
2024-06-19,Affiliate,301.83,12
2024-06-20,Affiliate,242.28,9
2024-06-21,Affiliate,213.23,9
2024-06-22,Affiliate,282.36,8
2024-06-23,Affiliate,294.3,11
2024-06-24,Affiliate,233.49,9
2024-06-25,Affiliate,273.15,7
2024-06-26,Affiliate,211.16,8
2024-06-27,Affiliate,252.3,13
2024-06-28,Affiliate,295.02,13
2024-06-29,Affiliate,261.46,9
2024-06-30,Affiliate,247.85,9
2024-01-01,Direct,0.0,0
2024-01-02,Direct,0.0,0
2024-01-03,Direct,0.0,0
2024-01-04,Direct,0.0,0
2024-01-05,Direct,0.0,0
2024-01-06,Direct,0.0,0
2024-01-07,Direct,0.0,0
2024-01-08,Direct,0.0,0
2024-01-09,Direct,0.0,0
2024-01-10,Direct,0.0,0
2024-01-11,Direct,0.0,0
2024-01-12,Direct,0.0,1
2024-01-13,Direct,0.0,0
2024-01-14,Direct,0.0,0
2024-01-15,Direct,0.0,0
2024-01-16,Direct,0.0,0
2024-01-17,Direct,0.0,0
2024-01-18,Direct,0.0,0
2024-01-19,Direct,0.0,0
2024-01-20,Direct,0.0,0
2024-01-21,Direct,0.0,0
2024-01-22,Direct,0.0,0
2024-01-23,Direct,0.0,0
2024-01-24,Direct,0.0,0
2024-01-25,Direct,0.0,0
2024-01-26,Direct,0.0,0
2024-01-27,Direct,0.0,0
2024-01-28,Direct,0.0,0
2024-01-29,Direct,0.0,0
2024-01-30,Direct,0.0,0
2024-01-31,Direct,0.0,0
2024-02-01,Direct,0.0,0
2024-02-02,Direct,0.0,0
2024-02-03,Direct,0.0,0
2024-02-04,Direct,0.0,0
2024-02-05,Direct,0.0,0
2024-02-06,Direct,0.0,1
2024-02-07,Direct,0.0,0
2024-02-08,Direct,0.0,0
2024-02-09,Direct,0.0,0
2024-02-10,Direct,0.0,0
2024-02-11,Direct,0.0,0
2024-02-12,Direct,0.0,0
2024-02-13,Direct,0.0,0
2024-02-14,Direct,0.0,0
2024-02-15,Direct,0.0,0
2024-02-16,Direct,0.0,0
2024-02-17,Direct,0.0,0
2024-02-18,Direct,0.0,0
2024-02-19,Direct,0.0,0
2024-02-20,Direct,0.0,0
2024-02-21,Direct,0.0,0
2024-02-22,Direct,0.0,0
2024-02-23,Direct,0.0,0
2024-02-24,Direct,0.0,0
2024-02-25,Direct,0.0,0
2024-02-26,Direct,0.0,0
2024-02-27,Direct,0.0,0
2024-02-28,Direct,0.0,0
2024-02-29,Direct,0.0,0
2024-03-01,Direct,0.0,0
2024-03-02,Direct,0.0,0
2024-03-03,Direct,0.0,0
2024-03-04,Direct,0.0,0
2024-03-05,Direct,0.0,0
2024-03-06,Direct,0.0,0
2024-03-07,Direct,0.0,0
2024-03-08,Direct,0.0,0
2024-03-09,Direct,0.0,0
2024-03-10,Direct,0.0,0
2024-03-11,Direct,0.0,0
2024-03-12,Direct,0.0,0
2024-03-13,Direct,0.0,0
2024-03-14,Direct,0.0,0
2024-03-15,Direct,0.0,0
2024-03-16,Direct,0.0,0
2024-03-17,Direct,0.0,0
2024-03-18,Direct,0.0,0
2024-03-19,Direct,0.0,0
2024-03-20,Direct,0.0,0
2024-03-21,Direct,0.0,0
2024-03-22,Direct,0.0,0
2024-03-23,Direct,0.0,0
2024-03-24,Direct,0.0,0
2024-03-25,Direct,0.0,0
2024-03-26,Direct,0.0,0
2024-03-27,Direct,0.0,0
2024-03-28,Direct,0.0,0
2024-03-29,Direct,0.0,0
2024-03-30,Direct,0.0,0
2024-03-31,Direct,0.0,0
2024-04-01,Direct,0.0,0
2024-04-02,Direct,0.0,0
2024-04-03,Direct,0.0,0
2024-04-04,Direct,0.0,0
2024-04-05,Direct,0.0,0
2024-04-06,Direct,0.0,0
2024-04-07,Direct,0.0,0
2024-04-08,Direct,0.0,0
2024-04-09,Direct,0.0,0
2024-04-10,Direct,0.0,0
2024-04-11,Direct,0.0,0
2024-04-12,Direct,0.0,0
2024-04-13,Direct,0.0,0
2024-04-14,Direct,0.0,0
2024-04-15,Direct,0.0,0
2024-04-16,Direct,0.0,0
2024-04-17,Direct,0.0,0
2024-04-18,Direct,0.0,0
2024-04-19,Direct,0.0,0
2024-04-20,Direct,0.0,0
2024-04-21,Direct,0.0,0
2024-04-22,Direct,0.0,0
2024-04-23,Direct,0.0,0
2024-04-24,Direct,0.0,0
2024-04-25,Direct,0.0,0
2024-04-26,Direct,0.0,0
2024-04-27,Direct,0.0,0
2024-04-28,Direct,0.0,0
2024-04-29,Direct,0.0,0
2024-04-30,Direct,0.0,0
2024-05-01,Direct,0.0,0
2024-05-02,Direct,0.0,0
2024-05-03,Direct,0.0,0
2024-05-04,Direct,0.0,0
2024-05-05,Direct,0.0,0
2024-05-06,Direct,0.0,0
2024-05-07,Direct,0.0,0
2024-05-08,Direct,0.0,0
2024-05-09,Direct,0.0,0
2024-05-10,Direct,0.0,0
2024-05-11,Direct,0.0,0
2024-05-12,Direct,0.0,0
2024-05-13,Direct,0.0,0
2024-05-14,Direct,0.0,0
2024-05-15,Direct,0.0,0
2024-05-16,Direct,0.0,0
2024-05-17,Direct,0.0,0
2024-05-18,Direct,0.0,0
2024-05-19,Direct,0.0,0
2024-05-20,Direct,0.0,0
2024-05-21,Direct,0.0,0
2024-05-22,Direct,0.0,0
2024-05-23,Direct,0.0,0
2024-05-24,Direct,0.0,0
2024-05-25,Direct,0.0,0
2024-05-26,Direct,0.0,0
2024-05-27,Direct,0.0,0
2024-05-28,Direct,0.0,0
2024-05-29,Direct,0.0,0
2024-05-30,Direct,0.0,0
2024-05-31,Direct,0.0,1
2024-06-01,Direct,0.0,0
2024-06-02,Direct,0.0,0
2024-06-03,Direct,0.0,0
2024-06-04,Direct,0.0,0
2024-06-05,Direct,0.0,0
2024-06-06,Direct,0.0,0
2024-06-07,Direct,0.0,0
2024-06-08,Direct,0.0,0
2024-06-09,Direct,0.0,0
2024-06-10,Direct,0.0,0
2024-06-11,Direct,0.0,0
2024-06-12,Direct,0.0,0
2024-06-13,Direct,0.0,0
2024-06-14,Direct,0.0,0
2024-06-15,Direct,0.0,0
2024-06-16,Direct,0.0,0
2024-06-17,Direct,0.0,0
2024-06-18,Direct,0.0,0
2024-06-19,Direct,0.0,0
2024-06-20,Direct,0.0,0
2024-06-21,Direct,0.0,0
2024-06-22,Direct,0.0,0
2024-06-23,Direct,0.0,0
2024-06-24,Direct,0.0,0
2024-06-25,Direct,0.0,0
2024-06-26,Direct,0.0,0
2024-06-27,Direct,0.0,0
2024-06-28,Direct,0.0,0
2024-06-29,Direct,0.0,0
2024-06-30,Direct,0.0,0
