day,priority,channel,queue,tickets,avg_frt_min,avg_ttr_min,p50_frt,p90_frt,p50_ttr,p90_ttr
2024-04-11,P1,Chat,Tech,3,0.0,14.333333333333334,0.0,0.0,14.0,18.0
2024-04-11,P1,Email,Billing,9,47.77777777777778,77.0,38.0,103.0,88.0,134.00000000000003
2024-04-11,P1,Email,General,5,70.6,84.4,74.0,117.60000000000002,89.0,128.6
2024-04-11,P1,Email,Tech,15,90.93333333333334,125.4,95.0,126.80000000000003,133.00000000000003,189.79999999999998
2024-04-11,P1,Web,Billing,14,23.285714285714285,51.142857142857146,23.0,43.30000000000001,51.0,67.40000000000002
2024-04-11,P1,Web,General,6,17.5,41.166666666666664,15.000000000000002,37.5,35.5,71.5
2024-04-11,P1,Web,Tech,14,22.785714285714285,54.357142857142854,19.5,40.400000000000006,47.0,89.0
2024-04-11,P2,Chat,Billing,18,6.722222222222222,32.77777777777778,6.0,15.0,30.0,50.3
2024-04-11,P2,Chat,General,17,8.823529411764708,29.41176470588235,8.000000000000002,16.400000000000006,29.0,41.2
2024-04-11,P2,Chat,Tech,31,7.096774193548387,49.61290322580645,6.0,16.000000000000004,48.0,73.0
2024-04-11,P2,Email,Billing,105,92.52380952380952,121.2,90.0,145.20000000000002,124.00000000000001,178.60000000000002
2024-04-11,P2,Email,General,73,84.02739726027397,105.5068493150685,71.0,151.8,101.0,172.6
2024-04-11,P2,Email,Tech,154,91.56493506493507,132.76623376623377,93.0,144.0,135.50000000000003,195.40000000000003
2024-04-11,P2,Web,Billing,60,38.016666666666666,67.25,35.0,64.10000000000002,70.5,96.4
2024-04-11,P2,Web,General,34,36.970588235294116,58.14705882352941,37.5,54.099999999999994,58.5,86.4
2024-04-11,P2,Web,Tech,95,34.05263157894737,70.89473684210526,33.00000000000001,58.60000000000001,69.0,109.00000000000009
2024-04-11,P3,Chat,Billing,9,17.77777777777778,46.666666666666664,17.000000000000004,25.0,47.0,58.2
2024-04-11,P3,Chat,General,3,22.0,44.0,23.0,23.8,43.0,55.8
2024-04-11,P3,Chat,Tech,4,15.0,62.75,14.500000000000002,19.1,48.0,99.20000000000002
2024-04-11,P3,Email,Billing,58,98.63793103448276,127.51724137931035,97.5,145.9,125.00000000000001,171.8
2024-04-11,P3,Email,General,30,108.9,127.43333333333334,117.5,164.3,137.0,180.8
2024-04-11,P3,Email,Tech,69,110.10144927536231,144.97101449275362,112.0,163.00000000000006,145.0,213.8
2024-04-11,P3,Web,Billing,19,44.31578947368421,70.89473684210526,48.0,59.4,65.00000000000001,94.19999999999999
2024-04-11,P3,Web,General,23,45.34782608695652,62.95652173913044,46.0,64.60000000000001,66.00000000000001,77.8
2024-04-11,P3,Web,Tech,45,44.577777777777776,81.66666666666667,43.0,73.6,80.0,109.2
2024-04-12,P1,Chat,Billing,4,0.0,18.0,0.0,0.0,17.000000000000004,24.700000000000003
2024-04-12,P1,Chat,General,3,0.3333333333333334,33.666666666666664,0.0,0.8000000000000003,36.0,37.6
2024-04-12,P1,Chat,Tech,4,0.5000000000000001,40.25,0.0,1.4000000000000008,46.5,50.8
2024-04-12,P1,Email,Billing,5,75.8,105.8,79.0,94.4,113.0,119.60000000000001
2024-04-12,P1,Email,General,3,104.66666666666667,127.33333333333333,104.0,127.20000000000002,119.0,160.6
2024-04-12,P1,Email,Tech,17,86.6470588235294,138.23529411764707,86.0,137.00000000000003,142.0,209.0
2024-04-12,P1,Web,Billing,10,31.7,56.3,29.5,48.09999999999999,54.5,82.2
2024-04-12,P1,Web,General,6,25.0,43.333333333333336,23.0,40.5,36.5,60.00000000000001
2024-04-12,P1,Web,Tech,10,21.4,57.8,20.5,39.599999999999994,59.5,83.8
2024-04-12,P2,Chat,Billing,27,7.592592592592593,31.555555555555557,7.0,14.0,30.0,46.0
2024-04-12,P2,Chat,General,9,10.555555555555555,33.22222222222222,11.0,16.400000000000002,33.00000000000001,44.60000000000001
2024-04-12,P2,Chat,Tech,28,9.357142857142858,53.464285714285715,9.5,18.0,39.0,82.70000000000002
2024-04-12,P2,Email,Billing,93,83.44086021505376,110.40860215053763,87.0,139.0,115.0,164.39999999999998
2024-04-12,P2,Email,General,50,97.32,119.84,98.5,137.20000000000005,124.00000000000001,161.9
2024-04-12,P2,Email,Tech,159,84.54088050314465,125.42138364779875,83.0,137.0,124.00000000000001,195.0
2024-04-12,P2,Web,Billing,78,37.92307692307692,64.43589743589743,37.0,62.300000000000004,65.50000000000001,94.3
2024-04-12,P2,Web,General,43,33.69767441860465,55.44186046511628,31.000000000000004,51.60000000000001,53.0,79.80000000000001
2024-04-12,P2,Web,Tech,91,36.8021978021978,74.35164835164835,38.0,58.0,69.0,107.0
2024-04-12,P3,Chat,Billing,10,18.1,39.4,16.500000000000004,28.4,37.5,50.599999999999994
2024-04-12,P3,Chat,General,4,13.5,27.500000000000004,12.5,20.0,29.500000000000004,34.1
2024-04-12,P3,Chat,Tech,12,16.666666666666668,59.333333333333336,16.500000000000004,31.50000000000001,52.5,89.80000000000001
2024-04-12,P3,Email,Billing,63,105.01587301587301,130.3015873015873,105.0,151.0,129.00000000000003,187.4
2024-04-12,P3,Email,General,31,82.80645161290323,106.12903225806451,85.0,124.00000000000001,111.0,148.0
2024-04-12,P3,Email,Tech,61,100.63934426229508,137.9016393442623,102.0,154.0,137.0,200.0
2024-04-12,P3,Web,Billing,38,46.05263157894737,76.52631578947368,47.0,75.0,70.5,125.60000000000002
2024-04-12,P3,Web,General,19,45.1578947368421,65.15789473684211,47.0,69.2,60.0,92.6
2024-04-12,P3,Web,Tech,42,41.523809523809526,73.69047619047619,38.0,63.80000000000001,75.0,98.9
2024-04-13,P1,Chat,Tech,1,0.0,23.0,0.0,0.0,23.0,23.0
2024-04-13,P1,Email,Billing,6,62.666666666666664,108.66666666666667,46.5,125.5,89.0,196.0
2024-04-13,P1,Email,General,1,104.0,119.0,104.0,104.0,119.0,119.0
2024-04-13,P1,Email,Tech,3,44.0,89.33333333333333,6.0,102.00000000000001,72.0,135.2
2024-04-13,P1,Web,Billing,5,12.4,40.4,13.0,25.6,42.0,56.0
2024-04-13,P1,Web,General,3,35.333333333333336,53.666666666666664,52.0,53.6,67.00000000000001,69.4
2024-04-13,P1,Web,Tech,5,4.2,43.2,1.0000000000000002,10.8,41.0,60.80000000000001
2024-04-13,P2,Chat,Billing,7,6.857142857142857,42.857142857142854,4.000000000000001,15.000000000000004,38.0,64.2
2024-04-13,P2,Chat,General,5,16.4,39.4,19.0,22.0,43.0,46.2
2024-04-13,P2,Chat,Tech,13,8.923076923076923,59.23076923076923,9.0,15.600000000000005,49.0,98.80000000000003
2024-04-13,P2,Email,Billing,48,95.60416666666667,122.9375,96.0,156.00000000000006,124.00000000000001,197.50000000000003
2024-04-13,P2,Email,General,28,92.21428571428571,115.32142857142857,97.0,126.70000000000003,121.0,157.2
2024-04-13,P2,Email,Tech,61,89.0,125.1311475409836,87.0,146.0,123.00000000000001,181.0
2024-04-13,P2,Web,Billing,26,36.03846153846154,60.23076923076923,35.0,58.0,56.5,89.0
2024-04-13,P2,Web,General,24,39.958333333333336,62.583333333333336,45.0,65.70000000000002,66.00000000000001,95.19999999999999
2024-04-13,P2,Web,Tech,45,34.75555555555555,72.4,36.0,54.0,67.00000000000001,99.0
2024-04-13,P3,Chat,Billing,4,17.0,39.0,18.0,27.200000000000003,38.0,60.00000000000001
2024-04-13,P3,Chat,General,5,19.2,35.8,18.0,26.0,38.0,39.0
2024-04-13,P3,Chat,Tech,3,16.666666666666668,58.333333333333336,13.0,24.2,64.00000000000001,68.8
2024-04-13,P3,Email,Billing,26,101.07692307692308,135.57692307692307,97.0,147.5,135.00000000000003,204.0
2024-04-13,P3,Email,General,14,110.28571428571429,133.14285714285714,103.0,155.20000000000002,125.50000000000001,180.9
2024-04-13,P3,Email,Tech,33,110.66666666666667,143.36363636363637,114.0,162.8,153.0,188.8
2024-04-13,P3,Web,Billing,15,43.13333333333333,74.46666666666667,48.0,67.20000000000002,76.0,115.0
2024-04-13,P3,Web,General,11,40.27272727272728,67.36363636363636,48.0,64.00000000000001,69.0,104.0
2024-04-13,P3,Web,Tech,18,50.72222222222222,95.94444444444444,49.0,74.30000000000003,89.0,133.3
2024-04-14,P1,Chat,Billing,1,2.0000000000000004,93.0,2.0000000000000004,2.0000000000000004,93.0,93.0
2024-04-14,P1,Chat,Tech,3,2.3333333333333335,46.666666666666664,0.0,5.6000000000000005,54.0,64.4
2024-04-14,P1,Email,Billing,10,62.5,96.0,63.0,102.69999999999999,107.5,146.5
2024-04-14,P1,Email,General,3,66.33333333333333,82.33333333333333,60.0,83.2,69.0,106.6
2024-04-14,P1,Email,Tech,9,89.88888888888889,125.22222222222223,97.0,128.60000000000002,143.0,171.6
2024-04-14,P1,Web,Billing,4,7.25,38.0,5.0,16.0,38.0,52.400000000000006
2024-04-14,P1,Web,General,5,11.6,30.6,10.0,26.400000000000002,27.0,43.2
2024-04-14,P1,Web,Tech,5,28.6,85.4,40.0,49.4,87.0,125.2
2024-04-14,P2,Chat,Billing,7,9.428571428571429,34.0,9.0,14.4,33.00000000000001,44.8
2024-04-14,P2,Chat,General,4,13.5,29.0,13.5,22.900000000000002,30.0,39.9
2024-04-14,P2,Chat,Tech,15,6.133333333333334,32.8,7.0,14.2,34.00000000000001,48.199999999999996
2024-04-14,P2,Email,Billing,73,89.3013698630137,116.5068493150685,87.0,137.39999999999998,112.0,165.39999999999998
2024-04-14,P2,Email,General,34,78.11764705882354,99.1470588235294,80.0,130.3,104.5,158.7
2024-04-14,P2,Email,Tech,60,90.8,131.88333333333333,89.0,148.1,137.0,193.3
2024-04-14,P2,Web,Billing,34,38.14705882352941,63.26470588235294,37.0,62.50000000000001,63.000000000000014,91.4
2024-04-14,P2,Web,General,16,37.4375,59.625,35.5,65.00000000000001,54.0,81.5
2024-04-14,P2,Web,Tech,40,26.95,62.625,27.0,46.60000000000001,60.0,94.80000000000001
2024-04-14,P3,Chat,Billing,3,19.666666666666668,49.0,18.0,22.8,44.0,57.60000000000001
2024-04-14,P3,Chat,General,2,19.0,43.5,19.0,22.2,43.5,45.5
2024-04-14,P3,Chat,Tech,7,14.571428571428571,52.285714285714285,12.0,23.0,44.0,72.00000000000001
2024-04-14,P3,Email,Billing,21,88.0952380952381,112.19047619047619,101.0,134.00000000000003,120.0,160.0
2024-04-14,P3,Email,General,13,110.07692307692308,129.92307692307693,117.0,165.60000000000002,129.00000000000003,193.20000000000002
2024-04-14,P3,Email,Tech,32,87.53125,133.6875,85.0,149.40000000000003,132.00000000000003,212.20000000000005
2024-04-14,P3,Web,Billing,10,50.2,76.1,42.5,75.69999999999999,70.0,113.5
2024-04-14,P3,Web,General,9,40.77777777777778,62.333333333333336,38.0,64.60000000000001,57.0,89.0
2024-04-14,P3,Web,Tech,22,40.36363636363637,76.72727272727273,38.0,60.500000000000014,74.5,104.20000000000002
2024-04-15,P1,Chat,Billing,3,0.0,13.333333333333334,0.0,0.0,11.0,18.2
2024-04-15,P1,Chat,General,1,0.0,21.0,0.0,0.0,21.0,21.0
2024-04-15,P1,Chat,Tech,3,0.0,42.0,0.0,0.0,41.0,63.4
2024-04-15,P1,Email,Billing,8,70.0,103.375,60.00000000000001,119.5,119.50000000000001,149.5
2024-04-15,P1,Email,General,10,55.3,79.6,65.00000000000001,84.3,86.5,113.1
2024-04-15,P1,Email,Tech,16,91.1875,140.8125,89.5,126.5,137.0,208.5
2024-04-15,P1,Web,Billing,4,28.75,53.75,28.0,50.60000000000001,49.0,72.7
2024-04-15,P1,Web,General,5,19.0,45.0,23.0,35.6,35.0,67.4
2024-04-15,P1,Web,Tech,10,17.5,62.8,9.5,37.29999999999999,62.00000000000001,87.79999999999998
2024-04-15,P2,Chat,Billing,18,7.833333333333333,34.22222222222222,6.5,14.0,30.5,52.00000000000001
2024-04-15,P2,Chat,General,13,10.615384615384615,31.46153846153846,11.0,18.6,29.0,45.0
2024-04-15,P2,Chat,Tech,25,8.2,41.72,8.000000000000002,14.600000000000001,33.00000000000001,68.80000000000001
2024-04-15,P2,Email,Billing,103,89.57281553398059,115.01941747572816,94.0,136.6,117.0,166.8
2024-04-15,P2,Email,General,55,94.7090909090909,118.0,99.0,144.8,118.0,160.6
2024-04-15,P2,Email,Tech,153,92.359477124183,131.9607843137255,95.0,150.8,135.00000000000003,199.0
2024-04-15,P2,Web,Billing,61,33.18032786885246,60.24590163934426,33.00000000000001,58.0,57.0,92.0
2024-04-15,P2,Web,General,39,33.205128205128204,57.30769230769231,31.000000000000004,60.0,56.0,81.80000000000001
2024-04-15,P2,Web,Tech,84,37.61904761904762,75.67857142857143,39.0,65.00000000000001,74.0,113.80000000000001
2024-04-15,P3,Chat,Billing,6,18.5,46.333333333333336,18.5,25.5,44.0,64.0
2024-04-15,P3,Chat,General,5,23.2,41.6,27.0,28.0,40.0,50.6
2024-04-15,P3,Chat,Tech,12,15.416666666666666,72.66666666666667,15.0,23.700000000000003,53.0,145.00000000000003
2024-04-15,P3,Email,Billing,65,94.84615384615384,118.0,92.0,161.0,114.0,184.8
2024-04-15,P3,Email,General,29,93.51724137931035,115.06896551724138,92.0,143.2,110.0,165.2
2024-04-15,P3,Email,Tech,73,104.34246575342466,144.1917808219178,105.0,155.8,144.0,204.6
2024-04-15,P3,Web,Billing,37,43.7027027027027,70.24324324324324,45.0,67.00000000000001,75.0,91.19999999999999
2024-04-15,P3,Web,General,20,44.75,71.3,42.0,63.10000000000001,72.0,95.1
2024-04-15,P3,Web,Tech,44,43.22727272727273,80.31818181818181,42.5,67.70000000000002,74.0,118.10000000000001
2024-04-16,P1,Chat,Billing,6,0.1666666666666667,21.5,0.0,0.5000000000000001,21.0,28.0
2024-04-16,P1,Chat,General,1,0.0,18.0,0.0,0.0,18.0,18.0
2024-04-16,P1,Chat,Tech,3,0.0,25.0,0.0,0.0,29.0,31.400000000000006
2024-04-16,P1,Email,Billing,5,68.2,100.0,77.0,92.6,93.0,142.8
2024-04-16,P1,Email,General,12,63.0,86.75,64.50000000000001,134.30000000000004,97.0,154.0
2024-04-16,P1,Email,Tech,15,62.4,98.2,43.0,113.6,104.0,145.4
2024-04-16,P1,Web,Billing,10,11.9,36.1,10.0,21.599999999999994,32.5,52.29999999999999
2024-04-16,P1,Web,General,6,19.833333333333332,41.833333333333336,21.0,30.0,46.5,55.0
2024-04-16,P1,Web,Tech,13,14.076923076923077,45.69230769230769,13.0,31.40000000000001,38.0,73.0
2024-04-16,P2,Chat,Billing,21,6.666666666666667,28.571428571428573,6.0,16.000000000000004,26.0,42.0
2024-04-16,P2,Chat,General,10,10.3,28.5,11.0,14.699999999999998,28.5,35.9
2024-04-16,P2,Chat,Tech,29,7.931034482758621,47.13793103448276,7.0,17.000000000000004,46.0,77.0
2024-04-16,P2,Email,Billing,114,89.04385964912281,115.83333333333333,90.5,141.7,114.5,167.0
2024-04-16,P2,Email,General,59,79.84745762711864,103.32203389830508,86.0,147.60000000000002,106.0,165.0
2024-04-16,P2,Email,Tech,129,93.5813953488372,133.80620155038758,98.0,157.8,131.00000000000003,202.2
2024-04-16,P2,Web,Billing,78,35.94871794871795,60.32051282051282,35.5,65.00000000000001,56.5,87.6
2024-04-16,P2,Web,General,32,32.1875,54.5625,29.0,59.900000000000006,48.5,82.0
2024-04-16,P2,Web,Tech,78,37.1025641025641,78.74358974358974,36.0,63.00000000000001,74.5,117.79999999999998
2024-04-16,P3,Chat,Billing,10,17.0,47.3,18.5,20.699999999999996,47.5,59.6
2024-04-16,P3,Chat,General,4,17.5,42.75,15.500000000000002,21.6,42.5,54.5
2024-04-16,P3,Chat,Tech,8,17.125,49.25,15.500000000000002,29.900000000000002,42.0,81.9
2024-04-16,P3,Email,Billing,42,89.42857142857143,121.26190476190476,89.0,141.6,113.5,189.79999999999998
2024-04-16,P3,Email,General,24,112.95833333333333,135.91666666666666,106.5,149.0,131.00000000000003,177.1
2024-04-16,P3,Email,Tech,70,93.58571428571429,135.34285714285716,93.0,148.1,129.50000000000003,192.1
2024-04-16,P3,Web,Billing,35,43.91428571428571,68.91428571428571,42.0,68.80000000000001,63.00000000000001,98.0
2024-04-16,P3,Web,General,13,38.23076923076923,62.46153846153846,36.0,61.60000000000002,65.00000000000001,91.40000000000002
2024-04-16,P3,Web,Tech,44,41.70454545454545,75.8409090909091,43.0,64.00000000000001,77.5,100.20000000000002
2024-04-17,P1,Chat,Billing,2,0.0,27.5,0.0,0.0,27.5,37.5
2024-04-17,P1,Chat,Tech,2,0.0,21.0,0.0,0.0,21.0,22.6
2024-04-17,P1,Email,Billing,13,57.84615384615385,87.3076923076923,60.0,104.2,82.0,152.20000000000002
2024-04-17,P1,Email,General,5,73.80000000000001,105.8,72.0,115.60000000000002,112.0,143.4
2024-04-17,P1,Email,Tech,16,63.9375,110.25,61.5,114.5,101.5,160.0
2024-04-17,P1,Web,Billing,12,13.666666666666666,41.333333333333336,5.0,35.400000000000006,43.5,60.10000000000001
2024-04-17,P1,Web,General,5,14.4,35.8,9.0,32.6,31.000000000000004,55.0
2024-04-17,P1,Web,Tech,13,16.0,54.38461538461539,18.0,34.800000000000004,56.0,80.4
2024-04-17,P2,Chat,Billing,18,7.944444444444445,34.77777777777778,6.5,19.3,36.0,44.900000000000006
2024-04-17,P2,Chat,General,12,11.5,35.166666666666664,9.0,20.9,30.5,51.5
2024-04-17,P2,Chat,Tech,31,6.935483870967743,56.25806451612903,8.000000000000002,14.0,48.0,103.0
2024-04-17,P2,Email,Billing,108,93.05555555555556,121.5,91.0,154.3,122.50000000000001,182.0
2024-04-17,P2,Email,General,65,97.15384615384616,120.3076923076923,98.0,146.2,118.0,170.8
2024-04-17,P2,Email,Tech,127,87.8740157480315,127.66929133858268,90.0,143.0,132.00000000000003,185.00000000000003
2024-04-17,P2,Web,Billing,58,34.793103448275865,62.53448275862069,34.0,56.0,63.500000000000014,90.20000000000002
2024-04-17,P2,Web,General,47,35.851063829787236,59.59574468085106,37.0,55.8,56.0,91.19999999999999
2024-04-17,P2,Web,Tech,74,37.310810810810814,75.5,39.0,60.80000000000002,75.5,109.0
2024-04-17,P3,Chat,Billing,5,13.2,34.0,11.0,22.400000000000002,37.0,45.2
2024-04-17,P3,Chat,General,3,19.0,47.666666666666664,18.0,20.4,50.0,55.6
2024-04-17,P3,Chat,Tech,12,18.583333333333332,49.0,18.5,25.6,38.5,88.70000000000002
2024-04-17,P3,Email,Billing,53,88.64150943396227,119.05660377358491,81.0,145.20000000000002,120.0,188.20000000000005
2024-04-17,P3,Email,General,30,100.8,120.03333333333333,98.5,162.20000000000002,115.0,175.00000000000003
2024-04-17,P3,Email,Tech,52,96.11538461538461,131.78846153846155,98.5,138.5,134.00000000000003,173.0
2024-04-17,P3,Web,Billing,18,47.55555555555556,79.55555555555556,48.0,70.9,78.0,107.4
2024-04-17,P3,Web,General,13,42.15384615384615,63.84615384615385,41.0,79.0,64.00000000000001,94.4
2024-04-17,P3,Web,Tech,40,43.35,78.65,49.5,58.2,74.0,106.4
2024-04-18,P1,Chat,Billing,3,0.0,23.0,0.0,0.0,22.0,31.600000000000005
2024-04-18,P1,Chat,General,1,0.0,30.0,0.0,0.0,30.0,30.0
2024-04-18,P1,Chat,Tech,4,0.0,29.5,0.0,0.0,31.500000000000004,35.1
2024-04-18,P1,Email,Billing,18,62.72222222222222,90.66666666666667,63.000000000000014,114.10000000000002,83.0,142.1
2024-04-18,P1,Email,General,9,62.55555555555556,82.66666666666667,71.0,95.2,90.0,114.80000000000001
2024-04-18,P1,Email,Tech,22,88.27272727272727,126.72727272727273,78.5,157.60000000000002,117.5,183.70000000000002
2024-04-18,P1,Web,Billing,8,24.375,55.25000000000001,24.0,47.8,46.0,95.8
2024-04-18,P1,Web,General,4,24.5,42.25,28.500000000000004,38.300000000000004,50.0,56.1
2024-04-18,P1,Web,Tech,15,23.133333333333333,51.8,26.0,48.8,57.0,84.2
2024-04-18,P2,Chat,Billing,18,9.222222222222221,38.833333333333336,8.000000000000002,18.3,35.5,64.10000000000001
2024-04-18,P2,Chat,General,10,11.2,30.2,9.5,21.1,32.0,38.2
2024-04-18,P2,Chat,Tech,35,10.771428571428572,46.97142857142857,9.0,21.6,44.0,69.0
2024-04-18,P2,Email,Billing,102,94.77450980392157,122.66666666666667,94.5,154.8,123.50000000000001,184.8
2024-04-18,P2,Email,General,55,97.63636363636364,120.47272727272727,98.0,168.0,120.0,190.2
2024-04-18,P2,Email,Tech,136,91.45588235294117,130.77205882352942,96.0,137.0,125.00000000000001,193.0
2024-04-18,P2,Web,Billing,62,39.54838709677419,67.19354838709677,38.0,68.00000000000001,63.00000000000001,93.0
2024-04-18,P2,Web,General,35,29.542857142857144,50.77142857142857,31.000000000000004,55.0,51.0,73.6
2024-04-18,P2,Web,Tech,91,32.73626373626374,72.04395604395604,36.0,56.0,69.0,114.0
2024-04-18,P3,Chat,Billing,5,17.2,44.8,18.0,21.0,48.0,62.40000000000001
2024-04-18,P3,Chat,General,9,16.666666666666668,42.333333333333336,16.000000000000004,21.0,40.0,62.20000000000001
2024-04-18,P3,Chat,Tech,20,18.65,50.9,18.5,25.200000000000003,47.5,69.50000000000003
2024-04-18,P3,Email,Billing,54,98.03703703703704,125.96296296296296,94.0,150.8,133.00000000000003,173.0
2024-04-18,P3,Email,General,28,97.17857142857143,121.10714285714286,91.0,154.0,121.0,173.5
2024-04-18,P3,Email,Tech,73,101.95890410958904,140.72602739726028,104.0,162.39999999999998,144.0,213.0
2024-04-18,P3,Web,Billing,23,50.17391304347826,74.04347826086956,54.0,75.6,75.0,112.00000000000001
2024-04-18,P3,Web,General,17,56.94117647058824,77.0,62.00000000000001,81.2,78.0,100.8
2024-04-18,P3,Web,Tech,38,43.526315789473685,88.57894736842105,41.0,70.30000000000001,85.0,118.60000000000011
2024-04-19,P1,Chat,Billing,2,0.0,25.000000000000004,0.0,0.0,25.000000000000004,30.60000000000001
2024-04-19,P1,Chat,Tech,2,0.0,51.5,0.0,0.0,51.5,72.7
2024-04-19,P1,Email,Billing,16,97.375,127.3125,96.5,143.0,121.0,171.5
2024-04-19,P1,Email,General,8,68.125,89.25,55.5,102.2,76.5,121.0
2024-04-19,P1,Email,Tech,20,71.35,105.95,70.5,119.2,102.5,160.90000000000003
2024-04-19,P1,Web,Billing,4,14.0,48.0,18.0,20.0,39.0,84.4
2024-04-19,P1,Web,General,8,18.875,42.75,12.5,38.199999999999996,39.5,62.199999999999996
2024-04-19,P1,Web,Tech,11,22.818181818181817,71.81818181818181,27.0,36.0,68.00000000000001,137.0
2024-04-19,P2,Chat,Billing,19,6.368421052631579,33.94736842105263,7.0,14.2,32.00000000000001,54.599999999999994
2024-04-19,P2,Chat,General,11,13.909090909090908,31.818181818181817,15.0,17.000000000000004,31.000000000000004,40.0
2024-04-19,P2,Chat,Tech,29,10.655172413793103,50.724137931034484,9.0,21.2,43.0,96.4
2024-04-19,P2,Email,Billing,105,85.27619047619048,112.85714285714286,87.0,137.80000000000004,114.0,168.60000000000002
2024-04-19,P2,Email,General,73,96.64383561643835,117.17808219178082,94.0,162.6,114.0,177.6
2024-04-19,P2,Email,Tech,138,94.8768115942029,134.7826086956522,95.0,157.0,133.00000000000003,195.3
2024-04-19,P2,Web,Billing,71,37.014084507042256,63.59154929577465,37.0,62.00000000000001,64.00000000000001,91.0
2024-04-19,P2,Web,General,42,31.738095238095237,53.23809523809524,31.500000000000004,51.0,54.0,85.0
2024-04-19,P2,Web,Tech,99,33.91919191919192,72.55555555555556,34.00000000000001,63.600000000000016,63.00000000000001,121.2
2024-04-19,P3,Chat,Billing,12,18.916666666666668,48.666666666666664,19.5,24.0,38.5,73.60000000000001
2024-04-19,P3,Chat,General,10,20.4,41.0,19.0,32.300000000000004,43.5,54.2
2024-04-19,P3,Chat,Tech,10,21.4,54.6,20.0,28.2,55.0,75.5
2024-04-19,P3,Email,Billing,60,104.86666666666666,132.75,106.0,150.4,129.50000000000003,188.3
2024-04-19,P3,Email,General,31,107.35483870967742,125.38709677419355,108.0,174.0,126.00000000000001,196.0
2024-04-19,P3,Email,Tech,75,92.96,135.32,94.0,154.0,133.00000000000003,203.60000000000005
2024-04-19,P3,Web,Billing,29,42.206896551724135,65.03448275862068,46.0,59.8,68.00000000000001,97.0
2024-04-19,P3,Web,General,14,38.714285714285715,59.57142857142857,36.0,66.20000000000002,63.500000000000014,79.2
2024-04-19,P3,Web,Tech,46,49.06521739130435,83.78260869565217,50.5,67.50000000000001,81.0,122.0
2024-04-20,P1,Chat,Billing,1,0.0,10.0,0.0,0.0,10.0,10.0
2024-04-20,P1,Chat,General,1,0.0,23.0,0.0,0.0,23.0,23.0
2024-04-20,P1,Email,Billing,7,99.28571428571429,120.85714285714286,110.0,140.20000000000002,132.00000000000003,164.20000000000002
2024-04-20,P1,Email,General,4,84.5,108.0,69.5,146.8,88.0,174.9
2024-04-20,P1,Email,Tech,10,69.7,105.0,62.0,136.2,99.5,170.59999999999997
2024-04-20,P1,Web,Billing,3,23.0,45.0,27.0,39.0,52.0,56.8
2024-04-20,P1,Web,General,2,25.5,55.00000000000001,25.5,27.5,55.00000000000001,63.80000000000001
2024-04-20,P1,Web,Tech,5,15.0,48.6,23.0,26.0,60.0,70.2
2024-04-20,P2,Chat,Billing,7,8.571428571428573,32.714285714285715,7.0,15.400000000000002,34.00000000000001,44.4
2024-04-20,P2,Chat,General,4,9.0,24.75,10.0,13.100000000000001,23.500000000000004,37.6
2024-04-20,P2,Chat,Tech,15,6.666666666666667,38.53333333333333,6.0,15.200000000000001,34.00000000000001,67.60000000000001
2024-04-20,P2,Email,Billing,44,99.5909090909091,125.5,103.0,156.10000000000008,126.00000000000001,187.4
2024-04-20,P2,Email,General,21,72.0952380952381,93.85714285714286,72.0,111.0,90.0,143.0
2024-04-20,P2,Email,Tech,80,97.2375,134.375,97.5,155.10000000000002,137.0,193.0
2024-04-20,P2,Web,Billing,28,36.57142857142857,64.57142857142857,37.0,54.70000000000001,60.0,91.10000000000001
2024-04-20,P2,Web,General,18,36.666666666666664,58.166666666666664,38.5,54.5,60.0,77.2
2024-04-20,P2,Web,Tech,37,42.45945945945946,86.51351351351352,47.0,67.4,89.0,134.0
2024-04-20,P3,Chat,Billing,7,17.142857142857142,51.57142857142857,21.0,23.8,57.0,62.400000000000006
2024-04-20,P3,Chat,General,1,7.0,23.0,7.0,7.0,23.0,23.0
2024-04-20,P3,Chat,Tech,3,14.666666666666666,54.666666666666664,15.0,19.0,50.0,72.4
2024-04-20,P3,Email,Billing,18,111.27777777777777,140.5,112.5,150.60000000000002,137.0,202.4
2024-04-20,P3,Email,General,14,90.64285714285714,110.14285714285714,88.5,153.5,108.5,171.9
2024-04-20,P3,Email,Tech,30,112.53333333333333,153.23333333333332,108.5,178.0,150.5,219.1
2024-04-20,P3,Web,Billing,13,38.30769230769231,65.15384615384616,39.0,56.2,71.0,83.2
2024-04-20,P3,Web,General,12,49.583333333333336,70.83333333333333,52.5,61.800000000000004,71.5,93.80000000000001
2024-04-20,P3,Web,Tech,16,41.125,79.1875,43.0,67.5,76.5,122.50000000000001
2024-04-21,P1,Chat,General,1,0.0,27.0,0.0,0.0,27.0,27.0
2024-04-21,P1,Chat,Tech,3,0.0,48.0,0.0,0.0,54.0,57.2
2024-04-21,P1,Email,Billing,3,67.33333333333333,105.0,62.00000000000001,90.0,102.0,133.2
2024-04-21,P1,Email,General,2,42.5,65.5,42.5,66.9,65.5,90.7
2024-04-21,P1,Email,Tech,6,65.33333333333333,97.5,78.5,97.5,99.5,135.5
2024-04-21,P1,Web,Billing,7,25.571428571428573,48.142857142857146,14.0,53.00000000000002,43.0,78.40000000000002
2024-04-21,P1,Web,General,2,20.0,52.0,20.0,36.0,52.0,56.0
